t,n_ptdf_rows_raw,n_unique_cnec_idx,n_matched_lines,status,reason,mean_abs_fbme_d1_cgm
6266,189,63,63,ok,,4.2050688783205053e-13
6267,189,63,63,ok,,2.8859953317306723e-13
6268,189,63,63,ok,,4.017588208203837e-13
6269,174,58,58,ok,,2.5964546899345315e-13
6270,180,60,60,ok,,3.306778746834723e-13
6271,192,64,64,ok,,5.101894836757946e-13
6272,183,61,61,ok,,11.68813366102377
6273,180,60,60,ok,,46.85158834529523
6274,183,61,61,ok,,40.07086692329066
6275,174,58,58,ok,,58.85539061149825
6276,183,61,61,ok,,86.87895467228778
6277,183,61,61,ok,,94.95477691664395
6278,189,63,63,ok,,28.460820702829277
6279,189,63,63,ok,,78.12680755614467
6280,189,63,63,ok,,84.79404147225239
6281,171,57,57,ok,,45.58794989321597
6282,180,60,60,ok,,4.348217118331156e-13
6283,192,64,64,ok,,7.624307075598827e-13
6284,192,64,64,ok,,1.0020153698208287
6285,180,60,60,ok,,3.0227000527757203e-13
6286,177,59,59,ok,,6.897011459834848e-13
6287,177,59,59,ok,,3.8489172069362263e-13
6288,189,63,63,ok,,2.4633539161056036e-13
6289,189,63,63,ok,,3.074478534056658e-13
6290,189,63,63,ok,,2.397908175482655e-13
6291,189,63,63,ok,,4.4386808409588623e-13
6292,189,63,63,ok,,6.823158150400241e-13
6293,186,62,62,ok,,10.837721860976215
6294,180,60,60,ok,,15.18906877255085
6295,177,59,59,ok,,22.85651725116324
6296,201,67,67,ok,,104.14986701347888
6297,189,63,63,ok,,42.842347350198715
6298,195,65,65,ok,,35.480315956029465
6299,207,69,69,ok,,32.04434809501098
6300,261,87,87,ok,,86.14847046331795
6301,279,93,93,ok,,71.75898652913925
6302,273,91,91,ok,,47.20876735008096
6303,192,64,64,ok,,5.499288167952592
6304,189,63,63,ok,,40.17384881462584
6305,189,63,63,ok,,55.40749363295644
6306,174,58,58,ok,,20.253938531112002
6307,192,64,64,ok,,10.68327090849943
6308,192,64,64,ok,,8.024730543658773
6309,180,60,60,ok,,3.7787408103839586
6310,171,57,57,ok,,1.462392801543487e-12
6311,177,59,59,ok,,3.008127717831421e-13
6312,189,63,63,ok,,2.1034217776220349e-13
6313,189,63,63,ok,,2.9466387078028416e-13
6314,189,63,63,ok,,3.50412234815213e-13
6315,189,63,63,ok,,2.881952385797434e-13
6316,186,62,62,ok,,2.712016854502429e-13
6317,174,58,58,ok,,1.0827423698507212e-12
6318,174,58,58,ok,,2.4749395847179637e-13
6319,177,59,59,ok,,0.11542689758469994
6320,201,67,67,ok,,99.40338850986815
6321,189,63,63,ok,,43.41384516635103
6322,198,66,66,ok,,37.46422789919333
6323,204,68,68,ok,,29.09651688109525
6324,189,63,63,ok,,11.618769636813331
6325,189,63,63,ok,,20.515361396885854
6326,189,63,63,ok,,51.067269081768735
6327,189,63,63,ok,,11.015599549376391
6328,180,60,60,ok,,31.070576912218925
6329,180,60,60,ok,,18.270995251275345
6330,180,60,60,ok,,5.415780023377024e-13
6331,186,62,62,ok,,0.9688307584180168
6332,189,63,63,ok,,8.269435340942993
6333,174,58,58,ok,,19.694187787007625
6334,177,59,59,ok,,26.084704542134094
6335,189,63,63,ok,,1.7714350753000068e-13
6336,189,63,63,ok,,5.011714067380298e-12
6337,189,63,63,ok,,2.8195021181819713e-12
6338,189,63,63,ok,,2.9719470976712588e-12
6339,189,63,63,ok,,8.820642508379544e-12
6340,189,63,63,ok,,1.7241022997976955e-11
6341,189,63,63,ok,,3.378041531735525e-13
6342,174,58,58,ok,,35.681475747033886
6343,174,58,58,ok,,29.7889299238411
6344,177,59,59,ok,,27.28716718434428
6345,189,63,63,ok,,14.236025516731912
6346,189,63,63,ok,,20.695309119981083
6347,189,63,63,ok,,26.50932895057142
6348,189,63,63,ok,,3.134216010404757e-13
6349,189,63,63,ok,,2.022588520987394e-13
6350,189,63,63,ok,,2.210427253013573e-13
6351,189,63,63,ok,,2.6053536520013493e-13
6352,177,59,59,ok,,2.588167860577631e-13
6353,171,57,57,ok,,1.3868927976731742e-12
6354,180,60,60,ok,,5.793405630641351e-13
6355,174,58,58,ok,,1.307089572622571e-13
6356,180,60,60,ok,,4.188170595604669e-13
6357,177,59,59,ok,,5.101316813676716e-13
6358,174,58,58,ok,,2.452605529279917e-13
6359,189,63,63,ok,,3.4863788736909075e-13
6360,189,63,63,ok,,5.5630036104577e-13
6361,189,63,63,ok,,5.29596534097989e-13
6362,189,63,63,ok,,9.905916985274187e-13
6363,189,63,63,ok,,1.3186719708401664e-11
6364,189,63,63,ok,,5.684432985397938e-13
6365,189,63,63,ok,,2.8193393907165835e-13
6366,189,63,63,ok,,4.0522182986414896e-13
6367,189,63,63,ok,,2.5008261496186906e-13
6368,189,63,63,ok,,3.940318491240893e-13
6369,183,61,61,ok,,4.511229982720948e-13
6370,186,62,62,ok,,6.39806412719658e-13
6371,189,63,63,ok,,8.170792173450525e-13
6372,189,63,63,ok,,1.2353292115260739e-12
6373,189,63,63,ok,,2.882798427725416e-13
6374,189,63,63,ok,,2.9857948496563657e-12
6375,189,63,63,ok,,3.020177824144676e-12
6376,189,63,63,ok,,6.538515003475763e-13
6377,189,63,63,ok,,8.833215237497086e-13
6378,174,58,58,ok,,8.853864542106101e-13
6379,177,59,59,ok,,6.4429570002485e-13
6380,177,59,59,ok,,4.4832466566130347e-13
6381,177,59,59,ok,,2.9758323524996814e-13
6382,189,63,63,ok,,3.4210619515305005e-13
6383,189,63,63,ok,,2.708989636529746e-13
6384,189,63,63,ok,,3.846287306190736e-13
6385,189,63,63,ok,,1.2396657305650531e-12
6386,189,63,63,ok,,1.4068409195510244e-11
6387,189,63,63,ok,,3.3437121564671416e-13
6388,186,62,62,ok,,1.8157405380686513e-12
6389,186,62,62,ok,,7.040080833017021e-13
6390,186,62,62,ok,,4.870225800533188e-13
6391,186,62,62,ok,,5.894539262944936e-13
6392,192,64,64,ok,,5.719078463259993e-13
6393,267,89,89,ok,,5.054638266011791e-13
6394,273,91,91,ok,,4.204086416691329e-13
6395,264,88,88,ok,,49.56049991158052
6396,288,96,96,ok,,3.9807107332363044e-13
6397,288,96,96,ok,,3.7477014921992396e-13
6398,288,96,96,ok,,2.8906559842823096e-13
6399,267,89,89,ok,,4.4730948434567805e-13
6400,243,81,81,ok,,3.6069021875128684e-13
6401,186,62,62,ok,,1.0716064069816845e-12
6402,189,63,63,ok,,9.2108320911784e-12
6403,189,63,63,ok,,2.8609743605504194e-13
6404,189,63,63,ok,,2.0951417330236436e-13
6405,189,63,63,ok,,1.7851736140943044e-13
6406,189,63,63,ok,,6.976383724999335e-12
6407,189,63,63,ok,,1.6027908002498395e-11
6408,189,63,63,ok,,1.456606582891755e-11
6409,183,61,61,ok,,7.868636898049176e-13
6410,183,61,61,ok,,6.346813441806323e-13
6411,189,63,63,ok,,1.095864197176334e-12
6412,189,63,63,ok,,1.9156743112518783e-11
6413,189,63,63,ok,,3.448129299736762e-13
6414,177,59,59,ok,,1.6703149945057327e-12
6415,174,58,58,ok,,1.758764148939536e-13
6416,189,63,63,ok,,60.83125553530783
6417,201,67,67,ok,,98.92994877633119
6418,198,66,66,ok,,52.42195532608216
6419,201,67,67,ok,,66.33807429524622
6420,201,67,67,ok,,49.24375816285482
6421,183,61,61,ok,,43.654255753453945
6422,189,63,63,ok,,23.848092082739694
6423,189,63,63,ok,,28.289632705031394
6424,189,63,63,ok,,54.37007588094235
6425,180,60,60,ok,,42.21544859479745
6426,180,60,60,ok,,1.7851000273975193e-13
6427,186,62,62,ok,,5.188956201986409e-13
6428,186,62,62,ok,,3.6019610927899075e-13
6429,180,60,60,ok,,3.3467112644250744e-13
6430,171,57,57,ok,,9.195860642386953e-13
6431,186,62,62,ok,,5.034573113944466e-13
6432,189,63,63,ok,,5.798221188025291e-13
6433,189,63,63,ok,,1.8476102931799081e-13
6434,189,63,63,ok,,2.6571971095162825e-13
6435,189,63,63,ok,,2.7091618848375695e-13
6436,189,63,63,ok,,2.412109079022611e-13
6437,183,61,61,ok,,2.167582720909939e-13
6438,180,60,60,ok,,3.993874144921201e-13
6439,186,62,62,ok,,5.444993267209606e-13
6440,189,63,63,ok,,54.87470018561329
6441,201,67,67,ok,,102.63431467359526
6442,195,65,65,ok,,59.99154793266644
6443,192,64,64,ok,,46.51986986731836
6444,186,62,62,ok,,43.52428266515404
6445,186,62,62,ok,,48.38012315829935
6446,189,63,63,ok,,41.50269872992955
6447,189,63,63,ok,,57.942112739527104
6448,189,63,63,ok,,33.51476567956675
6449,180,60,60,ok,,50.885420155445914
6450,180,60,60,ok,,3.188495346084242e-13
6451,177,59,59,ok,,3.779198004071884e-13
6452,180,60,60,ok,,4.99801970201325e-13
6453,177,59,59,ok,,1.544614331522062e-12
6454,174,58,58,ok,,8.345481518108148e-13
6455,189,63,63,ok,,2.696724257960136e-13
6456,189,63,63,ok,,2.9044333870343897e-13
6457,189,63,63,ok,,3.251791920045284e-13
6458,189,63,63,ok,,1.9684264017112239e-13
6459,189,63,63,ok,,3.370109057264928e-13
6460,189,63,63,ok,,1.6982769364340705e-13
6461,189,63,63,ok,,3.96146551183948e-13
6462,180,60,60,ok,,2.5676019697573455e-13
6463,192,64,64,ok,,2.787384674327136e-13
6464,189,63,63,ok,,67.97756256727372
6465,201,67,67,ok,,72.01512192576102
6466,201,67,67,ok,,64.93859466428357
6467,195,65,65,ok,,61.27852860266944
6468,198,66,66,ok,,43.527771300442936
6469,201,67,67,ok,,30.834154563030516
6470,195,65,65,ok,,19.333925468340524
6471,189,63,63,ok,,15.20850938595757
6472,189,63,63,ok,,46.321380766485206
6473,180,60,60,ok,,36.26941327388958
6474,174,58,58,ok,,8.009380567992258e-13
6475,186,62,62,ok,,5.580446017432162e-13
6476,174,58,58,ok,,1.1346321745016789e-13
6477,177,59,59,ok,,1.5041799552447468e-13
6478,174,58,58,ok,,4.697873327890051e-13
6479,189,63,63,ok,,2.3256050406390993e-13
6480,189,63,63,ok,,2.809501569334127e-13
6481,189,63,63,ok,,3.1303824631076916e-13
6482,189,63,63,ok,,6.295506975542239e-13
6483,189,63,63,ok,,6.33958826949892e-13
6484,189,63,63,ok,,2.543273655479732e-13
6485,186,62,62,ok,,3.828313258387724e-13
6486,180,60,60,ok,,2.0454775824244367e-13
6487,192,64,64,ok,,6.34358042528214e-13
6488,183,61,61,ok,,55.7544558855548
6489,189,63,63,ok,,26.521573671091346
6490,198,66,66,ok,,21.506784993399915
6491,186,62,62,ok,,5.539408519232618
6492,183,61,61,ok,,6.01665471417532e-12
6493,186,62,62,ok,,3.603824659139118e-12
6494,186,62,62,ok,,2.0654435421351524e-12
6495,186,62,62,ok,,1.809290556763701e-12
6496,189,63,63,ok,,7.095135511943445
6497,177,59,59,ok,,8.563328616398593
6498,180,60,60,ok,,3.746125077730825e-13
6499,180,60,60,ok,,3.4354026820354025e-13
6500,180,60,60,ok,,5.199432636725611e-13
6501,174,58,58,ok,,8.380731413801236e-13
6502,177,59,59,ok,,2.0416572335356321e-13
6503,189,63,63,ok,,4.3345443381885884e-13
6504,189,63,63,ok,,2.3553433377679255e-13
6505,189,63,63,ok,,3.51275599247268e-13
6506,189,63,63,ok,,1.4380737794114939e-13
6507,189,63,63,ok,,3.8869645711333616e-13
6508,189,63,63,ok,,3.204349292136221e-13
6509,189,63,63,ok,,5.321028024062817e-13
6510,177,59,59,ok,,6.799123778384098e-13
6511,180,60,60,ok,,4.974319815840452e-13
6512,180,60,60,ok,,52.13263002583709
6513,189,63,63,ok,,61.14878053111748
6514,186,62,62,ok,,6.73451901302824e-12
6515,210,70,70,ok,,1.9365633184646132
6516,249,83,83,ok,,21.30594134829572
6517,267,89,89,ok,,3.0521286684813225
6518,267,89,89,ok,,9.878390253788531
6519,267,89,89,ok,,3.057481159620191
6520,189,63,63,ok,,10.51487046705172
6521,189,63,63,ok,,5.079531698812718e-13
6522,174,58,58,ok,,18.01815250906131
6523,171,57,57,ok,,8.937984529959447
6524,174,58,58,ok,,19.134046614878105
6525,189,63,63,ok,,16.072905180064186
6526,189,63,63,ok,,4.830701251353463e-13
6527,189,63,63,ok,,7.949259286922473e-12
6528,189,63,63,ok,,4.094925325042832e-12
6529,189,63,63,ok,,3.111148874293778e-11
6530,189,63,63,ok,,1.0912969005521564e-12
6531,189,63,63,ok,,6.045522937548844e-13
6532,189,63,63,ok,,5.797882811119507e-12
6533,189,63,63,ok,,3.1123436766602954e-12
6534,189,63,63,ok,,4.4260951909016843e-13
6535,189,63,63,ok,,3.367371611757067e-13
6536,189,63,63,ok,,3.7460588482869085e-13
6537,192,64,64,ok,,8.967676730512213e-13
6538,225,75,75,ok,,0.32906274665782365
6539,267,89,89,ok,,22.16375104565273
6540,189,63,63,ok,,2.7711621929806044e-13
6541,270,90,90,ok,,45.52211777569147
6542,267,89,89,ok,,41.73586348342295
6543,267,89,89,ok,,14.969032891997529
6544,204,68,68,ok,,0.8851412500246996
6545,189,63,63,ok,,9.365951594486548e-13
6546,189,63,63,ok,,1.091678717085092
6547,174,58,58,ok,,1.876646104270998
6548,177,59,59,ok,,2.5888759512851204e-13
6549,189,63,63,ok,,1.1416537417485459e-13
6550,189,63,63,ok,,2.5112832098027694e-13
6551,189,63,63,ok,,4.3970642004272836e-13
6552,189,63,63,ok,,3.890373481362956e-12
6553,189,63,63,ok,,7.766170840708187e-12
6554,189,63,63,ok,,1.1961448788251085e-11
6555,189,63,63,ok,,4.9959053535243755e-12
6556,189,63,63,ok,,2.369129133112911e-11
6557,189,63,63,ok,,1.4321522785352149e-11
6558,189,63,63,ok,,2.495116843229145e-12
6559,189,63,63,ok,,2.8993619548186916e-12
6560,189,63,63,ok,,4.0655408939474076e-13
6561,249,83,83,ok,,1.1297514951502273e-12
6562,270,90,90,ok,,42.71912781714949
6563,285,95,95,ok,,54.65233797807287
6564,318,106,106,ok,,57.65441629707994
6565,318,106,106,ok,,47.74858493904669
6566,318,106,106,ok,,44.04776787902398
6567,315,105,105,ok,,66.85802311618265
6568,267,89,89,ok,,0.19168002086604613
6569,189,63,63,ok,,2.4331080145356735e-11
6570,189,63,63,ok,,5.627402200085427e-13
6571,174,58,58,ok,,1.222281479800449e-12
6572,174,58,58,ok,,6.850855581864542e-13
6573,177,59,59,ok,,2.406933098116423e-13
6574,186,62,62,ok,,4.2365368368758703e-13
6575,189,63,63,ok,,4.4773121715361594e-13
6576,189,63,63,ok,,2.758769588191258e-13
6577,189,63,63,ok,,1.4705736313165025
6578,189,63,63,ok,,6.994538678734439e-12
6579,189,63,63,ok,,1.6217984425401144
6580,189,63,63,ok,,3.3816780578615045e-13
6581,183,61,61,ok,,2.0742617530784765e-13
6582,180,60,60,ok,,3.6023770448460616e-13
6583,192,64,64,ok,,4.87733463557988e-13
6584,192,64,64,ok,,68.08805838119395
6585,186,62,62,ok,,45.12742111144414
6586,201,67,67,ok,,57.39191886226925
6587,204,68,68,ok,,55.17750604003688
6588,204,68,68,ok,,66.67026826121528
6589,201,67,67,ok,,48.52941488773245
6590,204,68,68,ok,,40.28761502048963
6591,201,67,67,ok,,39.76767312247235
6592,189,63,63,ok,,31.579024812363997
6593,183,61,61,ok,,55.68156039543897
6594,192,64,64,ok,,3.5132313506801757e-13
6595,192,64,64,ok,,1.4465790951828539
6596,192,64,64,ok,,4.1678619756785657e-13
6597,180,60,60,ok,,2.167503561401093e-13
6598,177,59,59,ok,,9.485531988181847e-13
6599,174,58,58,ok,,3.8638518256471127e-13
6600,186,62,62,ok,,2.972888429678587e-13
6601,189,63,63,ok,,4.490505080453872e-13
6602,189,63,63,ok,,1.5173409003173418e-13
6603,189,63,63,ok,,2.479900605756085e-13
6604,189,63,63,ok,,3.3653323887459094e-13
6605,174,58,58,ok,,2.389890066485778e-13
6606,180,60,60,ok,,2.5946973567657925e-13
6607,192,64,64,ok,,5.495789222001889e-13
6608,192,64,64,ok,,23.823322511185896
6609,201,67,67,ok,,101.68389896919764
6610,192,64,64,ok,,49.69999842316956
6611,201,67,67,ok,,57.204000971266886
6612,198,66,66,ok,,60.048931826285454
6613,198,66,66,ok,,53.48766741385667
6614,183,61,61,ok,,40.317257326019316
6615,189,63,63,ok,,34.40654029974601
6616,186,62,62,ok,,90.36654871762481
6617,171,57,57,ok,,27.09960539242461
6618,192,64,64,ok,,5.979774918863916e-13
6619,192,64,64,ok,,1.0754968799361138e-11
6620,192,64,64,ok,,2.4378826420361767e-13
6621,174,58,58,ok,,1.5842244982505988e-13
6622,177,59,59,ok,,5.008488461164797e-13
6623,177,59,59,ok,,2.684707413936012e-13
6624,189,63,63,ok,,1.9005986927118535e-13
6625,189,63,63,ok,,3.2543800848232736e-13
6626,189,63,63,ok,,2.7659667815079967e-13
6627,189,63,63,ok,,7.078018803220309
6628,189,63,63,ok,,4.896604644521182e-13
6629,189,63,63,ok,,2.6426788911807857
6630,189,63,63,ok,,1.611105100111068e-11
6631,189,63,63,ok,,3.7885810801301973
6632,189,63,63,ok,,2.400475695108222e-11
6633,183,61,61,ok,,1.220674765015694e-12
6634,195,65,65,ok,,8.169543426861056e-13
6635,210,70,70,ok,,1.3248420153477417e-12
6636,210,70,70,ok,,8.861555392078155e-13
6637,234,78,78,ok,,1.502032633414147e-12
6638,267,89,89,ok,,9.316850880681715e-13
6639,195,65,65,ok,,6.25935814093574e-13
6640,189,63,63,ok,,1.269615836378906e-11
6641,189,63,63,ok,,2.348201669851365e-13
6642,174,58,58,ok,,3.3799788243546464e-13
6643,177,59,59,ok,,1.0227433282560115e-12
6644,177,59,59,ok,,8.261143007562684e-13
6645,174,58,58,ok,,4.816902945337462e-13
6646,177,59,59,ok,,3.453763443956698e-13
6647,189,63,63,ok,,2.1344785062479822e-13
6648,189,63,63,ok,,3.9456451878164235e-13
6649,189,63,63,ok,,3.7248529026957082
6650,189,63,63,ok,,5.321415554722288e-12
6651,189,63,63,ok,,2.574226857418341e-11
6652,189,63,63,ok,,1.9859966641872046e-13
6653,189,63,63,ok,,4.631255562421705e-13
6654,177,59,59,ok,,8.082652183262131e-13
6655,177,59,59,ok,,3.8322539232689355e-13
6656,177,59,59,ok,,1.679082644578483
6657,186,62,62,ok,,52.083179222049466
6658,189,63,63,ok,,58.050028449572146
6659,186,62,62,ok,,46.772743514874804
6660,189,63,63,ok,,59.79251348045365
6661,195,65,65,ok,,98.77766879451916
6662,183,61,61,ok,,87.36313353211834
6663,180,60,60,ok,,28.964169597350097
6664,174,58,58,ok,,9.484204563069916
6665,180,60,60,ok,,11.064607894466453
6666,180,60,60,ok,,18.742878706944218
6667,192,64,64,ok,,36.06401166750511
6668,174,58,58,ok,,30.856374420016685
6669,177,59,59,ok,,28.16557480272473
6670,189,63,63,ok,,19.169708068759455
6671,189,63,63,ok,,4.5342619116173365e-12
6672,189,63,63,ok,,1.978497270857151e-12
6673,186,62,62,ok,,1.3994716282110687e-12
6674,189,63,63,ok,,6.372463639641773e-13
6675,189,63,63,ok,,6.035572445040747e-13
6676,192,64,64,ok,,6.324622670612801e-13
6677,189,63,63,ok,,4.630321146906858e-13
6678,189,63,63,ok,,12.81371059370011
6679,177,59,59,ok,,53.927467392090605
6680,186,62,62,ok,,40.876957124551765
6681,189,63,63,ok,,3.5686787533701987e-13
6682,189,63,63,ok,,8.348455339801252e-13
6683,189,63,63,ok,,1.1754166145783176e-11
6684,189,63,63,ok,,4.7457368918398505e-12
6685,189,63,63,ok,,1.6010727979144093e-11
6686,189,63,63,ok,,3.312138053388906e-12
6687,189,63,63,ok,,1.4668991180267738e-11
6688,189,63,63,ok,,2.662542964904114e-13
6689,183,61,61,ok,,36.11450001983871
6690,174,58,58,ok,,42.87575033774921
6691,171,57,57,ok,,16.395487093471885
6692,177,59,59,ok,,41.327479516188575
6693,189,63,63,ok,,10.711103491308242
6694,189,63,63,ok,,2.693884931874117e-13
6695,189,63,63,ok,,9.368759043880022e-12
6696,186,62,62,ok,,5.664296220193466e-13
6697,192,64,64,ok,,1.8431837097676778e-12
6698,195,65,65,ok,,3.4813442824570196e-13
6699,204,68,68,ok,,3.2913712564073146e-13
6700,210,70,70,ok,,9.68478990391466e-13
6701,210,70,70,ok,,4.252973825976762e-13
6702,189,63,63,ok,,3.397046360648368e-13
6703,189,63,63,ok,,9.044265800071581e-13
6704,189,63,63,ok,,2.2257507071805496e-12
6705,189,63,63,ok,,3.725456875834788e-12
6706,189,63,63,ok,,1.5770990398697686e-11
6707,189,63,63,ok,,1.2745294395055134e-11
6708,189,63,63,ok,,2.3053188294931985e-12
6709,189,63,63,ok,,3.2467534498634353e-12
6710,189,63,63,ok,,1.678058061726787e-12
6711,189,63,63,ok,,3.589504038186156e-13
6712,189,63,63,ok,,1.8080500137939194e-13
6713,186,62,62,ok,,12.406366113935396
6714,174,58,58,ok,,16.75525174297596
6715,177,59,59,ok,,19.820524143567525
6716,174,58,58,ok,,14.702096221849141
6717,177,59,59,ok,,10.145479219749342
6718,183,61,61,ok,,4.323375188025291
6719,189,63,63,ok,,1.5115692550194543e-13
6720,189,63,63,ok,,2.0900994069855056e-13
6721,189,63,63,ok,,2.8933362874982925e-13
6722,189,63,63,ok,,4.737909040052221e-13
6723,189,63,63,ok,,2.6407068330105415e-13
6724,189,63,63,ok,,1.7362909754310107e-13
6725,189,63,63,ok,,2.1876783824974221e-13
6726,189,63,63,ok,,4.086021258932842e-13
6727,189,63,63,ok,,2.5085767041987623e-13
6728,189,63,63,ok,,4.2280479989705415e-13
6729,189,63,63,ok,,3.350186841119176e-13
6730,189,63,63,ok,,4.1590848831889975e-13
6731,189,63,63,ok,,9.52738989031155e-13
6732,189,63,63,ok,,8.462485345586233e-13
6733,189,63,63,ok,,3.837203922068515e-13
6734,189,63,63,ok,,1.3492380560032751e-12
6735,189,63,63,ok,,4.08027533977752e-13
6736,189,63,63,ok,,7.008154672973896e-13
6737,177,59,59,ok,,2.7479038919891115e-13
6738,177,59,59,ok,,6.802594852944491e-13
6739,174,58,58,ok,,2.9163005338279376e-13
6740,180,60,60,ok,,2.7198354366509766e-13
6741,180,60,60,ok,,3.0580586040143064e-13
6742,177,59,59,ok,,4.5075416986538384e-13
6743,171,57,57,ok,,1.099013781318814e-12
6744,174,58,58,ok,,5.630516665448592e-13
6745,186,62,62,ok,,1.294955530305291e-13
6746,189,63,63,ok,,2.0259842874142635e-13
6747,186,62,62,ok,,3.250614848509573e-13
6748,177,59,59,ok,,5.923063834901706e-13
6749,171,57,57,ok,,5.068634219189207e-13
6750,186,62,62,ok,,2.9296212914974214e-13
6751,192,64,64,ok,,3.913305026913364e-12
6752,192,64,64,ok,,12.807016376226898
6753,201,67,67,ok,,83.61155989722243
6754,201,67,67,ok,,101.74730843242126
6755,195,65,65,ok,,92.19994931315202
6756,186,62,62,ok,,45.254629020098854
6757,186,62,62,ok,,48.10815534348076
6758,195,65,65,ok,,72.10603173579466
6759,201,67,67,ok,,103.17664734728524
6760,192,64,64,ok,,72.53917282250795
6761,180,60,60,ok,,1.6816863095948003
6762,192,64,64,ok,,1.0830053333458444e-12
6763,192,64,64,ok,,6.117994597823626e-12
6764,192,64,64,ok,,2.2098642303262693e-13
6765,174,58,58,ok,,2.5512629501805543e-13
6766,180,60,60,ok,,2.2263495283006494e-13
6767,174,58,58,ok,,1.874529969240157e-12
6768,177,59,59,ok,,2.310064969050296e-13
6769,189,63,63,ok,,1.7522062794972909e-13
6770,189,63,63,ok,,7.136535338640149e-13
6771,189,63,63,ok,,2.406785315398666e-13
6772,186,62,62,ok,,2.512344904349845e-13
6773,174,58,58,ok,,2.360526728502208e-13
6774,180,60,60,ok,,4.3376203259791315e-13
6775,192,64,64,ok,,0.37222266906278867
6776,192,64,64,ok,,10.503539686428844
6777,186,62,62,ok,,40.620743131494294
6778,189,63,63,ok,,46.13574637299639
6779,177,59,59,ok,,37.46746244204277
6780,174,58,58,ok,,52.435133602352195
6781,183,61,61,ok,,70.4581729290532
6782,183,61,61,ok,,76.68406594651601
6783,183,61,61,ok,,70.46938209153609
6784,183,61,61,ok,,63.26511565862921
6785,177,59,59,ok,,35.34445715158541
6786,189,63,63,ok,,41.72081156779902
6787,186,62,62,ok,,55.05996380769509
6788,174,58,58,ok,,38.7591496651779
6789,177,59,59,ok,,34.08849568027169
6790,177,59,59,ok,,54.53144563454508
6791,189,63,63,ok,,2.473660980572483
6792,189,63,63,ok,,2.769787276363704e-13
6793,189,63,63,ok,,6.875692451426541e-12
6794,189,63,63,ok,,1.235691701570531e-11
6795,189,63,63,ok,,7.234147808550585e-12
6796,189,63,63,ok,,2.96644368206756e-13
6797,189,63,63,ok,,3.1606270375393637e-13
6798,177,59,59,ok,,44.07512113093909
6799,186,62,62,ok,,41.791011279673654
6800,201,67,67,ok,,61.656535263582775
6801,192,64,64,ok,,59.422590852060836
6802,279,93,93,ok,,83.66272869387501
6803,291,97,97,ok,,49.69043609231601
6804,297,99,99,ok,,42.82732806848247
6805,294,98,98,ok,,44.99085725500569
6806,285,95,95,ok,,32.64567492896306
6807,261,87,87,ok,,98.22011737392548
6808,195,65,65,ok,,65.43015545322241
6809,183,61,61,ok,,40.80074576783797
6810,171,57,57,ok,,49.44094538158782
6811,186,62,62,ok,,47.18813921437381
6812,171,57,57,ok,,43.07644822729337
6813,177,59,59,ok,,38.244965308725085
6814,177,59,59,ok,,55.97769858278935
6815,186,62,62,ok,,23.949256419565014
6816,189,63,63,ok,,4.183025774771067e-13
6817,189,63,63,ok,,1.702764913196526e-13
6818,189,63,63,ok,,3.8247297795983816e-13
6819,189,63,63,ok,,4.498564385698413e-13
6820,189,63,63,ok,,1.8165135728516137e-13
6821,177,59,59,ok,,18.637779259081697
6822,180,60,60,ok,,18.30955179605843
6823,180,60,60,ok,,16.308126795662055
6824,183,61,61,ok,,50.77191794571375
6825,189,63,63,ok,,44.130411410076164
6826,189,63,63,ok,,51.668318792827925
6827,204,68,68,ok,,41.20009761804015
6828,207,69,69,ok,,36.92947106533704
6829,222,74,74,ok,,49.86656493988245
6830,198,66,66,ok,,25.161999795597776
6831,189,63,63,ok,,59.96536198760971
6832,189,63,63,ok,,20.951971688270064
6833,177,59,59,ok,,36.58228499958628
6834,174,58,58,ok,,20.18201770994969
6835,192,64,64,ok,,29.807967690854102
6836,180,60,60,ok,,24.713993851284602
6837,171,57,57,ok,,9.404707467693626
6838,174,58,58,ok,,15.152512747987684
6839,186,62,62,ok,,13.593481514191348
6840,189,63,63,ok,,3.7937202155673563e-13
6841,189,63,63,ok,,1.5733882741335746e-13
6842,189,63,63,ok,,2.1947463004809724e-12
6843,189,63,63,ok,,2.0602226987312062e-13
6844,189,63,63,ok,,4.406765453696635e-13
6845,189,63,63,ok,,1.870952178640669
6846,171,57,57,ok,,9.127470392332395
6847,180,60,60,ok,,19.00804045710752
6848,186,62,62,ok,,46.16606158710736
6849,192,64,64,ok,,58.34784796053572
6850,192,64,64,ok,,62.169081577236526
6851,201,67,67,ok,,81.73814465887742
6852,198,66,66,ok,,73.47492601221379
6853,177,59,59,ok,,53.60850018874375
6854,177,59,59,ok,,34.60196019663341
6855,174,58,58,ok,,1.9329916791758084
6856,177,59,59,ok,,9.119512423933369
6857,174,58,58,ok,,7.246732873986322
6858,177,59,59,ok,,6.403865833014947
6859,180,60,60,ok,,9.062490349114013
6860,177,59,59,ok,,3.353394068030232
6861,171,57,57,ok,,1.5295763809699237
6862,174,58,58,ok,,0.4926656326894934
6863,177,59,59,ok,,3.325355387051915e-13
6864,189,63,63,ok,,2.275997913531599e-13
6865,189,63,63,ok,,1.988785105583777e-13
6866,189,63,63,ok,,2.775193839506853e-13
6867,189,63,63,ok,,2.2011882920018478e-13
6868,189,63,63,ok,,2.5885782394434096e-13
6869,189,63,63,ok,,2.3262749844310786e-13
6870,189,63,63,ok,,3.85647490647408e-13
