t,n_ptdf_rows_raw,n_unique_cnec_idx,n_matched_lines,status,reason,mean_abs_fbme_d1_cgm
1,267,89,89,ok,,5.52631645738966e-13
2,291,97,97,ok,,1.2269768623688615e-12
3,297,99,99,ok,,5.724554550642399e-13
4,309,103,103,ok,,9.217428471841365e-13
5,306,102,102,ok,,6.521045503549153e-13
6,303,101,101,ok,,5.566690840509449e-13
7,336,112,112,ok,,4.392070196086826e-13
8,336,112,112,ok,,4.776222760654354e-13
9,336,112,112,ok,,4.813020073146688e-13
10,249,83,83,ok,,8.376167118626124e-13
11,249,83,83,ok,,1.0455170895187132e-12
12,249,83,83,ok,,4.036396384468521e-13
13,249,83,83,ok,,29.565752870010055
14,330,110,110,ok,,1.487756336610585e-11
15,309,103,103,ok,,7.695378643352421e-13
16,291,97,97,ok,,1.207775860969055e-12
17,282,94,94,ok,,1.6434849804335235e-12
18,270,90,90,ok,,1.8991546123879965e-12
19,291,97,97,ok,,1.7023205060476556e-12
20,297,99,99,ok,,49.463614165527794
21,291,97,97,ok,,31.433372700548464
22,261,87,87,ok,,65.94145786276776
23,333,111,111,ok,,29.035380249421817
24,336,112,112,ok,,11.230154317494712
25,51,17,17,ok,,57.51939884283674
26,51,17,17,ok,,72.00550339623865
27,51,17,17,ok,,79.3797038967081
28,51,17,17,ok,,84.40590518446103
29,210,70,70,ok,,65.02550871425271
30,210,70,70,ok,,63.06411094574301
31,294,98,98,ok,,50.8898866690786
32,270,90,90,ok,,11.982308029715119
33,267,89,89,ok,,14.146815840989552
34,255,85,85,ok,,9.419963142475162
35,246,82,82,ok,,9.375557395271418
36,264,88,88,ok,,16.607795903679776
37,270,90,90,ok,,17.43176246840407
38,267,89,89,ok,,6.915146120300249
39,270,90,90,ok,,10.804257383106105
40,213,71,71,ok,,19.51103803141601
41,204,68,68,ok,,26.976789056810382
42,201,67,67,ok,,50.878623929819554
43,207,69,69,ok,,47.247896079492264
44,198,66,66,ok,,37.85848165005458
45,198,66,66,ok,,16.009641956927066
46,204,68,68,ok,,11.76188212994029
47,204,68,68,ok,,14.732267024875734
48,255,85,85,ok,,18.492407020354694
49,279,93,93,ok,,66.3767600995895
50,291,97,97,ok,,71.47949596488434
51,291,97,97,ok,,72.20544841817086
52,291,97,97,ok,,51.14138458262318
53,288,96,96,ok,,1.6786854695016802
54,288,96,96,ok,,2.460706173470549
55,267,89,89,ok,,4.006506903856562
56,210,70,70,ok,,4.41476752904655
57,195,65,65,ok,,4.698758670510443
58,195,65,65,ok,,3.7207126409647295
59,189,63,63,ok,,1.7949128429094678
60,192,64,64,ok,,7.334320618522045e-13
61,186,62,62,ok,,6.86392894768006e-13
62,189,63,63,ok,,8.033302169168954e-12
63,189,63,63,ok,,2.238005164212389e-12
64,189,63,63,ok,,1.4529311874837208e-12
65,189,63,63,ok,,20.303356854395414
66,177,59,59,ok,,82.07598277939645
67,177,59,59,ok,,67.69309105241724
68,189,63,63,ok,,9.164938279732239
69,189,63,63,ok,,1.4802145185125889e-12
70,189,63,63,ok,,2.469501044882902e-12
71,186,62,62,ok,,2.580913349347613e-12
72,234,78,78,ok,,8.968397422533512e-13
73,270,90,90,ok,,1.0162241965057838e-12
74,288,96,96,ok,,3.833911060985271
75,288,96,96,ok,,2.886541338925485
76,288,96,96,ok,,2.101944517149898e-12
77,276,92,92,ok,,1.4812494156896368e-12
78,267,89,89,ok,,1.4364006840081086e-12
79,198,66,66,ok,,7.749114955743501e-13
80,189,63,63,ok,,0.5565318629159065
81,189,63,63,ok,,12.719033261909578
82,189,63,63,ok,,29.95805903999206
83,201,67,67,ok,,33.88749558979551
84,204,68,68,ok,,32.681749273509304
85,258,86,86,ok,,52.80179686682978
86,210,70,70,ok,,39.935855012375164
87,189,63,63,ok,,36.957293354074835
88,183,61,61,ok,,17.515126370038228
89,180,60,60,ok,,54.863774876541044
90,189,63,63,ok,,88.64306794364721
91,189,63,63,ok,,72.96600894892093
92,174,58,58,ok,,42.64065065962034
93,180,60,60,ok,,46.97183431351547
94,180,60,60,ok,,55.64613748706048
95,189,63,63,ok,,1.7633514400007202
96,189,63,63,ok,,3.4009218548468364e-12
97,189,63,63,ok,,7.813730845256195e-13
98,225,75,75,ok,,7.714784256878505e-13
99,267,89,89,ok,,5.556491544941829e-13
100,267,89,89,ok,,9.207856920555778e-13
101,267,89,89,ok,,5.94366785709685e-13
102,198,66,66,ok,,5.809627018877192e-13
103,189,63,63,ok,,1.1555809158724848e-11
104,189,63,63,ok,,19.6104461049136
105,189,63,63,ok,,33.97493553602763
106,189,63,63,ok,,38.96120523343257
107,189,63,63,ok,,47.17300396852988
108,201,67,67,ok,,54.275936897724776
109,189,63,63,ok,,43.82665046303049
110,189,63,63,ok,,39.70494663082662
111,186,62,62,ok,,101.79618661177807
112,171,57,57,ok,,30.373632105473778
113,192,64,64,ok,,8.562011964530392
114,192,64,64,ok,,6.914956241816287e-12
115,192,64,64,ok,,5.831192391292898e-12
116,192,64,64,ok,,8.645412156548432e-13
117,186,62,62,ok,,1.506896720864118e-13
118,180,60,60,ok,,2.865111337523667e-13
119,180,60,60,ok,,2.671629418638008e-13
120,171,57,57,ok,,6.962737924135414e-13
121,183,61,61,ok,,3.170960408327886e-13
122,189,63,63,ok,,1.7209194151270852e-13
123,189,63,63,ok,,2.7983886442043106e-13
124,189,63,63,ok,,1.5139420495762824e-13
125,189,63,63,ok,,1.577511330520231e-13
126,189,63,63,ok,,3.463254714169876e-13
127,174,58,58,ok,,2.170657072645769e-13
128,180,60,60,ok,,9.923903224825889
129,174,58,58,ok,,12.53152528983859
130,195,65,65,ok,,84.47115365163714
131,195,65,65,ok,,90.39902854475464
132,201,67,67,ok,,90.10185392628786
133,201,67,67,ok,,102.77932711707899
134,201,67,67,ok,,85.2688921749053
135,177,59,59,ok,,47.623383943428955
136,192,64,64,ok,,38.95849899512324
137,186,62,62,ok,,49.25794020782204
138,192,64,64,ok,,53.56016013807763
139,192,64,64,ok,,59.59199676739243
140,186,62,62,ok,,58.30349619272739
141,189,63,63,ok,,40.99464963520453
142,177,59,59,ok,,29.808242326912204
143,180,60,60,ok,,33.485531615788574
144,189,63,63,ok,,15.601967418335922
145,189,63,63,ok,,4.878765345242599e-13
146,189,63,63,ok,,4.400038262095207e-12
147,189,63,63,ok,,7.811894958391517e-13
148,189,63,63,ok,,3.143907068832602e-12
149,189,63,63,ok,,1.6084322303870585e-12
150,186,62,62,ok,,9.80806562335045e-13
151,192,64,64,ok,,5.29186231714376e-13
152,189,63,63,ok,,2.241159856273535e-12
153,189,63,63,ok,,5.947709910632088e-13
154,189,63,63,ok,,5.315812530476455e-12
155,189,63,63,ok,,12.205205069353381
156,189,63,63,ok,,26.29601409531234
157,189,63,63,ok,,27.90390928494046
158,189,63,63,ok,,37.703941690442036
159,189,63,63,ok,,10.220739379136626
160,177,59,59,ok,,41.704560495607645
161,177,59,59,ok,,52.250836755721124
162,180,60,60,ok,,35.69110050813149
163,180,60,60,ok,,49.030933257075176
164,189,63,63,ok,,19.763379241471878
165,189,63,63,ok,,5.5353867529508405e-12
166,186,62,62,ok,,4.590718223089974e-13
167,189,63,63,ok,,7.524580401863203e-13
168,267,89,89,ok,,6.846718528579918e-13
169,288,96,96,ok,,1.6276344434666722e-12
170,297,99,99,ok,,7.391797290371973e-13
171,306,102,102,ok,,6.404639765257463e-13
172,309,103,103,ok,,0.13530982772439631
173,309,103,103,ok,,0.11792216810504962
174,309,103,103,ok,,0.046832911252772995
175,303,101,101,ok,,1.0939737219354513e-12
176,303,101,101,ok,,1.7839880706741587e-12
177,309,103,103,ok,,1.0614748221315538e-12
178,291,97,97,ok,,7.63879832528945e-13
179,288,96,96,ok,,1.3649085296457507e-12
180,273,91,91,ok,,1.536922080991317e-12
181,267,89,89,ok,,0.27952682530780554
182,273,91,91,ok,,1.6220578494556475
183,279,93,93,ok,,1.6814441583916142
184,282,94,94,ok,,3.005505732766289
185,267,89,89,ok,,2.96744334321081
186,195,65,65,ok,,4.566081145424193
187,195,65,65,ok,,4.437934234455359
188,195,65,65,ok,,6.641886586520734
189,228,76,76,ok,,12.081442635380041
190,258,86,86,ok,,9.889436604565834
191,273,91,91,ok,,20.874438750053823
192,285,95,95,ok,,73.99461848231141
193,291,97,97,ok,,81.19914562996196
194,291,97,97,ok,,59.70738979794904
195,288,96,96,ok,,52.25952697280449
196,285,95,95,ok,,63.04458765104754
197,294,98,98,ok,,73.49684735821418
198,303,101,101,ok,,26.260164894488618
199,228,76,76,ok,,32.85502566260649
200,201,67,67,ok,,14.602836993946292
201,207,69,69,ok,,13.991920689314293
202,210,70,70,ok,,16.354197615275243
203,213,71,71,ok,,14.718378360319827
204,216,72,72,ok,,18.16250492590943
205,246,82,82,ok,,16.614986603711955
206,237,79,79,ok,,19.169326683750583
207,228,76,76,ok,,15.490957451981519
208,204,68,68,ok,,33.60759587620613
209,204,68,68,ok,,40.99840310116328
210,186,62,62,ok,,81.59718724949035
211,186,62,62,ok,,81.07688931845185
212,192,64,64,ok,,68.84854868162628
213,207,69,69,ok,,41.529155732755704
214,204,68,68,ok,,39.003965871681544
215,222,74,74,ok,,20.512047104852982
216,240,80,80,ok,,71.29333718201204
217,240,80,80,ok,,98.28484096804372
218,291,97,97,ok,,71.6595550506963
219,297,99,99,ok,,66.68069208536383
220,291,97,97,ok,,10.83916625374369
221,285,95,95,ok,,17.591842544194886
222,273,91,91,ok,,13.032938724881953
223,255,85,85,ok,,13.84750774813511
224,195,65,65,ok,,86.77278149249058
225,207,69,69,ok,,89.40574980501707
226,204,68,68,ok,,62.53274311922402
227,207,69,69,ok,,59.83340452179853
228,207,69,69,ok,,52.37148934144715
229,207,69,69,ok,,24.96179852634553
230,204,68,68,ok,,54.84833689430805
231,204,68,68,ok,,53.48260638996637
232,198,66,66,ok,,85.85629637000834
233,198,66,66,ok,,93.26973092761153
234,195,65,65,ok,,108.54376010381489
235,183,61,61,ok,,95.03678453614978
236,195,65,65,ok,,85.11433689697924
237,201,67,67,ok,,74.00984926048764
238,195,65,65,ok,,61.81860316150023
239,195,65,65,ok,,45.96256762665632
240,207,69,69,ok,,38.09252095744171
241,261,87,87,ok,,49.11619280851404
242,279,93,93,ok,,75.97170115025841
243,291,97,97,ok,,73.67546544634581
244,291,97,97,ok,,73.31514110451623
245,291,97,97,ok,,74.40108151719704
246,252,84,84,ok,,73.49311589689357
247,207,69,69,ok,,41.35371148079644
248,195,65,65,ok,,68.23989112037701
249,195,65,65,ok,,82.55147408042848
250,243,81,81,ok,,21.769526989694885
251,273,91,91,ok,,28.98310849228834
252,276,92,92,ok,,25.038954782993518
253,276,92,92,ok,,29.020884055084544
254,255,85,85,ok,,28.474156033501437
255,243,81,81,ok,,29.522205637814277
256,204,68,68,ok,,83.37245272108312
257,198,66,66,ok,,97.39941574959
258,195,65,65,ok,,109.154748764699
259,195,65,65,ok,,108.4613048388152
260,195,65,65,ok,,96.11929313599478
261,204,68,68,ok,,59.64916605748982
262,207,69,69,ok,,50.44285104424169
263,216,72,72,ok,,7.953788724240159
264,285,95,95,ok,,48.378776884984624
265,288,96,96,ok,,43.00516246395103
266,261,87,87,ok,,92.35038441194502
267,240,80,80,ok,,96.13548363446795
268,237,79,79,ok,,101.29650559575066
269,237,79,79,ok,,99.33058470198891
270,267,89,89,ok,,79.73606397542574
271,222,74,74,ok,,23.917615691069994
272,204,68,68,ok,,40.06469045755159
273,222,74,74,ok,,8.010555737490536
274,246,82,82,ok,,8.735051247462746
275,255,85,85,ok,,11.015925506283335
276,261,87,87,ok,,12.02530667818439
277,261,87,87,ok,,12.731151208309024
278,249,83,83,ok,,12.818169156030056
279,255,85,85,ok,,13.905702977872316
280,255,85,85,ok,,12.465916794083885
281,240,80,80,ok,,10.300172422755207
282,204,68,68,ok,,33.10668448836524
283,207,69,69,ok,,51.94869422130456
284,222,74,74,ok,,9.092601442095836
285,210,70,70,ok,,9.224631172603468
286,204,68,68,ok,,40.766484216037725
287,219,73,73,ok,,16.88560987208484
288,246,82,82,ok,,67.0537966566748
289,267,89,89,ok,,84.6977349875879
290,285,95,95,ok,,77.7690338518852
291,291,97,97,ok,,72.11294375226703
292,291,97,97,ok,,40.67637772919215
293,285,95,95,ok,,9.985000577875168
294,282,94,94,ok,,12.184912538248474
295,252,84,84,ok,,16.989404129828316
296,210,70,70,ok,,10.222261683232798
297,246,82,82,ok,,10.40401799337866
298,270,90,90,ok,,20.299507762468725
299,270,90,90,ok,,19.944463833271904
300,270,90,90,ok,,20.145252532605543
301,216,72,72,ok,,32.581147368230624
302,216,72,72,ok,,18.911499264361517
303,222,74,74,ok,,7.655060606557846
304,228,76,76,ok,,17.924030865435324
305,195,65,65,ok,,8.627638597603758
306,192,64,64,ok,,71.86382569639986
307,198,66,66,ok,,51.91304204857179
308,195,65,65,ok,,46.37084708682937
309,186,62,62,ok,,1.6922970592159907
310,192,64,64,ok,,1.1983755266977331e-12
311,192,64,64,ok,,4.4262350069826376e-13
312,195,65,65,ok,,7.626831643582806e-13
313,267,89,89,ok,,6.575222861428094e-13
314,267,89,89,ok,,9.013061306527914e-13
315,267,89,89,ok,,7.148428772526567e-13
316,270,90,90,ok,,1.6815803735434422e-12
317,288,96,96,ok,,1.5745074424262704e-12
318,291,97,97,ok,,78.49815189611418
319,291,97,97,ok,,76.67266240788757
320,291,97,97,ok,,73.56491947635763
321,285,95,95,ok,,58.62068772747189
322,282,94,94,ok,,33.8652640536535
323,279,93,93,ok,,21.259947411999086
324,267,89,89,ok,,8.235363313011643
325,267,89,89,ok,,17.265369456191497
326,267,89,89,ok,,27.207135026864353
327,267,89,89,ok,,1.0062046450391139e-12
328,189,63,63,ok,,8.011830502999667e-13
329,189,63,63,ok,,4.523417378772219e-12
330,189,63,63,ok,,23.373874111816093
331,189,63,63,ok,,32.11213029367237
332,189,63,63,ok,,3.3164476304911526e-13
333,189,63,63,ok,,2.5274720580337524e-11
334,186,62,62,ok,,9.087763036573259e-13
335,186,62,62,ok,,1.8049355421595652e-12
336,210,70,70,ok,,1.5622362835700878
337,267,89,89,ok,,0.2691007105799448
338,267,89,89,ok,,30.05987823302679
339,276,92,92,ok,,44.46912271879933
340,279,93,93,ok,,66.52656728777819
341,246,82,82,ok,,77.8890328121609
342,306,102,102,ok,,73.36381359708747
343,324,108,108,ok,,74.03107548334039
344,318,106,106,ok,,78.07963097840313
345,315,105,105,ok,,70.26114304243242
346,300,100,100,ok,,69.48475630081231
347,291,97,97,ok,,64.42016042956386
348,285,95,95,ok,,65.43811597548553
349,285,95,95,ok,,64.53258697767292
350,294,98,98,ok,,66.44593892012358
351,285,95,95,ok,,66.48675628981617
352,291,97,97,ok,,79.15779302980397
353,282,94,94,ok,,11.66749254705222
354,267,89,89,ok,,14.794441917798087
355,270,90,90,ok,,21.636905896849573
356,267,89,89,ok,,23.2956632535477
357,285,95,95,ok,,35.313202649282736
358,282,94,94,ok,,35.28646379927531
359,231,77,77,ok,,31.09548045865434
360,261,87,87,ok,,66.8461087761191
361,285,95,95,ok,,74.30035179839145
362,291,97,97,ok,,72.11882619533257
363,273,91,91,ok,,15.898763831683297
364,267,89,89,ok,,1.116898851122688
365,267,89,89,ok,,1.1124592720017856e-12
366,189,63,63,ok,,6.937172637701329e-13
367,186,62,62,ok,,18.193238908477486
368,192,64,64,ok,,90.94040140257077
369,198,66,66,ok,,43.12795746599206
370,201,67,67,ok,,54.12749257869062
371,201,67,67,ok,,58.59502993571894
372,201,67,67,ok,,61.9199739231271
373,201,67,67,ok,,72.72349049072652
374,201,67,67,ok,,75.92949134342516
375,198,66,66,ok,,100.39569445084514
376,192,64,64,ok,,15.729202421344496
377,189,63,63,ok,,9.03181359014665
378,186,62,62,ok,,8.598723153278632
379,186,62,62,ok,,7.116230233039655
380,186,62,62,ok,,5.998139162579706
381,189,63,63,ok,,2.243305031920548
382,192,64,64,ok,,3.33647671952108
383,192,64,64,ok,,2.9000435395710724
384,177,59,59,ok,,9.137501859268328
385,180,60,60,ok,,8.256280577443937
386,180,60,60,ok,,15.76695965594976
387,180,60,60,ok,,13.229545380465414
388,174,58,58,ok,,14.750167366979047
389,174,58,58,ok,,20.66290843871611
390,174,58,58,ok,,28.61581585844618
391,192,64,64,ok,,12.991326754939056
392,186,62,62,ok,,5.782593452260092
393,189,63,63,ok,,5.16315602964177
394,195,65,65,ok,,82.73473117031413
395,201,67,67,ok,,96.52586538091204
396,201,67,67,ok,,80.41631801734486
397,201,67,67,ok,,70.28358650585099
398,201,67,67,ok,,69.67330310363657
399,201,67,67,ok,,80.41122337106391
400,198,66,66,ok,,101.06328665963139
401,192,64,64,ok,,19.159597295933725
402,192,64,64,ok,,17.530022102652733
403,192,64,64,ok,,21.07957775908659
404,192,64,64,ok,,23.733039680286023
405,192,64,64,ok,,41.3042457077276
406,186,62,62,ok,,58.103492661342734
407,189,63,63,ok,,49.064226901687455
408,180,60,60,ok,,31.02249113860537
409,180,60,60,ok,,44.95018928595017
410,186,62,62,ok,,32.82010718014932
411,189,63,63,ok,,19.70795555757345
412,189,63,63,ok,,23.038137534529238
413,183,61,61,ok,,41.5585515033263
414,180,60,60,ok,,26.88328894420179
415,186,62,62,ok,,43.35070754309454
416,192,64,64,ok,,21.513597353077788
417,192,64,64,ok,,23.837913331244863
418,192,64,64,ok,,68.60888212964316
419,201,67,67,ok,,87.97798260875666
420,201,67,67,ok,,57.61308007577102
421,201,67,67,ok,,53.08253178498947
422,201,67,67,ok,,61.709178854210755
423,201,67,67,ok,,93.76309995060971
424,192,64,64,ok,,37.382982477026545
425,192,64,64,ok,,1.4494853644359675
426,192,64,64,ok,,6.419567250818328e-12
427,192,64,64,ok,,7.122170279025534e-12
428,192,64,64,ok,,1.7534069502892349
429,192,64,64,ok,,0.8259684301408314
430,177,59,59,ok,,2.427374456258089e-13
431,180,60,60,ok,,5.199471620027492e-13
432,177,59,59,ok,,1.9942981451200514e-12
433,174,58,58,ok,,1.2329082593330034e-12
434,174,58,58,ok,,1.1947652568879212e-13
435,174,58,58,ok,,7.29132360495401e-13
436,174,58,58,ok,,4.1099807932352273e-13
437,171,57,57,ok,,1.3448708392034597e-12
438,177,59,59,ok,,3.4745865963211256e-13
439,192,64,64,ok,,4.2847643325177644e-13
440,192,64,64,ok,,6.210608174868456e-12
441,189,63,63,ok,,5.337129580796404e-13
442,192,64,64,ok,,1.5815529136589581
443,192,64,64,ok,,2.719088617019719
444,192,64,64,ok,,0.5135135185141352
445,192,64,64,ok,,8.283672277755838e-12
446,192,64,64,ok,,0.004869424939351204
447,192,64,64,ok,,5.4593356564204426e-12
448,192,64,64,ok,,3.932124873369025e-12
449,192,64,64,ok,,5.118088811520758e-12
450,186,62,62,ok,,8.268390911077401e-13
451,186,62,62,ok,,8.091556408932929e-13
452,186,62,62,ok,,5.987467103470834e-13
453,189,63,63,ok,,2.6109528287884835e-13
454,189,63,63,ok,,9.236288668841438e-13
455,192,64,64,ok,,8.931728085686077e-13
456,180,60,60,ok,,2.535146483310425e-13
457,174,58,58,ok,,2.941400496145325e-13
458,183,61,61,ok,,2.0885131032294867e-13
459,189,63,63,ok,,3.158629265144599e-13
460,183,61,61,ok,,3.807246449742615e-13
461,177,59,59,ok,,5.767387782588528e-13
462,171,57,57,ok,,1.2639738594162546e-12
463,174,58,58,ok,,3.0663772590150105e-13
464,192,64,64,ok,,5.2977535591147025e-12
465,192,64,64,ok,,6.296929379208212e-12
466,192,64,64,ok,,0.2968703892340303
467,186,62,62,ok,,30.48092718447091
468,189,63,63,ok,,61.83012996337495
469,189,63,63,ok,,58.25060687020055
470,186,62,62,ok,,38.86504943879437
471,192,64,64,ok,,1.369864105418925
472,192,64,64,ok,,0.008333202256250952
473,186,62,62,ok,,1.7679128166659807e-12
474,186,62,62,ok,,5.225410067360212e-13
475,186,62,62,ok,,7.835883747602162e-13
476,186,62,62,ok,,1.3988116040513445e-12
477,192,64,64,ok,,6.2822198939971675e-12
478,192,64,64,ok,,7.732082869169862e-13
479,192,64,64,ok,,1.5813382655443013e-13
480,180,60,60,ok,,5.391947884604475e-13
481,177,59,59,ok,,4.214304094320386e-13
482,177,59,59,ok,,4.692103024355975e-13
483,171,57,57,ok,,7.223909498620857e-13
484,174,58,58,ok,,3.902722473163057e-13
485,174,58,58,ok,,4.75244796599152e-13
486,177,59,59,ok,,3.5636634976211473e-13
487,186,62,62,ok,,2.94459821425868e-13
488,174,58,58,ok,,3.008822957810767e-13
489,174,58,58,ok,,1.4310830795647748e-12
490,180,60,60,ok,,34.36493750265672
491,189,63,63,ok,,65.92386397327354
492,189,63,63,ok,,23.524934272969084
493,189,63,63,ok,,68.91898868244931
494,189,63,63,ok,,39.274308472888116
495,189,63,63,ok,,8.871966986568543
496,177,59,59,ok,,3.30485383592456e-13
497,171,57,57,ok,,2.274327425087561e-13
498,177,59,59,ok,,6.339133425841134e-13
499,180,60,60,ok,,4.894464989922518e-13
500,177,59,59,ok,,1.2171288770522616e-12
501,174,58,58,ok,,2.4912068833438103e-13
502,174,58,58,ok,,2.9337051332919786e-13
503,177,59,59,ok,,1.9284136456387757e-13
504,189,63,63,ok,,1.9892673752994945e-13
505,189,63,63,ok,,3.666842654972374e-13
506,189,63,63,ok,,1.6868531635548737e-11
507,189,63,63,ok,,3.1564667915773654e-12
508,189,63,63,ok,,8.132419869247782e-12
509,189,63,63,ok,,9.440437917177064e-12
510,189,63,63,ok,,1.7179939009941902e-12
511,189,63,63,ok,,4.717888997468092e-12
512,189,63,63,ok,,1.482139744022489e-11
513,189,63,63,ok,,6.134210140891383e-12
514,189,63,63,ok,,5.663060778470764e-13
515,189,63,63,ok,,3.204421622460045e-13
516,177,59,59,ok,,2.6271180436121787e-13
517,177,59,59,ok,,2.1788573405555281e-13
518,177,59,59,ok,,9.286057338660768e-13
519,186,62,62,ok,,3.6607191546605623e-13
520,189,63,63,ok,,2.717511945125175e-13
521,189,63,63,ok,,2.4966634801717557e-13
522,174,58,58,ok,,4.4251486059037543e-13
523,171,57,57,ok,,4.997900799744431e-13
524,171,57,57,ok,,4.3259618792566835e-13
525,171,57,57,ok,,4.117479043838712e-13
526,171,57,57,ok,,7.786192323906885e-13
527,177,59,59,ok,,4.738639872823387e-13
528,174,58,58,ok,,2.8764573178702854e-13
529,189,63,63,ok,,2.3795180923340984e-13
530,189,63,63,ok,,2.817357615364278e-13
531,189,63,63,ok,,1.9102627288037148e-13
532,189,63,63,ok,,2.740786872499583e-13
533,189,63,63,ok,,2.654294087572588e-13
534,174,58,58,ok,,6.211277546113864e-13
535,186,62,62,ok,,1.8527502671678756e-13
536,189,63,63,ok,,1.5760053667306466e-12
537,186,62,62,ok,,3.1692409905628877e-13
538,192,64,64,ok,,9.139092742074333e-12
539,192,64,64,ok,,6.088551114099648e-12
540,192,64,64,ok,,3.203795998499712
541,192,64,64,ok,,2.614316546805192
542,192,64,64,ok,,7.667814377860533
543,192,64,64,ok,,1.6992430031778176
544,192,64,64,ok,,1.9538563888555162e-12
545,189,63,63,ok,,5.661027230957762e-13
546,186,62,62,ok,,1.880572853995831e-12
547,186,62,62,ok,,5.701858630465992e-13
548,189,63,63,ok,,0.16296545390688136
549,192,64,64,ok,,2.5527946019130643
550,192,64,64,ok,,21.684402010668514
551,174,58,58,ok,,23.894544899771873
552,174,58,58,ok,,34.538795101503894
553,189,63,63,ok,,13.740774227891231
554,189,63,63,ok,,3.1194654481390903e-13
555,189,63,63,ok,,7.081827291607788e-12
556,189,63,63,ok,,1.5503051398347738e-11
557,189,63,63,ok,,5.0229219416712195e-12
558,189,63,63,ok,,2.269921237954833e-13
559,177,59,59,ok,,39.417215976758136
560,192,64,64,ok,,52.368512719267954
561,192,64,64,ok,,49.82089040889196
562,186,62,62,ok,,49.54160587451979
563,189,63,63,ok,,56.703698989087044
564,192,64,64,ok,,64.70261428961659
565,192,64,64,ok,,64.27703241055148
566,189,63,63,ok,,70.0535739750492
567,189,63,63,ok,,61.72916951572727
568,192,64,64,ok,,30.453071681502788
569,192,64,64,ok,,24.99813666264007
570,192,64,64,ok,,19.06349259639174
571,192,64,64,ok,,17.7749166017655
572,192,64,64,ok,,16.669672152086285
573,192,64,64,ok,,16.297926628938015
574,192,64,64,ok,,17.936034847346072
575,192,64,64,ok,,36.86104642710625
576,177,59,59,ok,,25.296062505228775
577,174,58,58,ok,,47.755547628105134
578,177,59,59,ok,,47.59199002684193
579,177,59,59,ok,,45.79534173373005
580,177,59,59,ok,,40.388583886374064
581,174,58,58,ok,,34.72974923180547
582,174,58,58,ok,,12.133751174738737
583,192,64,64,ok,,18.880593113427548
584,192,64,64,ok,,1.050265593612373
585,189,63,63,ok,,1.1849907734483924
586,192,64,64,ok,,4.265947525918295
587,192,64,64,ok,,3.2982254601793826
588,192,64,64,ok,,2.781692377235639
589,192,64,64,ok,,5.543828621179644
590,192,64,64,ok,,2.5443424585563483
591,192,64,64,ok,,2.9304858769520608
592,192,64,64,ok,,9.738179176909425e-12
593,189,63,63,ok,,4.3322698065174494e-13
594,186,62,62,ok,,9.299515438155617e-13
595,186,62,62,ok,,8.464472026941551e-13
596,186,62,62,ok,,2.7916721044538946e-12
597,192,64,64,ok,,7.893689128771534e-12
598,192,64,64,ok,,0.5925208864655608
599,186,62,62,ok,,0.11379886917548586
600,177,59,59,ok,,2.044080217001378
601,174,58,58,ok,,1.3401448212874527
602,174,58,58,ok,,7.636211786578953
603,183,61,61,ok,,12.423671615641291
604,183,61,61,ok,,17.796194065539574
605,183,61,61,ok,,22.73110922290164
606,174,58,58,ok,,28.207153721936262
607,180,60,60,ok,,25.84597622691636
608,192,64,64,ok,,45.612957560658984
609,192,64,64,ok,,50.37304925892083
610,192,64,64,ok,,48.08238612114732
611,186,62,62,ok,,50.890372461066626
612,189,63,63,ok,,52.11790704705554
613,189,63,63,ok,,61.674990253839624
614,189,63,63,ok,,71.93296211730198
615,192,64,64,ok,,79.43066153850762
616,192,64,64,ok,,96.987917645041
617,192,64,64,ok,,113.7418837610997
618,189,63,63,ok,,122.64703822408413
619,189,63,63,ok,,105.8776023055619
620,189,63,63,ok,,105.29477101853367
621,189,63,63,ok,,105.0445840256844
622,180,60,60,ok,,90.47265631811298
623,186,62,62,ok,,53.50915966269996
624,189,63,63,ok,,16.885056893987358
625,189,63,63,ok,,1.4481658797673447e-11
626,186,62,62,ok,,1.9036292655885608e-12
627,186,62,62,ok,,1.4575860630006238e-12
628,186,62,62,ok,,8.000751683166677e-13
629,189,63,63,ok,,3.2640199203989218e-12
630,189,63,63,ok,,1.058677212932274e-11
631,183,61,61,ok,,43.056386897657234
632,189,63,63,ok,,120.78753831005804
633,192,64,64,ok,,75.84434645939454
634,201,67,67,ok,,50.07890372783892
635,201,67,67,ok,,55.075153497251975
636,201,67,67,ok,,53.149916231436386
637,201,67,67,ok,,51.79506475868244
638,201,67,67,ok,,54.68212018956524
639,201,67,67,ok,,60.351998628011714
640,192,64,64,ok,,53.09849826894517
641,192,64,64,ok,,34.35629924493221
642,192,64,64,ok,,12.072236106753255
643,192,64,64,ok,,10.17555318727096
644,192,64,64,ok,,6.605155802255414
645,192,64,64,ok,,14.746168113193852
646,192,64,64,ok,,20.605527327935413
647,180,60,60,ok,,13.753196581350746
648,180,60,60,ok,,14.324020194392782
649,174,58,58,ok,,24.623692386107123
650,183,61,61,ok,,32.14070678095985
651,189,63,63,ok,,2.4267215912987494e-13
652,189,63,63,ok,,2.415131936328767e-13
653,189,63,63,ok,,9.112374891241712e-12
654,189,63,63,ok,,6.614960384057832e-12
655,186,62,62,ok,,9.751091088496608e-13
656,192,64,64,ok,,1.0192443921534198e-12
657,192,64,64,ok,,1.0970493615299854e-12
658,189,63,63,ok,,7.051661705463455e-13
