mean_abs_fbme_d1_cgm,total_demand,total_renewables,renewable_share,hourly_d1_overloads,hourly_d1_overload_mw,sum_abs_np_diff,mean_line_loading,max_line_loading,d1_cgm_objective,d0_objective,n_ptdf_rows_raw,n_unique_cnec_idx,n_matched_lines,status,reason,strategy,t
16.607795903679776,47287.99156865474,21565.65533006946,0.4560492973942341,11,200.90557024421855,982.161737235303,0.4769767673273293,1.3243079208737631,1170098.2775304648,81910.83000401029,264,88,88,ok,,dynamic_gen,36
17.43176246840407,47389.59519901169,22446.830605686606,0.4736658017740302,7,142.26396151422068,1076.6457364474204,0.47725398494983806,1.2854334390045852,1140512.8600447858,70190.11463622651,270,90,90,ok,,dynamic_gen,37
6.915146120300249,47486.035547826024,22352.0689717699,0.470708255888361,8,135.17726865431956,195.1886048304491,0.479302709752794,1.2575571018956047,1161101.51541246,61785.356629410526,267,89,89,ok,,dynamic_gen,38
10.804257383106105,47409.29544489773,20594.074986937525,0.4343889693714884,8,165.05282600816014,202.375659531569,0.48053178868236324,1.2465544541164422,1243482.0717445558,58468.04160137941,270,90,90,ok,,dynamic_gen,39
19.51103803141601,47228.60275091058,17660.758914959504,0.37394201577600134,14,384.29267992898326,570.9289462995198,0.4942932261042429,1.272745435303318,1377355.6144168372,78344.62199933021,213,71,71,ok,,dynamic_gen,40
26.976789056810382,47007.40156482032,16786.902286387758,0.35711189573496527,14,430.81413902731356,485.7469288774482,0.49872156145063157,1.2847809408663764,1411677.9123707311,94247.19825102821,204,68,68,ok,,dynamic_gen,41
50.878623929819554,49028.438488663545,16524.726816000002,0.33704371025034546,17,351.6106607948801,3.637978807091713e-12,0.49109067065205964,1.2634410605091333,1552105.9668569583,69982.83284036804,201,67,67,ok,,dynamic_gen,42
47.247896079492264,49246.09407369442,16264.103278499999,0.3302617920146428,15,303.11299454961943,1.864464138634503e-11,0.4870076721686181,1.2444843469914793,1579555.3821612457,66326.43706728247,207,69,69,ok,,dynamic_gen,43
37.85848165005458,47687.78024810314,16020.0943485,0.3359370946844863,15,277.345599556788,9.094947017729282e-12,0.4858841825407852,1.2306435962024034,1494244.0808049391,62696.70823071267,198,66,66,ok,,dynamic_gen,44
16.009641956927066,46002.62254461355,15818.3856735,0.3438583454271386,13,258.41057707553966,287.9746875007345,0.48692640977391316,1.2295492465224835,1400277.43269051,53340.94566606487,198,66,66,ok,,dynamic_gen,45
11.76188212994029,45222.65679157621,15600.244550999998,0.34496523773247023,13,247.78827241970475,338.1100444708736,0.48463278471859045,1.2270333090451264,1365399.0352786265,52838.58490141938,204,68,68,ok,,dynamic_gen,46
14.732267024875734,43205.032508752636,15377.666473499998,0.3559230390669127,12,262.8251696375958,620.5153994535658,0.48341267270333244,1.2181310892078312,1253009.2186873178,56741.303966836334,204,68,68,ok,,dynamic_gen,47
18.492407020354694,38812.343036309656,15183.887683500001,0.3912128589942431,6,99.77549397547875,834.7411417962836,0.449676889213698,1.1919789106744787,1023682.2643228298,42013.43230579765,255,85,85,ok,,dynamic_gen,48
66.3767600995895,35928.77217475948,14953.031031,0.4161854170320003,4,87.85738849260952,2924.9039801204804,0.4340883723088536,1.171925347361287,900948.9774206369,35967.25248802565,279,93,93,ok,,dynamic_gen,49
71.47949596488434,33857.45419589334,14625.961378500002,0.43198644806182807,3,67.10040462110982,3553.5298514727892,0.41229512674235286,1.1374557849323672,819214.9261255,25574.627026391558,291,97,97,ok,,dynamic_gen,50
72.20544841817086,33347.55244354545,14392.337323500002,0.43158601663090557,3,48.69879627088716,3415.412072115629,0.4040566528994306,1.099914978465679,799545.273289103,14256.016819472094,291,97,97,ok,,dynamic_gen,51
