CNEC,median_dFBME_dNPpred
36,0.0010514314540841035
37,0.01246461672158928
38,0.01427999922441719
39,0.024274701085883532
41,-0.015146912035029414
42,-0.014668083848800159
54,0.018709897221049678
55,-0.04432571140593194
60,0.0036315290267856385
61,-0.03873016783227212
62,0.002184769256951017
63,-0.004745360272914181
65,0.0033277883881128257
66,0.00039965284899551084
67,0.015348148819776433
68,-0.004292868029536644
69,0.02983938895970125
109,-0.03898316665758082
113,-0.033324343586756025
114,-0.002225454835238191
116,0.003228316266599509
117,0.00035819476644745676
120,-0.00039024992114427377
121,-0.0002510223179607692
122,2.1167850655201927e-06
123,-0.05532069332634197
124,-0.0434574660163822
125,0.030387662166267503
126,0.01035056496373139
127,-0.01860568499843926
128,0.03548739605479086
129,-1.2463509295632538e-05
130,-0.0009942071041820137
131,0.0005626582785639414
134,-0.013948754900183194
136,0.002582667281608264
137,0.0007083680066213799
138,0.0010568971684048706
139,0.0007254516202610408
141,1.6230351309870794e-05
145,-0.0003301107373877879
148,0.014055159034247134
150,0.005004197433292171
155,0.0503440002109828
158,-0.04421364750390658
159,-0.01536592852321185
161,0.07903677020063193
162,-0.13434362649441134
163,-0.06696474374706468
187,-0.0024123782078408263
188,0.00026365401225969824
189,-0.0033813262994439788
207,0.012359849474112516
209,-0.004714378975329909
227,0.013849157272515194
236,-0.014276691059864857
239,0.00026647797527922206
269,-0.004580420631276385
275,-0.0045517735704933785
284,-0.01404746729837484
285,0.024557630296410102
286,-0.0003977691422528515
287,0.014304170007493351
290,-3.985341467716276e-06
291,0.03887740659363783
292,-0.00024793281990579606
293,-0.03848011220533182
296,-0.014452993394007699
298,0.0007486959287643064
300,-0.012757096116777306
301,0.01403064466214604
303,0.014705330139526109
319,0.0007026069633175333
