d1_cgm_objective,d0_objective,strategy,t
938803.0762622122,6526.364812161541,dynamic_gen,2089
1091133.1827960187,21351.974145051434,dynamic_gen,2093
950936.7283921157,20409.43154227846,dynamic_gen,2092
1456813.6887949035,14177.439975953106,dynamic_gen,2094
1644326.3131667883,5497.078485481551,dynamic_gen,2095
1539975.6495466551,10273.500090056754,dynamic_gen,2096
1236884.4554749103,5193.979591190505,dynamic_gen,2098
1340873.387146707,12303.981198953279,dynamic_gen,2097
1151291.2441842174,4698.356780188276,dynamic_gen,2100
1251377.7444473498,4789.088328022484,dynamic_gen,2103
1200931.0137895304,0.0,dynamic_gen,2099
1228531.6604728878,4853.939947017704,dynamic_gen,2102
1336317.0502238437,2390.983853512159,dynamic_gen,2104
1202981.2319176043,6394.230705516673,dynamic_gen,2101
1476874.4316163706,0.0,dynamic_gen,2105
1555691.6745040636,0.0,dynamic_gen,2106
1641204.1563381413,62550.325453678655,dynamic_gen,2108
1624877.3489928083,32429.660839934913,dynamic_gen,2107
1046988.4279577369,183198.3268613196,dynamic_gen,2111
1439946.5545633016,165933.4995338153,dynamic_gen,2109
1212750.1874154466,137935.5172622086,dynamic_gen,2110
794762.1373229071,80173.71359377264,dynamic_gen,2114
931425.9876153207,96518.55383700295,dynamic_gen,2112
853731.3888907611,70069.24847870463,dynamic_gen,2113
782298.1315039368,134128.82757395162,dynamic_gen,2115
1274076.525348539,197129.62550887588,dynamic_gen,2118
777995.3260780629,169941.91503899576,dynamic_gen,2116
921753.3569987064,111671.53580664165,dynamic_gen,2117
1461810.6593234078,127176.2003867823,dynamic_gen,2119
1172876.2598341953,158214.04399759194,dynamic_gen,2121
1365545.000200429,81854.73201765279,dynamic_gen,2120
1084739.215476321,243944.39303904248,dynamic_gen,2123
984269.6754333434,192922.96666189365,dynamic_gen,2124
1102106.94193531,224330.7939487468,dynamic_gen,2122
956400.7354927565,226676.73738995183,dynamic_gen,2125
910769.0085179732,164865.62881048175,dynamic_gen,2127
999540.8654212364,104722.25986210952,dynamic_gen,2128
922719.4454691204,143646.87417727587,dynamic_gen,2126
1554196.42775321,0.0,dynamic_gen,2131
1403845.696613838,24614.55782414205,dynamic_gen,2130
1198458.2123593683,47629.249790320246,dynamic_gen,2129
1654824.0463411482,0.0,dynamic_gen,2132
1315728.2050373512,0.0,dynamic_gen,2134
1537563.6462598918,0.0,dynamic_gen,2133
1037407.1548077049,0.0,dynamic_gen,2135
814601.0821217911,0.0,dynamic_gen,2136
642949.1544502688,63247.4033406418,dynamic_gen,2139
670022.053208281,1897.2062353167212,dynamic_gen,2137
618014.5073275954,30738.306323481047,dynamic_gen,2138
924293.0751896703,141338.85543324496,dynamic_gen,2141
712958.2926118163,118570.14464908587,dynamic_gen,2140
1455285.2068446195,226366.02518066758,dynamic_gen,2143
1294646.4227896952,213372.85199507157,dynamic_gen,2142
1437624.4928913559,234712.30547085404,dynamic_gen,2144
1336247.973977457,249130.3512767554,dynamic_gen,2145
1324160.567909542,251912.07333890593,dynamic_gen,2146
1157459.8221632668,217132.36077758978,dynamic_gen,2148
1290533.3274428206,170693.2729849915,dynamic_gen,2147
1086589.4152832886,194265.60878467927,dynamic_gen,2149
1054749.5396198335,160917.8092795019,dynamic_gen,2150
1014824.3755233879,216642.5412616067,dynamic_gen,2151
1057307.8596756067,203169.78350590798,dynamic_gen,2152
1163115.308216167,227284.92376123485,dynamic_gen,2153
1234881.146876112,223149.44449378343,dynamic_gen,2154
1316242.653725915,199849.15108213402,dynamic_gen,2155
1241459.7942483644,196117.06014421093,dynamic_gen,2157
1358154.150681289,184992.06527163537,dynamic_gen,2156
958976.3450497955,209917.24928306014,dynamic_gen,2159
1111600.075506776,210011.2581144271,dynamic_gen,2158
812888.0752518383,170495.2110016308,dynamic_gen,2160
744627.8740828228,151651.94223502593,dynamic_gen,2161
676365.7961327374,149164.15964396036,dynamic_gen,2163
693866.5144571173,138411.2431197352,dynamic_gen,2162
657849.3366867651,144136.17654840788,dynamic_gen,2164
785384.6825312343,106386.54613502666,dynamic_gen,2167
652576.0670764459,131846.5191730735,dynamic_gen,2165
705026.0012026291,144581.37594977132,dynamic_gen,2166
719268.5494696051,145775.56342438646,dynamic_gen,2169
803580.3960793626,84128.17082709717,dynamic_gen,2168
668611.5230656341,167435.39945139023,dynamic_gen,2170
589583.9796036324,138431.76789106784,dynamic_gen,2171
448007.4996311377,25395.504001878788,dynamic_gen,2174
516416.3166013357,81613.37365975673,dynamic_gen,2172
493495.2317788613,44993.45560585441,dynamic_gen,2173
1067527.827609424,15317.553028235692,dynamic_gen,2179
415261.5944831333,140445.68698159352,dynamic_gen,2175
522596.7856297513,64431.513459878974,dynamic_gen,2176
729543.0745831602,28004.620259349387,dynamic_gen,2177
944942.8347968031,24726.532540028944,dynamic_gen,2178
1145281.7808803096,0.0,dynamic_gen,2181
794630.956616214,0.0,dynamic_gen,2184
1120538.6300790564,5730.556596365734,dynamic_gen,2180
1054160.631625976,0.0,dynamic_gen,2182
938661.2428659393,0.0,dynamic_gen,2183
734398.9001081589,0.0,dynamic_gen,2187
714165.7286510326,0.0,dynamic_gen,2185
813923.0190873723,0.0,dynamic_gen,2188
712144.1390198432,0.0,dynamic_gen,2186
848079.183572709,0.0,dynamic_gen,2189
759015.7959386463,0.0,dynamic_gen,2193
822660.42456862,0.0,dynamic_gen,2192
856802.0766476006,0.0,dynamic_gen,2190
840989.8911835575,0.0,dynamic_gen,2191
647034.545725802,0.0,dynamic_gen,2194
607185.6055993392,0.0,dynamic_gen,2195
458857.5923879911,0.0,dynamic_gen,2198
603912.9901382639,2613.127985292622,dynamic_gen,2196
533274.8100626969,0.0,dynamic_gen,2197
475361.4852454637,0.0,dynamic_gen,2199
824895.5626405829,0.0,dynamic_gen,2201
1127823.0613347818,0.0,dynamic_gen,2202
560292.3718029693,0.0,dynamic_gen,2200
1504402.7187706959,0.0,dynamic_gen,2204
1558802.4009355893,30536.24653923467,dynamic_gen,2205
1333056.1512257745,0.0,dynamic_gen,2203
1532276.6126550953,3012.1345476075767,dynamic_gen,2206
1212407.7337111104,0.0,dynamic_gen,2209
1375044.5421080529,0.0,dynamic_gen,2207
1272624.3087722347,0.0,dynamic_gen,2208
1222644.6784883859,0.0,dynamic_gen,2211
1324079.4251506813,0.0,dynamic_gen,2212
1205622.7974466817,0.0,dynamic_gen,2210
1538268.3458718904,0.0,dynamic_gen,2213
2104225.752930737,27834.066708588623,dynamic_gen,2215
1933080.425445745,140077.00329868402,dynamic_gen,2217
1906445.3716431465,51563.59255105513,dynamic_gen,2214
1871423.6678928747,163845.59234124937,dynamic_gen,2218
2039496.9614889189,98726.55236127006,dynamic_gen,2216
1871225.817380995,172359.89948677746,dynamic_gen,2219
1866401.4587308539,104337.29568331904,dynamic_gen,2221
1925981.454390938,16556.236006306903,dynamic_gen,2223
1840331.7179961703,64106.827613056186,dynamic_gen,2222
1871634.8748915612,145017.5918850965,dynamic_gen,2220
2256221.804488292,0.0,dynamic_gen,2226
2122664.3527447823,0.0,dynamic_gen,2225
2297070.632208811,0.0,dynamic_gen,2227
1977925.0368481996,7882.533111810024,dynamic_gen,2224
2371545.069940734,0.0,dynamic_gen,2228
2301492.482123822,0.0,dynamic_gen,2229
1913429.37824617,0.0,dynamic_gen,2231
1708960.2076825486,0.0,dynamic_gen,2233
2119326.230658486,0.0,dynamic_gen,2230
1786509.3631745453,0.0,dynamic_gen,2232
1733815.4293407905,0.0,dynamic_gen,2235
1958120.1426374582,0.0,dynamic_gen,2237
1696450.08173091,0.0,dynamic_gen,2234
1804289.4100326719,0.0,dynamic_gen,2236
2433871.611186842,0.0,dynamic_gen,2239
2271195.0804983512,0.0,dynamic_gen,2238
2141709.1702763913,0.0,dynamic_gen,2242
2262013.5533906,0.0,dynamic_gen,2241
2438357.7198547455,0.0,dynamic_gen,2240
1663351.4016376375,0.0,dynamic_gen,2246
2014493.4318924127,61017.39122058081,dynamic_gen,2243
1888316.6838020878,44765.02463237276,dynamic_gen,2244
1681897.583879978,6890.176877782319,dynamic_gen,2247
1769444.4459942603,4074.6592583693355,dynamic_gen,2245
1761212.5971217556,10157.871567767756,dynamic_gen,2249
1633604.0162390303,16641.50168695865,dynamic_gen,2248
1944086.8784862862,0.0,dynamic_gen,2250
2045482.4077448398,0.0,dynamic_gen,2251
1801303.8756311173,0.0,dynamic_gen,2254
2067422.5388107905,0.0,dynamic_gen,2252
2009117.113629344,0.0,dynamic_gen,2253
1595247.0685991696,0.0,dynamic_gen,2255
1482438.099650894,0.0,dynamic_gen,2256
1426633.6417909279,0.0,dynamic_gen,2258
1476226.7252200216,0.0,dynamic_gen,2259
1465245.578128113,0.0,dynamic_gen,2257
1611317.9406383634,0.0,dynamic_gen,2260
2187521.530479882,0.0,dynamic_gen,2263
2098522.1472971207,109552.82793840153,dynamic_gen,2264
2062730.2062858057,0.0,dynamic_gen,2262
1761936.487759636,0.0,dynamic_gen,2261
1746838.4273174058,191024.12604396688,dynamic_gen,2269
1871878.3551433673,220613.397054477,dynamic_gen,2265
1768629.6365371852,285374.26026101154,dynamic_gen,2267
1743636.3648718346,231790.49639990454,dynamic_gen,2268
1792336.5927917243,247288.77619576675,dynamic_gen,2266
1756592.2210797379,163125.85100357048,dynamic_gen,2270
1831823.1171962281,137354.48593513045,dynamic_gen,2271
2002481.5081851224,66536.16625545104,dynamic_gen,2273
1880747.3695214316,106988.9999071761,dynamic_gen,2272
2204390.6351962034,0.0,dynamic_gen,2274
2274005.698943899,0.0,dynamic_gen,2276
2273698.1959051513,0.0,dynamic_gen,2275
2146666.737238338,0.0,dynamic_gen,2277
1770378.7248523822,0.0,dynamic_gen,2279
1977204.5537197858,0.0,dynamic_gen,2278
1604250.699628825,0.0,dynamic_gen,2280
1518841.531618658,0.0,dynamic_gen,2282
1493111.1608166518,0.0,dynamic_gen,2283
1541914.2987230285,0.0,dynamic_gen,2281
1545520.5057666083,0.0,dynamic_gen,2284
1631205.8927395383,0.0,dynamic_gen,2285
1891168.8568888926,0.0,dynamic_gen,2286
2003620.5603602591,0.0,dynamic_gen,2287
1904971.2860540748,41847.546893061226,dynamic_gen,2289
1992690.5652136249,0.0,dynamic_gen,2288
1895313.883305342,20256.00160058835,dynamic_gen,2290
1898574.5321302414,17510.111605958704,dynamic_gen,2291
1829958.2915732558,40805.54725039602,dynamic_gen,2292
1744851.0210235356,70580.03198833499,dynamic_gen,2293
1691896.368267545,101000.06702426993,dynamic_gen,2294
1721529.1001670088,84456.55214614092,dynamic_gen,2295
1668498.0731781179,53720.45367337971,dynamic_gen,2296
2038643.7278591655,0.0,dynamic_gen,2300
2034083.79077677,0.0,dynamic_gen,2299
1970129.3448562392,0.0,dynamic_gen,2298
1808727.7196998373,13296.933524754233,dynamic_gen,2297
1985360.1005141959,0.0,dynamic_gen,2301
1512553.1303727468,0.0,dynamic_gen,2304
1861642.6607788391,0.0,dynamic_gen,2302
1657363.4275875958,0.0,dynamic_gen,2303
1473830.0002435502,0.0,dynamic_gen,2305
1420254.0727805253,0.0,dynamic_gen,2306
1397897.5055217294,0.0,dynamic_gen,2307
1111306.7262566602,0.0,dynamic_gen,2310
1365078.2371239513,0.0,dynamic_gen,2308
1252139.9365744048,0.0,dynamic_gen,2309
1046362.8989855109,0.0,dynamic_gen,2311
927315.7334200041,0.0,dynamic_gen,2312
785428.3046786881,0.0,dynamic_gen,2313
679958.6120732874,0.0,dynamic_gen,2316
742122.9342356748,0.0,dynamic_gen,2315
739128.5448083493,0.0,dynamic_gen,2314
580743.8959238698,0.0,dynamic_gen,2317
612008.6818106283,0.0,dynamic_gen,2320
501560.6744704064,0.0,dynamic_gen,2319
821432.8561129856,0.0,dynamic_gen,2321
502844.1858587654,0.0,dynamic_gen,2318
1286193.4069532687,0.0,dynamic_gen,2323
1141415.1353286358,0.0,dynamic_gen,2322
1381409.3927483843,0.0,dynamic_gen,2325
1315909.0931701916,0.0,dynamic_gen,2326
1370233.4608677917,0.0,dynamic_gen,2324
1012696.7698617716,0.0,dynamic_gen,2329
1203493.0788625896,0.0,dynamic_gen,2327
1070300.4284950288,0.0,dynamic_gen,2328
989855.0293950371,0.0,dynamic_gen,2331
991444.860869287,0.0,dynamic_gen,2330
1042932.1634560882,0.0,dynamic_gen,2332
1077726.249432867,0.0,dynamic_gen,2333
1092455.649333838,0.0,dynamic_gen,2334
1109535.3342927033,0.0,dynamic_gen,2336
1094000.9351721234,0.0,dynamic_gen,2335
1077930.7615740495,0.0,dynamic_gen,2337
993123.7609074145,0.0,dynamic_gen,2338
976962.3492987996,0.0,dynamic_gen,2339
967475.9061247432,0.0,dynamic_gen,2340
928081.9282848982,0.0,dynamic_gen,2341
984103.0539674759,0.0,dynamic_gen,2344
921750.5087530529,0.0,dynamic_gen,2342
932764.421868102,0.0,dynamic_gen,2343
1178081.5882346886,0.0,dynamic_gen,2345
1455852.064727283,0.0,dynamic_gen,2346
1580766.5425822297,0.0,dynamic_gen,2348
1565502.2212082637,0.0,dynamic_gen,2347
1574961.6720193527,0.0,dynamic_gen,2349
1504624.1642212681,0.0,dynamic_gen,2350
1142200.9283386332,0.0,dynamic_gen,2353
1207848.8622368448,0.0,dynamic_gen,2352
1366435.7326735065,0.0,dynamic_gen,2351
1129838.8623068284,0.0,dynamic_gen,2356
1125574.7671453566,0.0,dynamic_gen,2354
1119549.104463505,0.0,dynamic_gen,2357
1109980.075414069,0.0,dynamic_gen,2355
1066480.7723454316,0.0,dynamic_gen,2358
967309.6861726128,0.0,dynamic_gen,2359
660722.3193442398,0.0,dynamic_gen,2362
640987.0645841073,30834.988062480523,dynamic_gen,2363
846237.8765606881,0.0,dynamic_gen,2360
731857.9067139105,0.0,dynamic_gen,2361
513179.69030465157,113777.62344649134,dynamic_gen,2365
478506.5254455987,9292.234064200067,dynamic_gen,2367
467516.4618684589,68298.27559432364,dynamic_gen,2366
610977.7860899928,67000.48976061324,dynamic_gen,2364
957312.8157599224,0.0,dynamic_gen,2369
608278.9005341923,0.0,dynamic_gen,2368
1301299.3895943786,0.0,dynamic_gen,2370
1547407.154753441,0.0,dynamic_gen,2372
1478634.4929580633,0.0,dynamic_gen,2371
1575263.522802649,0.0,dynamic_gen,2373
987556.3604054274,0.0,dynamic_gen,2379
1506126.172927712,0.0,dynamic_gen,2374
1091989.3678779528,0.0,dynamic_gen,2377
1378389.5278705466,0.0,dynamic_gen,2375
1190313.7735767863,0.0,dynamic_gen,2376
1007590.4209661961,0.0,dynamic_gen,2380
1016770.114080401,0.0,dynamic_gen,2378
1008498.6714102956,0.0,dynamic_gen,2382
1020695.8252506345,0.0,dynamic_gen,2381
857467.9941592517,0.0,dynamic_gen,2385
937566.0960991252,0.0,dynamic_gen,2383
872762.2517106805,0.0,dynamic_gen,2384
884101.0833776715,0.0,dynamic_gen,2386
931536.6036691448,14554.745297598505,dynamic_gen,2387
836584.3468636842,20183.563042551134,dynamic_gen,2390
926562.2174844197,44358.71000030436,dynamic_gen,2388
903997.7413238203,0.0,dynamic_gen,2391
1022265.3522239861,0.0,dynamic_gen,2392
855347.2080265252,43684.580062319554,dynamic_gen,2389
1465607.4761113753,0.0,dynamic_gen,2394
1239680.4212815103,0.0,dynamic_gen,2393
1543145.5156701445,0.0,dynamic_gen,2396
1541846.0596375365,0.0,dynamic_gen,2395
1564485.3501785211,0.0,dynamic_gen,2397
1259776.7890721015,0.0,dynamic_gen,2399
1463429.4509359077,0.0,dynamic_gen,2398
946289.987601672,0.0,dynamic_gen,2401
1040890.4246655307,0.0,dynamic_gen,2400
910650.9823701486,0.0,dynamic_gen,2402
910431.8097662854,0.0,dynamic_gen,2403
927832.2775563342,0.0,dynamic_gen,2404
1390127.9136069801,0.0,dynamic_gen,2406
1034088.7035624415,0.0,dynamic_gen,2405
1733233.1048688,0.0,dynamic_gen,2408
1612073.4462879007,0.0,dynamic_gen,2407
1631958.261418576,0.0,dynamic_gen,2409
1360935.1293786368,24793.434813472002,dynamic_gen,2411
1474915.3945653439,0.0,dynamic_gen,2410
1278161.932670258,26513.400856956636,dynamic_gen,2412
1426063.3209454094,0.0,dynamic_gen,2416
1322519.1517703598,0.0,dynamic_gen,2414
1374504.5088304565,0.0,dynamic_gen,2415
1314526.829834544,6958.958365160441,dynamic_gen,2413
1851204.9827947891,167747.9873676058,dynamic_gen,2419
1574859.6849719454,0.0,dynamic_gen,2417
1760071.9030435374,25910.71552807447,dynamic_gen,2418
1827969.3531000619,290422.68929561257,dynamic_gen,2421
1886647.1000985275,301733.5824341411,dynamic_gen,2420
1667335.200873667,44193.27657935259,dynamic_gen,2422
1283094.9587859674,0.0,dynamic_gen,2426
1304413.604956007,0.0,dynamic_gen,2425
1360594.3401690493,0.0,dynamic_gen,2428
1368097.7598497807,0.0,dynamic_gen,2424
1489098.2371184113,0.0,dynamic_gen,2423
1511408.322193813,1265.679175984541,dynamic_gen,2429
1276824.5068245912,0.0,dynamic_gen,2427
1902777.4039906515,101232.57643847346,dynamic_gen,2431
1812569.410276751,134871.71329148652,dynamic_gen,2430
1804186.3777334634,174426.11149083765,dynamic_gen,2432
1570604.5306899566,189772.75984365382,dynamic_gen,2433
1201621.7497754586,285694.59970437916,dynamic_gen,2437
1423666.8502054932,206142.1474136899,dynamic_gen,2434
1218159.5841460705,245007.4087847695,dynamic_gen,2436
1327399.5900767609,322461.9890806658,dynamic_gen,2435
1171208.927909566,99218.94151027258,dynamic_gen,2439
1143143.1308295233,170597.7745651428,dynamic_gen,2438
1291814.5708997604,70654.03539305482,dynamic_gen,2440
1550008.0173233636,61315.83154467231,dynamic_gen,2441
1877432.2010661496,338743.3683018464,dynamic_gen,2443
1775997.5241125938,78844.8261227351,dynamic_gen,2445
1811008.7459890011,224693.82492997686,dynamic_gen,2442
1854824.5194657159,266693.8746872565,dynamic_gen,2444
1582704.3273761333,0.0,dynamic_gen,2446
1311855.9012589892,981.7101039579861,dynamic_gen,2447
1136251.7245232381,25359.79339448655,dynamic_gen,2448
1089216.3656019904,31630.722291008373,dynamic_gen,2449
1096967.9206899076,22992.17416477813,dynamic_gen,2450
1702245.4617787928,93375.4568563173,dynamic_gen,2454
1257756.22446451,0.0,dynamic_gen,2452
1882864.2360674166,280625.6665919617,dynamic_gen,2455
1381944.0627906509,0.0,dynamic_gen,2453
1163761.7769690314,2807.9257709228077,dynamic_gen,2451
1642743.1273133154,168903.26636767684,dynamic_gen,2457
1827403.4027031185,114142.17354751656,dynamic_gen,2456
1553402.63362857,215312.62256121414,dynamic_gen,2459
1586807.2037899848,189122.84173454388,dynamic_gen,2458
1443359.4399743984,142737.2925731747,dynamic_gen,2460
1774279.0427135236,107298.03398026444,dynamic_gen,2465
1409653.9408705817,67362.03375787455,dynamic_gen,2463
1375497.3631851836,62894.51043797782,dynamic_gen,2462
1427668.5204020385,122921.58959712263,dynamic_gen,2461
2141579.0159095284,0.0,dynamic_gen,2467
2003426.5239069785,72357.56968223923,dynamic_gen,2466
1530693.2296445416,50839.24980204187,dynamic_gen,2464
2175746.9014708325,0.0,dynamic_gen,2469
2212525.262530042,0.0,dynamic_gen,2468
2039584.6899728733,0.0,dynamic_gen,2470
1541702.4466287582,0.0,dynamic_gen,2474
1568972.3574549933,0.0,dynamic_gen,2473
1608450.6695609998,0.0,dynamic_gen,2476
1708943.366821287,0.0,dynamic_gen,2477
1807110.0738935615,0.0,dynamic_gen,2471
1583096.7148823095,0.0,dynamic_gen,2475
1643345.7070260393,0.0,dynamic_gen,2472
2067552.0676597492,88573.6414299345,dynamic_gen,2479
1945215.3981410034,5850.68745701606,dynamic_gen,2478
1700935.8128030286,354830.9315578518,dynamic_gen,2481
1949864.1157577506,257055.17095337302,dynamic_gen,2480
1203429.5182435317,219848.14013450308,dynamic_gen,2485
1156635.290174838,84646.59560948939,dynamic_gen,2487
1491011.01930993,275021.0138414952,dynamic_gen,2482
1361756.5114667034,325663.103138769,dynamic_gen,2483
1283469.0559852864,349148.85000085185,dynamic_gen,2484
1137477.0154285233,158575.30095264185,dynamic_gen,2486
1579163.2288903224,0.0,dynamic_gen,2489
1294237.1228052187,11826.189206272076,dynamic_gen,2488
1965681.6698146623,251001.0972470909,dynamic_gen,2491
1847034.0912707632,253341.16972428368,dynamic_gen,2490
1996904.430520371,216149.96004028225,dynamic_gen,2492
1794584.619285008,140132.63563631827,dynamic_gen,2494
1569693.5417488646,33991.06431509601,dynamic_gen,2495
1437187.7644448292,0.0,dynamic_gen,2496
1986711.603780713,165073.6568198991,dynamic_gen,2493
1352405.5203185575,0.0,dynamic_gen,2497
1350833.8509311941,0.0,dynamic_gen,2498
1359682.0133608615,0.0,dynamic_gen,2499
1379727.2653974798,0.0,dynamic_gen,2500
1386537.6458608338,0.0,dynamic_gen,2501
1293042.1562827597,0.0,dynamic_gen,2504
1419552.5332462473,0.0,dynamic_gen,2502
1385657.5355053092,0.0,dynamic_gen,2503
996351.3152828135,0.0,dynamic_gen,2506
1132694.4830120206,0.0,dynamic_gen,2505
735675.7111800635,33185.083086862825,dynamic_gen,2509
789532.9989904459,40940.04031103522,dynamic_gen,2508
700532.5548871537,13168.223672254782,dynamic_gen,2510
848872.5543304814,28255.917809738912,dynamic_gen,2507
722553.5596562191,0.0,dynamic_gen,2511
1483026.8490795111,0.0,dynamic_gen,2514
1556583.7248642473,0.0,dynamic_gen,2515
906182.0033993932,0.0,dynamic_gen,2512
1195363.473714437,0.0,dynamic_gen,2513
1602540.5738743818,14338.262565126166,dynamic_gen,2517
1579263.7542083075,0.0,dynamic_gen,2516
1503946.8932782486,0.0,dynamic_gen,2518
1089497.4527608915,0.0,dynamic_gen,2521
1185534.539736194,0.0,dynamic_gen,2520
1351543.3157044197,0.0,dynamic_gen,2519
1064410.9801446525,0.0,dynamic_gen,2522
1106442.6107615149,0.0,dynamic_gen,2524
1064347.8589255628,0.0,dynamic_gen,2523
1112336.040022842,0.0,dynamic_gen,2525
1078063.5644188358,0.0,dynamic_gen,2526
1044744.1995890449,0.0,dynamic_gen,2527
875932.5184750061,0.0,dynamic_gen,2531
878523.7101867932,0.0,dynamic_gen,2530
951224.3323441789,0.0,dynamic_gen,2529
1032580.7916101664,0.0,dynamic_gen,2528
856803.1166233001,30528.737042452674,dynamic_gen,2532
797079.055113283,27274.947170414787,dynamic_gen,2533
796970.2902196664,0.0,dynamic_gen,2534
909618.6666886231,0.0,dynamic_gen,2535
1075377.6006987046,0.0,dynamic_gen,2536
1282683.3516980624,0.0,dynamic_gen,2537
1524661.8930216338,0.0,dynamic_gen,2540
1509271.7601306415,0.0,dynamic_gen,2541
1547103.132070831,0.0,dynamic_gen,2539
1492613.5828233869,0.0,dynamic_gen,2538
1492587.6622734498,0.0,dynamic_gen,2542
1119569.641178389,0.0,dynamic_gen,2545
1179962.72802863,0.0,dynamic_gen,2544
1287606.714232448,0.0,dynamic_gen,2543
1119547.4943354833,0.0,dynamic_gen,2547
1103026.8184762364,0.0,dynamic_gen,2546
1419213.081907834,0.0,dynamic_gen,2549
2009806.8213191899,55896.37933950653,dynamic_gen,2551
1816232.9107255735,0.0,dynamic_gen,2550
1194408.0646757628,0.0,dynamic_gen,2548
1851301.0553535372,183615.71302065998,dynamic_gen,2553
1969890.2387663834,138395.20435259838,dynamic_gen,2552
1611372.7006450584,373041.5465011344,dynamic_gen,2555
1718479.2311199335,259997.83389442298,dynamic_gen,2554
1422725.4771683915,389518.0463471484,dynamic_gen,2557
1510272.4411991201,233456.828853763,dynamic_gen,2556
1451217.0700608317,43714.46677992844,dynamic_gen,2560
1596884.9735456551,86104.79351570015,dynamic_gen,2561
1344477.919171557,335559.6413860891,dynamic_gen,2558
1364393.606954801,172798.99511013812,dynamic_gen,2559
1991824.731315652,67546.0143160426,dynamic_gen,2563
2058993.4334416124,42573.09008863955,dynamic_gen,2565
1839760.5167738083,90289.9379418937,dynamic_gen,2562
1686961.980291385,0.0,dynamic_gen,2567
2038261.5816152948,65024.203127775385,dynamic_gen,2564
1911407.2850953033,0.0,dynamic_gen,2566
1627027.0207273844,0.0,dynamic_gen,2569
1620253.8280316368,0.0,dynamic_gen,2570
1596473.2106293775,0.0,dynamic_gen,2568
1674158.542796744,0.0,dynamic_gen,2571
1863031.7298967207,0.0,dynamic_gen,2573
1735615.3495248356,0.0,dynamic_gen,2572
2193819.218432488,0.0,dynamic_gen,2574
2218856.6209620107,0.0,dynamic_gen,2575
1897210.549004484,134216.12470927247,dynamic_gen,2576
1544944.4802249577,13602.46406374719,dynamic_gen,2577
1201355.4889534423,80161.90403716757,dynamic_gen,2580
1273656.5845623817,92011.43453553102,dynamic_gen,2579
1346623.7438149103,2863.6952085579337,dynamic_gen,2578
1164935.890289429,8185.288498396434,dynamic_gen,2583
1099811.5851721703,76952.18683650756,dynamic_gen,2582
1132108.6187584568,106905.75007430234,dynamic_gen,2581
1263215.422342056,0.0,dynamic_gen,2584
1855282.517553389,0.0,dynamic_gen,2586
1558025.8331103374,0.0,dynamic_gen,2585
2011829.0610593718,0.0,dynamic_gen,2587
2059030.1774497721,0.0,dynamic_gen,2589
1886175.1352347136,0.0,dynamic_gen,2590
2081768.9874809287,0.0,dynamic_gen,2588
1380823.3895093708,0.0,dynamic_gen,2593
1460552.0304683568,0.0,dynamic_gen,2592
1627459.088509852,0.0,dynamic_gen,2591
1359985.8088023278,0.0,dynamic_gen,2594
1428139.5348774656,0.0,dynamic_gen,2595
1674103.4356079737,0.0,dynamic_gen,2597
1502011.2116762162,0.0,dynamic_gen,2596
2003288.7253447878,120271.63902126606,dynamic_gen,2600
1699718.7445962,135829.52717816865,dynamic_gen,2601
2060177.2449868724,0.0,dynamic_gen,2598
2138607.969107138,0.0,dynamic_gen,2599
1361914.6064025247,218222.38244969858,dynamic_gen,2604
1410398.0440265213,195723.11133291625,dynamic_gen,2603
1502363.8129521566,48135.51517324068,dynamic_gen,2602
1390356.9434211564,281675.2330665359,dynamic_gen,2605
1364974.5939467628,208589.90720827048,dynamic_gen,2606
1444025.4554022043,16980.94658741226,dynamic_gen,2607
1542256.751953412,53383.929254668954,dynamic_gen,2608
1927092.5841024914,0.0,dynamic_gen,2610
2049381.2583797239,0.0,dynamic_gen,2611
1697289.6777845325,17772.67504541856,dynamic_gen,2609
1994701.8298591026,0.0,dynamic_gen,2613
2035924.4586313441,0.0,dynamic_gen,2612
1802078.203673577,0.0,dynamic_gen,2614
1557006.8663700433,0.0,dynamic_gen,2615
1412132.5049198046,0.0,dynamic_gen,2616
1282913.6670023224,0.0,dynamic_gen,2618
1335746.6218879744,0.0,dynamic_gen,2617
1356974.6468239692,0.0,dynamic_gen,2619
1425823.1444178023,0.0,dynamic_gen,2620
1533323.156804312,0.0,dynamic_gen,2621
2057409.0932825112,37330.46449772453,dynamic_gen,2623
1912724.4256556681,0.0,dynamic_gen,2622
1938685.237878205,205406.59721906355,dynamic_gen,2624
1624546.9946981636,251836.01813535517,dynamic_gen,2625
1428567.2045970038,241028.90126146443,dynamic_gen,2626
1369904.6397773537,270146.89380537346,dynamic_gen,2627
1191457.121867394,208332.77535003834,dynamic_gen,2629
1254565.7913109688,283429.9209264378,dynamic_gen,2628
1211737.6430321862,147745.12077264074,dynamic_gen,2631
1339323.203185949,3610.837342159404,dynamic_gen,2632
1149013.836783228,123489.38168901455,dynamic_gen,2630
1640620.8091052654,82855.69746424581,dynamic_gen,2633
1950269.1622850625,61967.085249016585,dynamic_gen,2634
1710494.4666211933,0.0,dynamic_gen,2639
2154731.1624865485,0.0,dynamic_gen,2637
1969122.7782998402,0.0,dynamic_gen,2638
2101038.7675023316,0.0,dynamic_gen,2635
2122352.554438864,0.0,dynamic_gen,2636
1602996.4721247978,0.0,dynamic_gen,2640
1518755.9979522733,0.0,dynamic_gen,2641
