CNEC,median_dir_dAbsFBME_dNPpred,abs_median_dir_dAbsFBME_dNPpred,n_MTUs_used
36,-0.019514025490005922,0.019514025490005922,1311
37,-0.011267960045333486,0.011267960045333486,1311
38,-0.012214658872620623,0.012214658872620623,1311
39,-0.022191956360668192,0.022191956360668192,1311
41,-0.005107505593830568,0.005107505593830568,1311
42,-0.003309614925261724,0.003309614925261724,1311
54,-0.009382765891445976,0.009382765891445976,1311
55,0.03128906643867972,0.03128906643867972,1311
60,0.00031571968406794097,0.00031571968406794097,1311
61,0.01149611767685401,0.01149611767685401,1311
62,-0.0022103703415936446,0.0022103703415936446,1311
63,0.0006920118726746851,0.0006920118726746851,1311
65,-0.002421247511107508,0.002421247511107508,1311
66,-0.0019698102114573545,0.0019698102114573545,1311
67,0.0054026233442133285,0.0054026233442133285,1311
68,0.0014525171601268024,0.0014525171601268024,1311
69,0.024795920295032338,0.024795920295032338,1311
109,0.00686426280523679,0.00686426280523679,1311
113,-0.0027212328191253965,0.0027212328191253965,1311
114,-0.003023377554526695,0.003023377554526695,1311
116,4.319481928917169e-05,4.319481928917169e-05,1311
117,-0.0011615470103126463,0.0011615470103126463,1311
120,-0.011136936890667908,0.011136936890667908,1311
121,-0.013114669005125305,0.013114669005125305,1311
122,-0.00978793116833423,0.00978793116833423,1311
123,-0.006016963782679092,0.006016963782679092,1311
124,-0.02659049642904686,0.02659049642904686,1311
125,0.005751593100280375,0.005751593100280375,1311
126,-0.01102378371994147,0.01102378371994147,1311
127,-0.010538226832059811,0.010538226832059811,1311
128,-0.03563820473458186,0.03563820473458186,1311
129,-0.0060992551900296,0.0060992551900296,1311
130,-0.005585798615892458,0.005585798615892458,1311
131,-0.012662083328926318,0.012662083328926318,1311
134,0.006908632951553179,0.006908632951553179,1311
136,-0.01832421257135977,0.01832421257135977,1311
137,0.011812004850234531,0.011812004850234531,1311
138,0.006858191451043777,0.006858191451043777,1311
139,-0.0035124790671888246,0.0035124790671888246,1311
141,-0.015762763494845695,0.015762763494845695,1311
145,-0.012529250976743291,0.012529250976743291,1311
148,-0.011927267983573256,0.011927267983573256,1311
150,0.003143843534556615,0.003143843534556615,1311
155,-0.02979110678127922,0.02979110678127922,1311
158,-0.00625767872714292,0.00625767872714292,1311
159,0.005507356764760139,0.005507356764760139,1311
161,-0.06140169418247427,0.06140169418247427,1311
162,0.0007818138667400178,0.0007818138667400178,1311
163,0.019781930145488822,0.019781930145488822,1311
187,-0.003152357987717857,0.003152357987717857,1311
188,0.004520326745614613,0.004520326745614613,1311
189,0.007023474593653658,0.007023474593653658,1311
207,-0.010766782429429562,0.010766782429429562,1311
209,0.0007579041714020498,0.0007579041714020498,1311
227,-0.01232138563505155,0.01232138563505155,1311
236,0.01284344338739684,0.01284344338739684,1311
239,0.004283831868637505,0.004283831868637505,1311
269,-0.002937574709473593,0.002937574709473593,1311
275,-0.0030275457479624316,0.0030275457479624316,1311
284,0.006497226114976238,0.006497226114976238,1311
285,-0.021988319888911062,0.021988319888911062,1311
286,-0.011137754325918334,0.011137754325918334,1311
287,-0.012157884024048273,0.012157884024048273,1311
290,-0.009601663214237926,0.009601663214237926,1311
291,0.0070963727981237556,0.0070963727981237556,1311
292,-0.012977350917686798,0.012977350917686798,1311
293,0.011817881664169094,0.011817881664169094,1311
296,0.008018157706631612,0.008018157706631612,1311
298,-0.0034422832514809185,0.0034422832514809185,1311
300,-0.012122593286912451,0.012122593286912451,1311
301,-0.01233483646504219,0.01233483646504219,1311
303,-0.012482027403254235,0.012482027403254235,1311
319,-0.003384563383579835,0.003384563383579835,1311
