t,total_demand_fbmc,total_renewables_fbmc,renewable_share_fbmc,mean_loading_d1,high_loading_share_d1,n_high_loading_lines_d1,n_lines_total_d1,demand_bin,renewables_bin,congestion_bin,strategy
4900,12940.95999999999,171.6465795,0.013263821192554504,0.240019033740568,0.0036900369003690036,1,271,low,low,low,dynamic_gen
4901,13811.670000000002,141.0816956412652,0.010214673217740156,0.24566814997473288,0.0036900369003690036,1,271,low,low,low,dynamic_gen
4902,16245.990000000003,455.6286342361192,0.02804560597637442,0.29369718373356524,0.01845018450184502,5,271,low,low,mid,dynamic_gen
4903,18166.10999999999,1396.5321741827772,0.07687568632925695,0.31885724855609815,0.033210332103321034,9,271,mid,low,mid,dynamic_gen
4904,18668.32,2625.5006164798206,0.14063936211077485,0.32167133016113403,0.02952029520295203,8,271,mid,low,mid,dynamic_gen
4905,18332.77,4021.857468575409,0.21938078471367986,0.3112231226293869,0.014760147601476014,4,271,mid,mid,mid,dynamic_gen
4906,18170.68000000001,5615.698926284617,0.3090527666705161,0.33876331282207467,0.025830258302583026,7,271,mid,mid,mid,dynamic_gen
4907,18001.09,6301.323618169635,0.35005233672903335,0.3445120999113589,0.025830258302583026,7,271,mid,mid,mid,dynamic_gen
4908,17649.840000000007,7119.291279534548,0.40336293584160227,0.35733291516331683,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
4909,17120.459999999992,7106.644331450433,0.4150965763449368,0.3515077708158704,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
4910,16922.67,6034.155009744029,0.3565722790637665,0.3209622597916393,0.014760147601476014,4,271,mid,mid,mid,dynamic_gen
4911,16676.159999999993,5898.625684415064,0.35371606439462483,0.3102792878389024,0.007380073800738007,2,271,low,mid,low,dynamic_gen
4912,16529.119999999995,4199.091236046035,0.25404203224648597,0.2727377041984773,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
4913,16898.82,3107.1668343021447,0.18386886387938003,0.26995672767023443,0.0036900369003690036,1,271,mid,mid,low,dynamic_gen
4914,17614.800000000007,2748.2537343605336,0.15601958207646596,0.3013048383795199,0.007380073800738007,2,271,mid,mid,low,dynamic_gen
4915,18376.889999999996,3075.1203638666725,0.16733627745862728,0.32377574418043176,0.014760147601476014,4,271,mid,mid,mid,dynamic_gen
4916,18227.639999999996,3819.108488097108,0.20952292716430151,0.3257983117630483,0.007380073800738007,2,271,mid,mid,low,dynamic_gen
4917,17639.71,4332.1209585,0.24558912581329284,0.3080988411630194,0.007380073800738007,2,271,mid,mid,low,dynamic_gen
4918,16721.1,4820.882331000001,0.28831131510486757,0.3082750355476167,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
4919,15003.009999999998,5196.7977224999995,0.34638367384278224,0.2790649246460648,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
4920,14193.090000000004,5425.481427,0.38226217314200067,0.2698091540882063,0.0036900369003690036,1,271,low,high,low,dynamic_gen
4921,13629.360000000002,5625.284490000001,0.41273284218774764,0.26435838243185267,0.0,0,271,low,high,low,dynamic_gen
4922,13612.310000000003,5781.8038815,0.42474817878082405,0.26660430064015983,0.0,0,271,low,high,low,dynamic_gen
4923,13739.669999999998,5884.2036315000005,0.42826382522287665,0.26824547285687284,0.0,0,271,low,high,low,dynamic_gen
4924,13979.609999999999,5878.795689000001,0.4205264445145467,0.26519379788998726,0.0,0,271,low,high,low,dynamic_gen
4925,14884.499999999998,5774.121633494835,0.3879284916184511,0.2656515620336398,0.0036900369003690036,1,271,low,high,low,dynamic_gen
4926,16785.210000000006,5916.958184656115,0.352510226839945,0.2884972148840251,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
4927,18264.65999999999,6985.462210225616,0.3824578289563354,0.3101011817225238,0.007380073800738007,2,271,mid,high,low,dynamic_gen
4928,18665.680000000004,8268.231195740855,0.44296437074571365,0.3091487951023996,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4929,18366.129999999997,9399.213856859498,0.5117688841829771,0.31234531797928333,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4930,18176.55,10809.471908712809,0.5946932673534202,0.32935583999081786,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4931,18181.17999999999,11670.714015642721,0.641911801964599,0.36755610938440625,0.01107011070110701,3,271,mid,high,low,dynamic_gen
4932,17834.120000000003,12874.059767754921,0.7218780499264847,0.3846937701474242,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
4933,17377.45000000001,13751.414344470699,0.7913367234243626,0.3921901752169191,0.03690036900369004,10,271,mid,high,mid,dynamic_gen
4934,16976.41,14216.627241066677,0.8374342538302667,0.39618032486077226,0.055350553505535055,15,271,mid,high,high,dynamic_gen
4935,16802.560000000005,14711.828274931708,0.8755706436954669,0.40585712718823486,0.055350553505535055,15,271,low,high,high,dynamic_gen
4936,16800.33,14619.38017972185,0.8701841082717927,0.4151005290464374,0.06273062730627306,17,271,low,high,high,dynamic_gen
4937,17390.55,14206.267112133446,0.8168957918026426,0.42102720863731946,0.055350553505535055,15,271,mid,high,high,dynamic_gen
4938,18301.650000000005,12571.843184300396,0.6869240305819635,0.4366206132923588,0.07749077490774908,21,271,mid,high,high,dynamic_gen
4939,18912.560000000005,10462.319627425604,0.5531942596573707,0.45847856889393196,0.07380073800738007,20,271,mid,high,high,dynamic_gen
4940,18750.76000000001,9469.356070773774,0.5050118539607872,0.4641513071596832,0.08118081180811808,22,271,mid,high,high,dynamic_gen
4941,18097.98,9399.959267999999,0.519392731564517,0.46521361527207,0.07380073800738007,20,271,mid,high,high,dynamic_gen
4942,17396.41,9403.519551000001,0.5405436840704491,0.45042017627459463,0.07380073800738007,20,271,mid,high,high,dynamic_gen
4943,15888.190000000008,9241.204696499999,0.5816398656171656,0.4357829887747593,0.055350553505535055,15,271,low,high,high,dynamic_gen
4944,15212.830000000007,8902.5529845,0.5852003200259253,0.42064374130934584,0.04428044280442804,12,271,low,high,mid,dynamic_gen
4945,14796.720000000001,8500.667388,0.5744967390070231,0.40974849886404385,0.04797047970479705,13,271,low,high,mid,dynamic_gen
4946,14446.050000000001,8048.3972895,0.5571348077502154,0.4044197383953355,0.04797047970479705,13,271,low,high,mid,dynamic_gen
4947,14510.300000000003,7594.328215500001,0.5233749967609215,0.4023116832198095,0.04797047970479705,13,271,low,high,mid,dynamic_gen
4948,14560.390000000009,6998.582586,0.4806590061117866,0.38710476892567025,0.04428044280442804,12,271,low,high,mid,dynamic_gen
4949,15551.000000000007,6291.894179434128,0.404597400773849,0.3548900664881495,0.007380073800738007,2,271,low,high,low,dynamic_gen
4950,17530.93999999999,6062.956395251435,0.34584320037895505,0.3659522643192992,0.02952029520295203,8,271,mid,mid,mid,dynamic_gen
4951,19378.990000000005,6839.353888050961,0.35292623031700615,0.35124232193955507,0.04059040590405904,11,271,mid,mid,mid,dynamic_gen
4952,19695.219999999998,8912.946450450469,0.45254363497592154,0.3470616343522021,0.04797047970479705,13,271,mid,high,mid,dynamic_gen
4953,19299.819999999996,10982.387869484139,0.569040948023564,0.36484559457684124,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
4954,18892.219999999998,11569.190435836086,0.6123785577256716,0.3550439783647797,0.01107011070110701,3,271,mid,high,low,dynamic_gen
4955,18818.57,9584.627884498304,0.5093175456210702,0.33426597186303586,0.01845018450184502,5,271,mid,high,mid,dynamic_gen
4956,18465.31,8200.603075299134,0.44410860555815923,0.30660485607066307,0.01107011070110701,3,271,mid,high,low,dynamic_gen
4957,18122.270000000008,6812.150015057756,0.37589937767496856,0.2886712698124163,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4958,18065.970000000005,5643.760873665667,0.31239733452815793,0.27733358066718994,0.0036900369003690036,1,271,mid,mid,low,dynamic_gen
4959,17881.58,4245.822487489102,0.23744112586746258,0.27053181645543933,0.0,0,271,mid,mid,low,dynamic_gen
4960,17887.840000000004,3483.626258914602,0.19474829039809174,0.2782161484666187,0.0,0,271,mid,mid,low,dynamic_gen
4961,18318.280000000006,2870.246498889591,0.15668755466613624,0.2935063579645165,0.007380073800738007,2,271,mid,mid,low,dynamic_gen
4962,18983.889999999992,2462.4104969525256,0.12971053334972582,0.3087666856604529,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
4963,19227.789999999994,2254.0029556029313,0.11722631439197807,0.31426741045501055,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
4964,18770.789999999997,2157.45905754528,0.11493704087815591,0.31145734321192975,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
4965,18316.69000000001,2494.1053065000006,0.13616572134484992,0.3040985266007824,0.007380073800738007,2,271,mid,low,low,dynamic_gen
4966,17324.75999999999,3056.1559949999996,0.17640394412390134,0.2792946381204825,0.0036900369003690036,1,271,mid,mid,low,dynamic_gen
4967,15749.429999999998,3533.7858479999995,0.2243754756838819,0.25756411109307337,0.0,0,271,low,mid,low,dynamic_gen
4968,14875.0,3857.446743000001,0.25932415078991605,0.2527224259290911,0.0,0,271,low,mid,low,dynamic_gen
4969,14614.380000000005,4055.5956569999994,0.27750719886851155,0.2498250699525016,0.0,0,271,low,mid,low,dynamic_gen
4970,14563.389999999998,4170.543025500001,0.2863717187756423,0.25107279928492865,0.0,0,271,low,mid,low,dynamic_gen
4971,14473.249999999998,4232.771498999999,0.29245480448413447,0.25173361471140476,0.0,0,271,low,mid,low,dynamic_gen
4972,14650.740000000002,4310.907105000001,0.2942450077607002,0.2550698126542349,0.0,0,271,low,mid,low,dynamic_gen
4973,15332.689999999999,4402.184944286362,0.28711106428724265,0.266101202864916,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
4974,17367.639999999996,4805.558862295771,0.276696135012919,0.2860768860481665,0.0,0,271,mid,mid,low,dynamic_gen
4975,19064.389999999992,5970.882165090864,0.31319555281290756,0.3058444340176296,0.007380073800738007,2,271,mid,mid,low,dynamic_gen
4976,19512.62999999999,7534.67153877728,0.3861433101933099,0.3170034597316504,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4977,19157.649999999994,8815.28644814817,0.46014445655642383,0.3077482013787133,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4978,19005.489999999994,9577.892606350584,0.5039539946799891,0.3057335294762117,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4979,19004.23,9900.333692825254,0.5209542135001131,0.30779980591018546,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4980,18682.690000000002,11152.035923874637,0.5969181056836373,0.3069453224364698,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4981,18449.299999999996,11601.63070382865,0.6288385306666732,0.3099509984630761,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4982,18171.640000000007,11691.893092528411,0.6434143034161147,0.31433396767933885,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4983,18071.18,11541.762818954601,0.6386834074451475,0.31486346742926663,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4984,17899.969999999994,11985.15355565403,0.6695627733261024,0.32761578427509774,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4985,18298.35,10751.526913459764,0.5875681093355283,0.3123106753301433,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4986,18733.13,9064.343818861544,0.4838670216275413,0.31420218607767375,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4987,19092.640000000007,7844.741053997932,0.41087775467394394,0.34625947183191347,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
4988,18697.40000000001,7571.599006953127,0.40495464647240387,0.35353140910439806,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
4989,18277.420000000013,7738.000803,0.4233639541576434,0.34698401463222484,0.01107011070110701,3,271,mid,high,low,dynamic_gen
4990,17478.959999999995,7923.4273005000005,0.4533122851988907,0.33333758703289695,0.007380073800738007,2,271,mid,high,low,dynamic_gen
4991,16125.53,7973.7121050000005,0.4944775213589879,0.32276575998954216,0.0036900369003690036,1,271,low,high,low,dynamic_gen
4992,15168.029999999995,7971.603632999999,0.5255529975217613,0.31976866282359057,0.0,0,271,low,high,low,dynamic_gen
4993,14562.989999999996,7957.456144499999,0.5464163708482943,0.3189980523882587,0.0,0,271,low,high,low,dynamic_gen
4994,14321.029999999999,7930.2243419999995,0.5537467865090709,0.31973117176996346,0.0,0,271,low,high,low,dynamic_gen
4995,14244.459999999997,7895.671024499999,0.554297672533743,0.32028905903310956,0.0,0,271,low,high,low,dynamic_gen
4996,14408.46,7660.0904175000005,0.5316383858857922,0.3175629371132789,0.0,0,271,low,high,low,dynamic_gen
4997,15275.670000000004,7469.170309889263,0.48895860606371183,0.31714789501910756,0.0,0,271,low,high,low,dynamic_gen
4998,17445.550000000007,7834.959187402266,0.449109325151816,0.3386372438474225,0.0036900369003690036,1,271,mid,high,low,dynamic_gen
4999,19333.510000000002,9604.82840309115,0.496796929429325,0.3743609667760594,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
5000,19780.070000000007,12063.954501661596,0.609904540361161,0.3973523467383925,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
5001,19648.459999999992,14049.56404091999,0.7150465757072053,0.4277779727047332,0.05166051660516605,14,271,mid,high,high,dynamic_gen
5002,19695.219999999998,15021.746468940113,0.7627102651780541,0.4290830850037473,0.055350553505535055,15,271,mid,high,high,dynamic_gen
5003,19289.029999999995,15036.232323138553,0.7795224707068503,0.4266466664428846,0.04797047970479705,13,271,mid,high,mid,dynamic_gen
5004,18815.28,15585.393912874439,0.8283370703425322,0.43161780456084303,0.04797047970479705,13,271,mid,high,mid,dynamic_gen
5005,18096.67000000001,15311.37837817787,0.8460881686065923,0.42520368530737757,0.04428044280442804,12,271,mid,high,mid,dynamic_gen
5006,17620.389999999996,14399.405610241198,0.8172012997579056,0.4135682732937287,0.04059040590405904,11,271,mid,high,mid,dynamic_gen
5007,17466.86,13669.696742752089,0.7826075632799535,0.41138291612591615,0.055350553505535055,15,271,mid,high,high,dynamic_gen
5008,17574.869999999995,12909.669463405093,0.7345527712811017,0.40973262471070365,0.04797047970479705,13,271,mid,high,mid,dynamic_gen
5009,18607.05999999999,10989.247397650797,0.5905955802609764,0.3923265867705963,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
5010,19292.57,9001.480384363076,0.46657756765236963,0.3732660348335126,0.02952029520295203,8,271,mid,high,mid,dynamic_gen
5011,19116.44,6811.806651429764,0.35633238466104383,0.36126248073548795,0.03690036900369004,10,271,mid,mid,mid,dynamic_gen
5012,18866.010000000006,5924.8603988742925,0.31404946773982895,0.35277153830457925,0.025830258302583026,7,271,mid,mid,mid,dynamic_gen
5013,18288.500000000004,5850.7484429999995,0.31991406856767907,0.35218320331612185,0.02952029520295203,8,271,mid,mid,mid,dynamic_gen
5014,17264.859999999997,6101.547501,0.35340845515109887,0.357848060462228,0.025830258302583026,7,271,mid,mid,mid,dynamic_gen
5015,16007.979999999996,6206.764091999999,0.3877293757238578,0.3307645620549457,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5016,15022.619999999997,6154.250407500001,0.40966558479812454,0.322419879858834,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5017,14305.999999999995,6054.383458500001,0.4232058897315814,0.3158644910015302,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5018,13763.820000000002,5968.579461,0.43364265596324275,0.3098553868305076,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5019,13780.580000000002,5883.053973000001,0.42690902509183215,0.3085594107436483,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5020,13826.390000000001,5538.35169,0.4005638268557447,0.30229963772521323,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5021,13882.060000000001,5173.085259977657,0.3726453609894826,0.2946702422418555,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5022,14365.269999999991,5359.792765621592,0.3731076941555289,0.29418398125529,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5023,15175.489999999996,7294.3441592484105,0.4806661372547715,0.31469121614715406,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5024,16133.140000000003,10330.679666461949,0.640339057769408,0.354746844159855,0.0,0,271,low,high,low,dynamic_gen
5025,17086.010000000002,12957.086107145446,0.758344757327512,0.39890090258382777,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
5026,17868.469999999994,14016.46555708808,0.7844244950512319,0.41973496992344633,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
5027,18335.35,13970.813624660428,0.7619605638649074,0.4198915703847577,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
5028,18224.08000000001,14236.959804319438,0.7812169286087106,0.4226460792487788,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
5029,17200.42,14725.01054159025,0.8560843596604183,0.4334916125999685,0.04059040590405904,11,271,mid,high,mid,dynamic_gen
5030,16356.400000000001,14105.899178313432,0.8624085482327059,0.42228951579243756,0.02952029520295203,8,271,low,high,mid,dynamic_gen
5031,15530.710000000003,13568.939452244924,0.8736844260336405,0.41607688813168664,0.025830258302583026,7,271,low,high,mid,dynamic_gen
5032,15490.14,12900.26646522917,0.8328050272772983,0.39617858442088516,0.02214022140221402,6,271,low,high,mid,dynamic_gen
5033,15980.850000000006,11311.142799495194,0.707793565392028,0.3699486101255063,0.0,0,271,low,high,low,dynamic_gen
5034,16275.850000000002,9056.321184999779,0.556426926089868,0.35040492426669617,0.0,0,271,low,high,low,dynamic_gen
5035,16468.950000000004,7098.864303054441,0.43104534916035564,0.3481714466053714,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5036,15954.940000000004,6782.53563232829,0.4251056808943367,0.35746100037016887,0.007380073800738007,2,271,low,high,low,dynamic_gen
5037,15728.420000000002,7060.1876115000005,0.44888091820411713,0.3671641223834702,0.007380073800738007,2,271,low,high,low,dynamic_gen
5038,15182.109999999999,7320.9672825,0.4822101330118146,0.37337782907807593,0.01107011070110701,3,271,low,high,low,dynamic_gen
5039,13999.95,7459.268072999998,0.5328067652384472,0.3778086499172387,0.04428044280442804,12,271,low,high,mid,dynamic_gen
5040,13720.649999999992,7546.2707985,0.5499936809480603,0.3874696592134407,0.04797047970479705,13,271,low,high,mid,dynamic_gen
5041,12971.269999999993,7522.689802500001,0.5799501361470392,0.37835060085758293,0.04797047970479705,13,271,low,high,mid,dynamic_gen
5042,12512.260000000007,7384.098996,0.590149101441306,0.37049691619661373,0.04797047970479705,13,271,low,high,mid,dynamic_gen
5043,12346.669999999995,7188.2769585,0.5822037001474893,0.36798801213349164,0.04797047970479705,13,271,low,high,mid,dynamic_gen
5044,12350.869999999999,6855.072067499999,0.5550274650692624,0.36594722129452417,0.04797047970479705,13,271,low,high,mid,dynamic_gen
5045,12223.93,6414.071017537028,0.5247143118078251,0.35850817662332707,0.04428044280442804,12,271,low,high,mid,dynamic_gen
5046,12084.420000000004,6357.886748859183,0.5261226230848631,0.3498385063376939,0.025830258302583026,7,271,low,high,mid,dynamic_gen
5047,12384.99,7483.324025163312,0.6042252779504313,0.3572459270199339,0.033210332103321034,9,271,low,high,mid,dynamic_gen
5048,12949.050000000007,8932.272547373217,0.6898013790489042,0.3597360465417813,0.025830258302583026,7,271,low,high,mid,dynamic_gen
5049,13322.570000000002,10430.68036906099,0.7829330503844971,0.3711699688383777,0.02214022140221402,6,271,low,high,mid,dynamic_gen
5050,13002.690000000004,11359.793225030462,0.873649469842814,0.3890126800348699,0.033210332103321034,9,271,low,high,mid,dynamic_gen
5051,13035.839999999997,12121.58534793812,0.9298660729142214,0.4137814024198128,0.04059040590405904,11,271,low,high,mid,dynamic_gen
5052,13037.410000000005,11582.71815419595,0.8884217152176657,0.392808003034566,0.033210332103321034,9,271,low,high,mid,dynamic_gen
5053,12727.729999999996,11164.34723218624,0.8771671957361008,0.3859475524387914,0.033210332103321034,9,271,low,high,mid,dynamic_gen
5054,12593.48,10969.589641501747,0.8710530879075321,0.3823335273617396,0.033210332103321034,9,271,low,high,mid,dynamic_gen
5055,12394.379999999997,9901.969846978589,0.7989080411427268,0.35233947751130473,0.02214022140221402,6,271,low,high,mid,dynamic_gen
5056,12781.699999999997,9319.062542940212,0.729094137942544,0.3686381037506285,0.03690036900369004,10,271,low,high,mid,dynamic_gen
5057,13791.630000000003,8440.358170266054,0.6119913433195389,0.34126452166921645,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5058,14586.550000000003,6743.085070993341,0.4622810103138398,0.3056521010476101,0.0036900369003690036,1,271,low,high,low,dynamic_gen
5059,15348.699999999993,4821.3207779909635,0.314119161752524,0.3100022863992771,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5060,15554.329999999996,4145.036161111302,0.26648760577352437,0.32297992540568976,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5061,15589.939999999995,3921.925392,0.25156770276216595,0.31422417365687455,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5062,15502.910000000003,3800.2708409999996,0.24513274224000517,0.31017048295660965,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5063,14431.049999999997,3659.718912,0.2536003209745653,0.2913842972459823,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5064,13359.6,3515.5992825,0.2631515376583131,0.27371002308501574,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5065,12510.680000000002,3360.9303674999996,0.26864489919812506,0.2710036766794542,0.007380073800738007,2,271,low,mid,low,dynamic_gen
5066,12129.300000000003,3196.6949985,0.2635514826494521,0.2676747276573636,0.007380073800738007,2,271,low,mid,low,dynamic_gen
5067,12107.999999999993,3028.983988499999,0.2501638576560952,0.26303689351694776,0.007380073800738007,2,271,low,mid,low,dynamic_gen
5068,12438.93,2775.6745005000002,0.223144153114456,0.25526176569772174,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5069,13715.04,2530.712852226988,0.18452099682005943,0.2656197812961362,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5070,16462.8,2667.3036472755743,0.16202004806445894,0.2927360336301413,0.0036900369003690036,1,271,low,mid,low,dynamic_gen
5071,17960.170000000006,3939.432121412244,0.21934269672348553,0.31108435467396384,0.02214022140221402,6,271,mid,mid,mid,dynamic_gen
5072,18704.61,6189.688458772539,0.33091780362020584,0.31941964063394473,0.02214022140221402,6,271,mid,mid,mid,dynamic_gen
5073,18422.71,8209.887317925764,0.4456395024361652,0.34510281825763617,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
5074,18151.980000000003,9277.446996827344,0.5110983483249399,0.36027640606668526,0.01845018450184502,5,271,mid,high,mid,dynamic_gen
5075,17926.140000000003,9921.954633955489,0.5534908593794028,0.36670106462170066,0.02952029520295203,8,271,mid,high,mid,dynamic_gen
5076,17709.090000000007,10125.35120931026,0.5717601079056155,0.3632121936720383,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
5077,17185.210000000006,9838.490868535619,0.5724975643902876,0.3511038611891924,0.02214022140221402,6,271,mid,high,mid,dynamic_gen
5078,17103.420000000002,9087.719421079883,0.5313393123176465,0.3518107426476786,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
5079,17450.790000000005,7969.376367031503,0.456677111295907,0.3508586148721633,0.01845018450184502,5,271,mid,high,mid,dynamic_gen
5080,17779.800000000003,6749.4399183932555,0.37961281445197664,0.33536695794036697,0.025830258302583026,7,271,mid,high,mid,dynamic_gen
5081,18255.130000000005,4916.724683726877,0.2693338630690045,0.3170054460424803,0.014760147601476014,4,271,mid,mid,mid,dynamic_gen
5082,18456.790000000005,2607.1902449715644,0.14125913796340336,0.3204446282699189,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
5083,18919.05,1042.9243702399594,0.05512562048517021,0.33111853805606445,0.03690036900369004,10,271,mid,low,mid,dynamic_gen
5084,18773.370000000003,769.0280191246194,0.040963770443166,0.3317531475216915,0.03690036900369004,10,271,mid,low,mid,dynamic_gen
5085,18224.400000000005,895.4336729999999,0.04913378070059918,0.3218545253383564,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
5086,17317.93,928.4213040000003,0.053610408634288294,0.3089167086963409,0.01845018450184502,5,271,mid,low,mid,dynamic_gen
5087,15992.620000000003,881.0665319999999,0.05509206946704166,0.28747998335854513,0.007380073800738007,2,271,low,low,low,dynamic_gen
5088,14915.560000000003,797.7472590000001,0.05348423116530656,0.25918213874866336,0.0036900369003690036,1,271,low,low,low,dynamic_gen
5089,14351.799999999997,703.4956245,0.04901793673964242,0.2489996953958334,0.0036900369003690036,1,271,low,low,low,dynamic_gen
5090,13861.730000000003,633.8393595,0.04572584803628406,0.24707481195637568,0.0,0,271,low,low,low,dynamic_gen
5091,14106.009999999997,577.3568309999999,0.040929846994295346,0.24724755111317254,0.0036900369003690036,1,271,low,low,low,dynamic_gen
5092,14343.64,550.721757,0.03839483959441258,0.2514906578844503,0.0036900369003690036,1,271,low,low,low,dynamic_gen
5093,15335.930000000002,519.5235758285547,0.03387623546981205,0.281603968045845,0.007380073800738007,2,271,low,low,low,dynamic_gen
5094,17312.329999999998,774.2110116235121,0.04472020875431049,0.31213053306503985,0.01845018450184502,5,271,mid,low,mid,dynamic_gen
5095,19018.599999999995,1961.0467998687468,0.10311204819853971,0.3313768955164726,0.025830258302583026,7,271,mid,low,mid,dynamic_gen
5096,19790.820000000003,4327.5794681064235,0.21866600111094048,0.3464113186900846,0.04797047970479705,13,271,mid,mid,mid,dynamic_gen
5097,19838.33,6621.461339646181,0.3337711057153591,0.3737766499328216,0.04797047970479705,13,271,mid,mid,mid,dynamic_gen
5098,19856.619999999988,8009.282151902021,0.40335576507492343,0.4055588016537861,0.05904059040590406,16,271,mid,high,high,dynamic_gen
5099,19921.52,8987.095044419859,0.45112496658989165,0.430630402654234,0.07749077490774908,21,271,mid,high,high,dynamic_gen
5100,19550.23999999999,9373.153072622586,0.4794392842554665,0.4417218007544528,0.08856088560885608,24,271,mid,high,high,dynamic_gen
5101,19207.78,8923.456543899061,0.46457511195458623,0.42540666216389156,0.08118081180811808,22,271,mid,high,high,dynamic_gen
5102,19235.979999999996,8176.138343127153,0.42504402391389234,0.4087071994350408,0.055350553505535055,15,271,mid,high,high,dynamic_gen
5103,19223.469999999998,7167.95219560478,0.37287504262262644,0.3890102319966942,0.03690036900369004,10,271,mid,high,mid,dynamic_gen
5104,19039.59,5564.460233286409,0.2922573560295368,0.35530368409938123,0.04797047970479705,13,271,mid,mid,mid,dynamic_gen
5105,19008.77,3488.611476908889,0.18352641843259132,0.3299830006892181,0.02952029520295203,8,271,mid,mid,mid,dynamic_gen
5106,19369.870000000006,1809.721354860446,0.09342971093045258,0.33235921574721594,0.04059040590405904,11,271,mid,low,mid,dynamic_gen
5107,19630.800000000007,766.4880794002628,0.0390451779550636,0.3298007048082681,0.04797047970479705,13,271,mid,low,mid,dynamic_gen
5108,19291.289999999997,554.5421459999999,0.02874572649107447,0.3274528732559233,0.04797047970479705,13,271,mid,low,mid,dynamic_gen
5109,18875.859999999997,608.691513,0.032247087708851416,0.32759374097195193,0.04059040590405904,11,271,mid,low,mid,dynamic_gen
5110,17735.280000000002,553.3915395000001,0.031202864544568797,0.3149594630970356,0.033210332103321034,9,271,mid,low,mid,dynamic_gen
5111,16152.709999999997,497.1240015000001,0.030776507564365372,0.29179638615207454,0.01107011070110701,3,271,low,low,low,dynamic_gen
5112,15511.039999999997,430.5087989999999,0.027754992508561643,0.28325584532849746,0.007380073800738007,2,271,low,low,low,dynamic_gen
5113,15025.879999999997,362.414631,0.02411936146169143,0.2727471866697345,0.007380073800738007,2,271,low,low,low,dynamic_gen
5114,14603.589999999995,323.59320749999995,0.022158469766680663,0.2607084709236612,0.0036900369003690036,1,271,low,low,low,dynamic_gen
5115,14695.250000000002,312.8437875,0.021288769330225752,0.26355301694331307,0.0036900369003690036,1,271,low,low,low,dynamic_gen
