t,d2_objective,d1_mc_objective,n_total_candidates,n_initial_active,n_final_active,n_binding_final,n_screening_iterations
6814,1631579.7931217721,1631579.793421772,17627,65,65,0,1
6815,1508146.516173312,1508146.516440333,17627,65,65,0,1
6816,1400439.6437551507,1400439.6439642368,17627,65,65,0,1
6817,1361935.666080752,1361935.6662821427,17627,65,65,0,1
6818,1338728.1627957984,1338728.1630007406,17627,65,65,0,1
6819,1371923.994957521,1371923.9951823016,17627,65,65,0,1
6820,1445776.4917131865,1445776.4919873974,17627,65,65,0,1
6821,1589833.20108904,1589833.2013890399,17627,65,65,0,1
6822,1905786.0000388317,1905786.000338832,17627,65,65,0,1
6823,2100029.4223109414,2100029.422610942,17627,65,65,0,1
6824,2016902.7715076583,2016999.3212725248,17627,65,69,2,2
6825,1745365.813821387,1745748.59173617,17627,65,69,2,2
6826,1543047.0710315905,1549434.2503031148,17627,65,68,3,3
6827,1437337.0279067457,1450065.455819508,17627,65,70,3,2
6828,1397412.2774340012,1418030.123345329,17627,65,70,3,2
6829,1367673.5442863838,1390506.0362116564,17627,65,70,3,2
6830,1470283.151306537,1482516.5705842786,17627,65,70,3,2
6831,1647794.8235743754,1654847.8286479157,17627,65,68,3,2
6832,1789436.6555881314,1789517.6727089118,17627,65,67,2,2
6833,1997324.5092519308,1997345.032584412,17627,65,67,2,2
6834,2106216.987836243,2106216.9881362435,17627,65,65,0,1
6835,2191766.024992833,2191766.0252928333,17627,65,65,0,1
6836,2014498.0147158946,2014498.0150158948,17627,65,65,0,1
6837,1890949.8776092997,1890949.8779093,17627,65,65,0,1
6838,1758877.1545654563,1758877.1548654563,17627,65,65,0,1
6839,1573916.1407400765,1573916.1410400765,17627,65,65,0,1
6840,1429676.7943579166,1429676.794599701,17627,65,65,0,1
6841,1293638.279046679,1293638.279291892,17627,65,65,0,1
6842,1218793.8134868143,1218793.813786815,17627,65,65,0,1
6843,1224830.6206720788,1224830.6209654482,17627,65,65,0,1
6844,1276173.8454315378,1276173.8456985597,17627,65,65,0,1
6845,1409022.3890199843,1409022.3892411706,17627,65,65,0,1
6846,1765264.5531105692,1765264.5534105685,17627,65,65,0,1
6847,2057410.7817985956,2057410.7820985955,17627,65,65,0,1
6848,2109700.2966324314,2109714.078665214,17627,65,67,2,2
6849,2034174.9737170688,2034304.478863701,17627,65,69,2,2
6850,2025929.3158170364,2026085.062096876,17627,65,69,2,2
6851,2029069.089682671,2029275.8421502707,17627,65,69,2,2
6852,1961740.2285756469,1961909.1771357425,17627,65,69,2,2
6853,1906659.8784670553,1906755.6066484125,17627,65,67,2,2
6854,1787682.7484441253,1787729.3142133325,17627,65,67,2,2
6855,1688332.2136111585,1688333.3699597758,17627,65,67,2,2
6856,1625646.1244876576,1625646.1247876575,17627,65,65,0,1
6857,1715183.513083808,1715183.5133838078,17627,65,65,0,1
6858,1775636.454987423,1775636.4552874232,17627,65,65,0,1
6859,1877196.344002096,1877196.3443020964,17627,65,65,0,1
6860,1745980.4407467996,1745980.441046799,17627,65,65,0,1
6861,1711589.8933998058,1711589.893699806,17627,65,65,0,1
6862,1626048.822467649,1626048.8227676488,17627,65,65,0,1
6863,1494160.3104005659,1494160.3107005658,17627,65,65,0,1
6864,1268968.2650205474,1268968.2652896917,17627,65,65,0,1
6865,1147746.319824293,1147746.320040133,17627,65,65,0,1
6866,1060650.6223977571,1060650.6226725008,17627,65,65,0,1
6867,1061901.9966776385,1061901.9969581636,17627,65,65,0,1
6868,1091179.4594571167,1091179.4597333402,17627,65,65,0,1
6869,1112334.491571783,1112334.4918471193,17627,65,65,0,1
6870,1171340.9942615007,1171340.9945020825,17627,65,65,0,1
6871,1336960.0670643097,1336960.0673413177,17627,65,65,0,1
6872,1400340.002676737,1400340.002976737,17627,65,65,0,1
6873,1391694.4850921785,1391694.4853921784,17627,65,65,0,1
6874,1333776.879762956,1333776.8800629554,17627,65,65,0,1
6875,1207709.2377955313,1207709.2379964045,17627,65,65,0,1
6876,1125694.1542709253,1125694.1545128478,17627,65,65,0,1
6877,1079557.538232664,1079557.5384858442,17627,65,65,0,1
6878,1064807.5889408914,1064807.5892091186,17627,65,65,0,1
6879,1108487.4624603034,1108487.4627155995,17627,65,65,0,1
6880,1127837.4301147233,1127837.430382044,17627,65,65,0,1
6881,1222719.1279278486,1222719.1281494272,17627,65,65,0,1
6882,1303473.2832659152,1303473.283565915,17627,65,65,0,1
6883,1377201.7290560245,1377201.7293560244,17627,65,65,0,1
6884,1237106.1911063325,1237106.1914063324,17627,65,65,0,1
6885,1197214.4638999451,1197214.4641916228,17627,65,65,0,1
6886,1169267.5453897926,1169267.545674887,17627,65,65,0,1
6887,1017624.4698202516,1017624.4700426665,17627,65,65,0,1
6888,868730.8783776804,868730.8786746062,17627,65,65,0,1
6889,789762.5243170032,789762.5245713135,17627,65,65,0,1
6890,744702.8791225036,744702.8793503819,17627,65,65,0,1
6891,731583.1305043377,731583.1307178934,17627,65,65,0,1
6892,729986.2396437959,729986.2398507798,17627,65,65,0,1
6893,727048.7507677884,727048.7509969973,17627,65,65,0,1
6894,709265.9695996207,709265.9698567191,17627,65,65,0,1
6895,765124.679188659,765124.679434063,17627,65,65,0,1
6896,786185.1988429577,786185.1990632823,17627,65,65,0,1
6897,826911.7846834337,826911.7848913094,17627,65,65,0,1
6898,906991.4984440473,906991.4986828199,17627,65,65,0,1
6899,943974.3044887976,943974.3047513642,17627,65,65,0,1
6900,1027178.7513846223,1027178.7516825863,17627,65,65,0,1
6901,1057555.0986727986,1057555.0989727965,17627,65,65,0,1
6902,1086270.3186176121,1086270.3189176156,17627,65,65,0,1
6903,1132763.20638964,1132763.2066896067,17627,65,65,0,1
6904,1212302.6805173946,1212302.6807977918,17627,65,65,0,1
6905,1411133.8418199155,1411133.842071247,17627,65,65,0,1
6906,1606877.7375314995,1606877.737831499,17627,65,65,0,1
6907,1678270.6825407138,1678270.6828407138,17627,65,65,0,1
6908,1602984.6968873695,1602984.6971873695,17627,65,65,0,1
6909,1585998.5180137611,1585998.5183137609,17627,65,65,0,1
6910,1541063.5254904148,1541063.5257904148,17627,65,65,0,1
6911,1395590.5546724135,1395590.5549634295,17627,65,65,0,1
6912,1251972.8091325932,1251972.8093417191,17627,65,65,0,1
6913,1148978.0762354366,1148978.0765265313,17627,65,65,0,1
6914,1090035.6582662577,1090035.6585395227,17627,65,65,0,1
6915,1104765.1674022777,1104765.1676848782,17627,65,65,0,1
6916,1133867.7054150323,1133867.7057104167,17627,65,65,0,1
6917,1285875.6825918239,1285875.6828213793,17627,65,65,0,1
6918,1743378.5709755549,1743378.5712755548,17627,65,65,0,1
6919,2120159.8680910226,2120159.8683910226,17627,65,65,0,1
6920,2212515.2473913925,2212515.247691393,17627,65,65,0,1
6921,2221812.3728384334,2221812.3731384333,17627,65,65,0,1
6922,2209773.3569071065,2209773.357207106,17627,65,65,0,1
6923,2175768.8164817197,2175768.8167817197,17627,65,65,0,1
6924,2122305.1313551087,2122305.131655109,17627,65,65,0,1
6925,2130547.6164097507,2130547.6167097506,17627,65,65,0,1
6926,2079896.3071177702,2079896.3074177701,17627,65,65,0,1
6927,2090056.0016771103,2090056.0019771103,17627,65,65,0,1
6928,2033289.124198888,2033289.124498888,17627,65,65,0,1
6929,2097285.486777967,2097285.487077967,17627,65,65,0,1
6930,2196537.0817151135,2196537.0820151134,17627,65,65,0,1
6931,2276436.8784839604,2276436.8787839604,17627,65,65,0,1
6932,2085955.1209811554,2085955.1212811552,17627,65,65,0,1
6933,1920291.2966398005,1920291.296939801,17627,65,65,0,1
6934,1744675.0117493072,1744675.0120493076,17627,65,65,0,1
6935,1568303.1457821138,1568303.1460821135,17627,65,65,0,1
6936,1420501.1936587768,1420501.1939289956,17627,65,65,0,1
6937,1381137.4503685022,1381137.4506063433,17627,65,65,0,1
6938,1336143.7109686004,1336143.7111732305,17627,65,65,0,1
6939,1381135.7257314194,1381135.7259681372,17627,65,65,0,1
6940,1461792.5679833884,1461792.56827526,17627,65,65,0,1
6941,1620911.779772399,1620911.7800723992,17627,65,65,0,1
6942,1987834.8768141312,1987834.8771141313,17627,65,65,0,1
6943,2224628.5699216314,2224628.5702216313,17627,65,65,0,1
6944,2186822.142241178,2186822.142541178,17627,65,65,0,1
6945,2021068.6425668476,2021068.6428668478,17627,65,65,0,1
6946,1978648.8126877653,1978648.8129877653,17627,65,65,0,1
6947,2051697.1158438881,2051697.1161438883,17627,65,65,0,1
6948,2129910.7271080874,2129910.7274080873,17627,65,65,0,1
6949,2172678.8539753356,2172678.854275336,17627,65,65,0,1
6950,2157970.8484719507,2157970.8487719507,17627,65,65,0,1
6951,2189699.182486701,2189699.1827867012,17627,65,65,0,1
6952,2209098.1931232493,2209098.1934232493,17627,65,65,0,1
6953,2294474.850617981,2294474.850917981,17627,65,65,0,1
6954,2445242.250363967,2445242.25066397,17627,65,65,0,1
6955,2565000.2501994884,2565000.2504994883,17627,65,65,0,1
6956,2346317.384192921,2346317.3844929207,17627,65,65,0,1
6957,2224558.8815688975,2224558.8818688975,17627,65,65,0,1
6958,2060649.868230043,2060649.868530043,17627,65,65,0,1
6959,1833753.668522243,1833753.6688222433,17627,65,65,0,1
6960,1653295.343788797,1653295.3440887965,17627,65,65,0,1
6961,1573463.8666512608,1573463.8669512605,17627,65,65,0,1
6962,1505426.0426033684,1505426.0429033684,17627,65,65,0,1
6963,1514940.824286696,1514940.824586696,17627,65,65,0,1
