contingency_idx,mtu_active_count,mtu_binding_count,mtu_near_binding_count,avg_active_rows_when_active,avg_binding_rows_when_active,best_min_abs_slack,mean_min_abs_slack_when_active,active_frequency,binding_frequency,near_binding_frequency,selection_score
123,49,1,1,1.4081632653061225,0.02040816326530612,7.993605777301127e-14,159.87472693248304,0.005593607305936073,0.00011415525114155251,0.00011415525114155251,0.00011415525114155251
119,566,0,0,1.4063604240282686,0.0,24.77577014109758,235.27370220954367,0.06461187214611872,0.0,0.0,0.0
235,540,0,0,1.4796296296296296,0.0,29.33835092945219,238.89184495947399,0.06164383561643835,0.0,0.0,0.0
247,367,0,0,1.8773841961852862,0.0,73.51246928425925,287.3556606360939,0.04189497716894977,0.0,0.0,0.0
47,229,0,0,1.017467248908297,0.0,81.31234799171443,121.53918393970682,0.026141552511415526,0.0,0.0,0.0
58,209,0,0,1.0,0.0,105.44193087080433,181.90957737416105,0.023858447488584476,0.0,0.0,0.0
167,174,0,0,1.8103448275862069,0.0,200.01025403000986,470.54074971158826,0.01986301369863014,0.0,0.0,0.0
210,174,0,0,1.8103448275862069,0.0,200.01025403000986,470.54074971158826,0.01986301369863014,0.0,0.0,0.0
146,115,0,0,1.0869565217391304,0.0,65.35839941387336,131.5448630173033,0.013127853881278538,0.0,0.0,0.0
52,95,0,0,1.3894736842105264,0.0,1.5912244344642659,359.7409017511415,0.010844748858447488,0.0,0.0,0.0
244,95,0,0,1.3894736842105264,0.0,1.5912244344642659,359.7409017511415,0.010844748858447488,0.0,0.0,0.0
201,80,0,0,1.5375,0.0,5.233272937084902,392.57815179097787,0.0091324200913242,0.0,0.0,0.0
104,67,0,0,1.164179104477612,0.0,132.74878360142398,223.03949655917867,0.007648401826484018,0.0,0.0,0.0
252,54,0,0,1.8333333333333333,0.0,50.54277003035148,385.61763205139164,0.0061643835616438354,0.0,0.0,0.0
56,52,0,0,1.0,0.0,201.94128759844563,417.89246093152957,0.005936073059360731,0.0,0.0,0.0
110,47,0,0,2.127659574468085,0.0,308.0991785414526,487.6914261786851,0.005365296803652968,0.0,0.0,0.0
35,41,0,0,1.0975609756097562,0.0,166.6746396418779,208.69284106244407,0.0046803652968036525,0.0,0.0,0.0
113,37,0,0,1.2702702702702702,0.0,151.9164431693781,299.3695887448357,0.004223744292237443,0.0,0.0,0.0
50,30,0,0,1.2666666666666666,0.0,175.42653571976143,309.3754408553771,0.003424657534246575,0.0,0.0,0.0
149,27,0,0,1.0,0.0,175.13789039311467,186.0062923702427,0.0030821917808219177,0.0,0.0,0.0
116,23,0,0,1.7391304347826086,0.0,202.04355448266568,487.5963293572135,0.002625570776255708,0.0,0.0,0.0
51,21,0,0,1.0,0.0,163.40612467786474,180.28992934063902,0.002397260273972603,0.0,0.0,0.0
101,21,0,0,1.5238095238095237,0.0,192.7360426649569,429.7783403279983,0.002397260273972603,0.0,0.0,0.0
135,20,0,0,1.5,0.0,178.9243423869821,434.1031611387769,0.00228310502283105,0.0,0.0,0.0
30,20,0,0,1.55,0.0,193.98251151873717,449.1967591077605,0.00228310502283105,0.0,0.0,0.0
46,20,0,0,2.35,0.0,338.46763672260755,481.7532145142894,0.00228310502283105,0.0,0.0,0.0
38,19,0,0,1.3157894736842106,0.0,183.534221861201,377.14934599674825,0.0021689497716894978,0.0,0.0,0.0
94,19,0,0,1.5263157894736843,0.0,189.8865740991495,512.4403419009585,0.0021689497716894978,0.0,0.0,0.0
242,19,0,0,1.5263157894736843,0.0,189.8865740991495,512.4403419009585,0.0021689497716894978,0.0,0.0,0.0
251,19,0,0,1.631578947368421,0.0,196.18001689717477,434.6488604163747,0.0021689497716894978,0.0,0.0,0.0
31,19,0,0,1.5789473684210527,0.0,196.47623707662143,433.2842883567366,0.0021689497716894978,0.0,0.0,0.0
182,19,0,0,1.631578947368421,0.0,196.52281011293533,433.5493902653611,0.0021689497716894978,0.0,0.0,0.0
254,19,0,0,1.5263157894736843,0.0,196.94829392999767,454.92419640282196,0.0021689497716894978,0.0,0.0,0.0
32,19,0,0,1.5263157894736843,0.0,197.18271207569342,455.1859322160864,0.0021689497716894978,0.0,0.0,0.0
238,19,0,0,1.5263157894736843,0.0,197.21959762218708,455.2271161802399,0.0021689497716894978,0.0,0.0,0.0
136,18,0,0,1.2777777777777777,0.0,189.78084441189543,357.1412797024049,0.002054794520547945,0.0,0.0,0.0
108,17,0,0,1.2352941176470589,0.0,196.35707253275515,271.4725802475181,0.0019406392694063927,0.0,0.0,0.0
121,17,0,0,1.588235294117647,0.0,199.49508077473246,485.00308637131275,0.0019406392694063927,0.0,0.0,0.0
168,17,0,0,1.588235294117647,0.0,200.58335448554988,484.5468481203051,0.0019406392694063927,0.0,0.0,0.0
207,17,0,0,1.588235294117647,0.0,200.8794906777389,485.4269494407512,0.0019406392694063927,0.0,0.0,0.0
28,17,0,0,1.588235294117647,0.0,200.96332109172633,485.5971735238065,0.0019406392694063927,0.0,0.0,0.0
180,17,0,0,1.588235294117647,0.0,200.97719856667186,485.62535280069835,0.0019406392694063927,0.0,0.0,0.0
43,17,0,0,1.588235294117647,0.0,201.16615761675632,487.94535818095596,0.0019406392694063927,0.0,0.0,0.0
267,16,0,0,1.625,0.0,201.20732504180162,504.1510005728044,0.0018264840182648401,0.0,0.0,0.0
26,16,0,0,1.625,0.0,201.272700094848,504.2746081518387,0.0018264840182648401,0.0,0.0,0.0
178,16,0,0,1.625,0.0,201.28353091130583,504.29508646793823,0.0018264840182648401,0.0,0.0,0.0
151,16,0,0,1.625,0.0,201.60401799352474,504.478062154372,0.0018264840182648401,0.0,0.0,0.0
264,16,0,0,1.625,0.0,201.60401799352474,504.478062154372,0.0018264840182648401,0.0,0.0,0.0
34,16,0,0,1.625,0.0,201.65223856271982,505.1217080941861,0.0018264840182648401,0.0,0.0,0.0
120,16,0,0,1.625,0.0,201.6767753430698,504.2068222986583,0.0018264840182648401,0.0,0.0,0.0
263,16,0,0,1.625,0.0,202.09928524493466,505.6103609048132,0.0018264840182648401,0.0,0.0,0.0
11,16,0,0,1.625,0.0,202.11906617936125,505.6607319858777,0.0018264840182648401,0.0,0.0,0.0
172,16,0,0,1.625,0.0,202.12232641916827,505.6690340104465,0.0018264840182648401,0.0,0.0,0.0
10,16,0,0,1.625,0.0,202.17302932712278,505.7846312851154,0.0018264840182648401,0.0,0.0,0.0
171,16,0,0,1.625,0.0,202.17302932712278,505.7846312851154,0.0018264840182648401,0.0,0.0,0.0
14,16,0,0,1.625,0.0,202.18220166759116,505.6515392414192,0.0018264840182648401,0.0,0.0,0.0
174,16,0,0,1.625,0.0,202.18220166759116,505.6515392414192,0.0018264840182648401,0.0,0.0,0.0
269,16,0,0,1.625,0.0,202.1825371815425,505.8395629039383,0.0018264840182648401,0.0,0.0,0.0
9,16,0,0,1.625,0.0,202.19739016220691,505.8764139398604,0.0018264840182648401,0.0,0.0,0.0
234,16,0,0,1.625,0.0,202.19984002978026,505.8824921917609,0.0018264840182648401,0.0,0.0,0.0
169,16,0,0,1.625,0.0,202.22435319452262,505.72487423915396,0.0018264840182648401,0.0,0.0,0.0
203,16,0,0,1.625,0.0,202.22435319452262,505.72487423915396,0.0018264840182648401,0.0,0.0,0.0
68,16,0,0,1.625,0.0,202.26082226825702,503.89356828352254,0.0018264840182648401,0.0,0.0,0.0
0,16,0,0,1.625,0.0,202.40197865463438,506.34589674402235,0.0018264840182648401,0.0,0.0,0.0
152,16,0,0,1.625,0.0,202.40197865463438,506.34589674402235,0.0018264840182648401,0.0,0.0,0.0
221,16,0,0,1.625,0.0,202.4079968178115,506.4227914152468,0.0018264840182648401,0.0,0.0,0.0
227,16,0,0,1.625,0.0,202.4079968178115,506.4227914152468,0.0018264840182648401,0.0,0.0,0.0
27,16,0,0,1.625,0.0,202.41087875215044,506.4281159372187,0.0018264840182648401,0.0,0.0,0.0
179,16,0,0,1.625,0.0,202.41087875215044,506.4281159372187,0.0018264840182648401,0.0,0.0,0.0
131,16,0,0,1.625,0.0,202.41139491067204,505.3865234957891,0.0018264840182648401,0.0,0.0,0.0
232,16,0,0,1.625,0.0,202.42735874467667,506.29597378700754,0.0018264840182648401,0.0,0.0,0.0
189,16,0,0,1.625,0.0,202.42842877281086,506.30746394434425,0.0018264840182648401,0.0,0.0,0.0
230,16,0,0,1.625,0.0,202.42860479822676,506.3093541373769,0.0018264840182648401,0.0,0.0,0.0
81,16,0,0,1.625,0.0,202.43901417763755,506.4003470609349,0.0018264840182648401,0.0,0.0,0.0
222,16,0,0,1.625,0.0,202.43901417763755,506.4003470609349,0.0018264840182648401,0.0,0.0,0.0
225,16,0,0,1.625,0.0,202.44046719884417,505.61526888381877,0.0018264840182648401,0.0,0.0,0.0
73,16,0,0,1.625,0.0,202.4407629662459,505.6653551359533,0.0018264840182648401,0.0,0.0,0.0
191,16,0,0,1.625,0.0,202.44081171379105,505.673610210123,0.0018264840182648401,0.0,0.0,0.0
255,16,0,0,1.625,0.0,202.44207445036295,506.4730066412393,0.0018264840182648401,0.0,0.0,0.0
80,16,0,0,1.625,0.0,202.44228021471363,506.4741209594688,0.0018264840182648401,0.0,0.0,0.0
223,16,0,0,1.625,0.0,202.44231410491327,506.4743044920733,0.0018264840182648401,0.0,0.0,0.0
211,16,0,0,1.625,0.0,202.44468914503895,506.38341857053547,0.0018264840182648401,0.0,0.0,0.0
212,16,0,0,1.625,0.0,202.44468914503895,506.38341857053547,0.0018264840182648401,0.0,0.0,0.0
233,16,0,0,1.625,0.0,202.44495934607346,506.2717153494724,0.0018264840182648401,0.0,0.0,0.0
194,16,0,0,1.625,0.0,202.4449990068144,506.28444966761106,0.0018264840182648401,0.0,0.0,0.0
231,16,0,0,1.625,0.0,202.44500553726843,506.2865464736056,0.0018264840182648401,0.0,0.0,0.0
128,16,0,0,1.625,0.0,202.4456219033468,506.4632687888005,0.0018264840182648401,0.0,0.0,0.0
83,16,0,0,1.625,0.0,202.44566191918028,506.47702810562566,0.0018264840182648401,0.0,0.0,0.0
109,16,0,0,2.25,0.0,284.19666405421793,408.52342766450136,0.0018264840182648401,0.0,0.0,0.0
112,16,0,0,2.0,0.0,497.32522697270014,618.2161720128269,0.0018264840182648401,0.0,0.0,0.0
122,15,0,0,1.0,0.0,202.85354889329565,430.6100728319177,0.0017123287671232876,0.0,0.0,0.0
76,15,0,0,1.6666666666666667,0.0,203.29599060184322,525.8292749160861,0.0017123287671232876,0.0,0.0,0.0
193,15,0,0,1.6666666666666667,0.0,203.29599060184322,525.8292749160861,0.0017123287671232876,0.0,0.0,0.0
87,15,0,0,1.6666666666666667,0.0,203.31621463841677,526.7378945873048,0.0017123287671232876,0.0,0.0,0.0
197,15,0,0,1.6666666666666667,0.0,203.31621463841677,526.7378945873048,0.0017123287671232876,0.0,0.0,0.0
102,15,0,0,1.6666666666666667,0.0,242.59916725215328,533.5138365513553,0.0017123287671232876,0.0,0.0,0.0
100,14,0,0,1.5,0.0,199.99987618507032,418.5513392462389,0.0015981735159817352,0.0,0.0,0.0
248,14,0,0,1.5,0.0,200.03530192185127,418.6050387647194,0.0015981735159817352,0.0,0.0,0.0
8,14,0,0,1.5714285714285714,0.0,201.8516979027269,468.90375656606517,0.0015981735159817352,0.0,0.0,0.0
5,14,0,0,1.5714285714285714,0.0,202.5504010267691,500.30849785871976,0.0015981735159817352,0.0,0.0,0.0
65,14,0,0,1.7142857142857142,0.0,203.2712767773051,540.70478984004,0.0015981735159817352,0.0,0.0,0.0
188,14,0,0,1.7142857142857142,0.0,203.2712767773051,540.70478984004,0.0015981735159817352,0.0,0.0,0.0
69,14,0,0,1.7142857142857142,0.0,203.28904234739997,543.6299711017989,0.0015981735159817352,0.0,0.0,0.0
72,14,0,0,1.7142857142857142,0.0,203.3139439362344,549.5220788443805,0.0015981735159817352,0.0,0.0,0.0
103,13,0,0,1.4615384615384615,0.0,194.20986329950617,469.77355360627064,0.0014840182648401827,0.0,0.0,0.0
41,13,0,0,1.4615384615384615,0.0,199.08345353033044,472.1858815077416,0.0014840182648401827,0.0,0.0,0.0
229,13,0,0,1.4615384615384615,0.0,199.08345353033044,472.1858815077416,0.0014840182648401827,0.0,0.0,0.0
1,13,0,0,1.5384615384615385,0.0,201.98308818564067,438.42375169148755,0.0014840182648401827,0.0,0.0,0.0
17,13,0,0,1.5384615384615385,0.0,202.36013313592815,443.1534185750215,0.0014840182648401827,0.0,0.0,0.0
165,13,0,0,1.5384615384615385,0.0,202.36013313592815,443.1534185750215,0.0014840182648401827,0.0,0.0,0.0
2,12,0,0,1.5,0.0,202.31348275265427,496.34572849198906,0.0013698630136986301,0.0,0.0,0.0
164,12,0,0,1.5,0.0,202.31348275265427,496.34572849198906,0.0013698630136986301,0.0,0.0,0.0
114,12,0,0,2.0,0.0,504.7533193608214,632.981051102102,0.0013698630136986301,0.0,0.0,0.0
45,11,0,0,1.0909090909090908,0.0,196.65604479686672,255.81114663302944,0.0012557077625570776,0.0,0.0,0.0
134,11,0,0,1.3636363636363635,0.0,199.46399081062975,322.6407347623986,0.0012557077625570776,0.0,0.0,0.0
158,11,0,0,1.3636363636363635,0.0,199.46399081062975,322.6407347623986,0.0012557077625570776,0.0,0.0,0.0
96,10,0,0,1.4,0.0,202.41335580684952,336.0671643862008,0.001141552511415525,0.0,0.0,0.0
111,10,0,0,1.4,0.0,202.4370196381044,336.031451630563,0.001141552511415525,0.0,0.0,0.0
53,10,0,0,1.4,0.0,202.44392584013792,336.6930985338986,0.001141552511415525,0.0,0.0,0.0
143,10,0,0,1.4,0.0,220.12621438959115,352.99400290412046,0.001141552511415525,0.0,0.0,0.0
125,10,0,0,2.0,0.0,524.9259252738731,677.4040537366575,0.001141552511415525,0.0,0.0,0.0
132,10,0,0,2.0,0.0,525.9463567813167,677.8671250983718,0.001141552511415525,0.0,0.0,0.0
70,10,0,0,2.0,0.0,534.0341921505468,686.148557108464,0.001141552511415525,0.0,0.0,0.0
74,10,0,0,2.0,0.0,534.760029552165,687.3575953543781,0.001141552511415525,0.0,0.0,0.0
71,10,0,0,2.0,0.0,535.3339473810788,687.4472020153743,0.001141552511415525,0.0,0.0,0.0
224,10,0,0,2.0,0.0,535.4145744774714,687.4507708948154,0.001141552511415525,0.0,0.0,0.0
190,10,0,0,2.0,0.0,535.4375919104988,687.474207912355,0.001141552511415525,0.0,0.0,0.0
219,10,0,0,2.0,0.0,535.4413797710398,687.4780648217608,0.001141552511415525,0.0,0.0,0.0
48,10,0,0,2.0,0.0,535.5768930701204,687.5328201232395,0.001141552511415525,0.0,0.0,0.0
49,10,0,0,2.0,0.0,535.5768930701204,687.5328201232395,0.001141552511415525,0.0,0.0,0.0
127,10,0,0,2.0,0.0,535.8059039527191,687.8492067767467,0.001141552511415525,0.0,0.0,0.0
200,10,0,0,2.0,0.0,535.8059039527191,687.8492067767467,0.001141552511415525,0.0,0.0,0.0
148,9,0,0,2.0,0.0,532.8766728475769,679.7612237577455,0.0010273972602739725,0.0,0.0,0.0
91,7,0,0,1.0,0.0,200.33519172129712,202.27571971512984,0.0007990867579908676,0.0,0.0,0.0
23,7,0,0,1.0,0.0,201.60804459895624,203.091902141222,0.0007990867579908676,0.0,0.0,0.0
176,7,0,0,1.0,0.0,201.60804459895624,203.091902141222,0.0007990867579908676,0.0,0.0,0.0
156,7,0,0,1.1428571428571428,0.0,202.36907043377056,290.10184951579583,0.0007990867579908676,0.0,0.0,0.0
204,7,0,0,1.1428571428571428,0.0,202.36907043377056,290.10184951579583,0.0007990867579908676,0.0,0.0,0.0
209,7,0,0,1.1428571428571428,0.0,202.4452980146359,284.83121190256776,0.0007990867579908676,0.0,0.0,0.0
145,7,0,0,2.0,0.0,535.4006053975152,640.9071993557193,0.0007990867579908676,0.0,0.0,0.0
24,6,0,0,1.0,0.0,202.17454139024332,203.97319840600758,0.0006849315068493151,0.0,0.0,0.0
177,6,0,0,1.0,0.0,202.17454139024332,203.97319840600758,0.0006849315068493151,0.0,0.0,0.0
107,6,0,0,1.0,0.0,202.39356867696608,203.9568245861831,0.0006849315068493151,0.0,0.0,0.0
241,6,0,0,1.0,0.0,202.39356867696608,203.9568245861831,0.0006849315068493151,0.0,0.0,0.0
60,6,0,0,1.0,0.0,202.40803592166787,204.16960163580507,0.0006849315068493151,0.0,0.0,0.0
185,6,0,0,1.0,0.0,202.40803592166787,204.16960163580507,0.0006849315068493151,0.0,0.0,0.0
77,6,0,0,1.0,0.0,202.42319100002905,204.20075930959572,0.0006849315068493151,0.0,0.0,0.0
79,6,0,0,1.0,0.0,202.44087489648265,204.21918871990783,0.0006849315068493151,0.0,0.0,0.0
88,6,0,0,1.0,0.0,202.44530916371556,204.22262074124376,0.0006849315068493151,0.0,0.0,0.0
198,6,0,0,1.0,0.0,202.44530916371556,204.22262074124376,0.0006849315068493151,0.0,0.0,0.0
54,6,0,0,2.0,0.0,533.6186426814338,618.5633001338833,0.0006849315068493151,0.0,0.0,0.0
184,6,0,0,2.0,0.0,533.6186426814338,618.5633001338833,0.0006849315068493151,0.0,0.0,0.0
138,6,0,0,2.0,0.0,764.4590325403351,787.870182633375,0.0006849315068493151,0.0,0.0,0.0
42,6,0,0,2.0,0.0,765.1519702563775,788.4459789947905,0.0006849315068493151,0.0,0.0,0.0
261,6,0,0,2.0,0.0,765.250842201563,788.673082426869,0.0006849315068493151,0.0,0.0,0.0
262,6,0,0,2.0,0.0,765.250842201563,788.673082426869,0.0006849315068493151,0.0,0.0,0.0
141,6,0,0,2.0,0.0,765.3558338826059,788.8636291133067,0.0006849315068493151,0.0,0.0,0.0
6,5,0,0,1.0,0.0,202.266218724214,204.0977553954961,0.0005707762557077625,0.0,0.0,0.0
92,5,0,0,1.0,0.0,203.7268906365546,205.13382965969495,0.0005707762557077625,0.0,0.0,0.0
157,4,0,0,1.0,0.0,202.50093724740225,204.24643961560596,0.00045662100456621003,0.0,0.0,0.0
265,4,0,0,1.0,0.0,202.50093724740225,204.24643961560596,0.00045662100456621003,0.0,0.0,0.0
98,4,0,0,2.0,0.0,505.8158333380334,508.7948532419283,0.00045662100456621003,0.0,0.0,0.0
36,4,0,0,2.0,0.0,526.295288980024,526.4953129309899,0.00045662100456621003,0.0,0.0,0.0
37,4,0,0,2.0,0.0,531.3983147904082,531.6618787117219,0.00045662100456621003,0.0,0.0,0.0
140,4,0,0,2.0,0.0,533.0981041034131,533.2940283026254,0.00045662100456621003,0.0,0.0,0.0
220,4,0,0,2.0,0.0,533.8561816875568,533.877093204797,0.00045662100456621003,0.0,0.0,0.0
226,4,0,0,2.0,0.0,533.8561816875568,533.877093204797,0.00045662100456621003,0.0,0.0,0.0
40,4,0,0,2.0,0.0,535.5845074763113,535.5918347664663,0.00045662100456621003,0.0,0.0,0.0
228,4,0,0,2.0,0.0,535.5845074763113,535.5918347664663,0.00045662100456621003,0.0,0.0,0.0
39,4,0,0,2.0,0.0,535.7099611125233,535.7186922035904,0.00045662100456621003,0.0,0.0,0.0
183,4,0,0,2.0,0.0,535.7099611125233,535.7186922035904,0.00045662100456621003,0.0,0.0,0.0
7,4,0,0,2.0,0.0,767.714781358386,789.6186606706505,0.00045662100456621003,0.0,0.0,0.0
170,4,0,0,2.0,0.0,767.714781358386,789.6186606706505,0.00045662100456621003,0.0,0.0,0.0
126,3,0,0,1.0,0.0,202.33457914804916,204.4110519995057,0.00034246575342465754,0.0,0.0,0.0
78,3,0,0,1.0,0.0,202.43725839289013,203.90544634944226,0.00034246575342465754,0.0,0.0,0.0
250,3,0,0,1.0,0.0,202.43725839289013,203.90544634944226,0.00034246575342465754,0.0,0.0,0.0
82,3,0,0,1.0,0.0,202.44378381553415,204.47117807326242,0.00034246575342465754,0.0,0.0,0.0
195,3,0,0,1.0,0.0,202.44378381553415,204.47117807326242,0.00034246575342465754,0.0,0.0,0.0
205,2,0,0,1.0,0.0,202.4453072367591,204.2054853774256,0.00022831050228310502,0.0,0.0,0.0
86,2,0,0,1.0,0.0,202.4454884082019,204.2055722113538,0.00022831050228310502,0.0,0.0,0.0
196,2,0,0,1.0,0.0,202.4454884082019,204.2055722113538,0.00022831050228310502,0.0,0.0,0.0
84,1,0,0,1.0,0.0,202.4455421659539,202.4455421659539,0.00011415525114155251,0.0,0.0,0.0
85,1,0,0,1.0,0.0,202.44563225137964,202.44563225137964,0.00011415525114155251,0.0,0.0,0.0
44,1,0,0,2.0,0.0,535.8043517881852,535.8043517881852,0.00011415525114155251,0.0,0.0,0.0
