t,contingency_idx,active_rows,binding_rows,has_binding,has_near_binding,min_upper_slack,min_lower_slack,min_abs_slack
31,33,1,1,True,True,2891.25375,-3.410605131648481e-13,-3.410605131648481e-13
31,55,1,0,False,False,23.666224223113574,2867.587525776886,23.666224223113574
31,56,1,0,False,False,2507.652824324661,383.6009256753382,383.6009256753382
31,58,1,0,False,False,2748.585561966591,142.668188033409,142.668188033409
31,99,1,0,False,False,165.73996133665264,2725.513788663347,165.73996133665264
31,105,1,0,False,False,2701.6109842360784,189.64276576392103,189.64276576392103
31,106,1,1,True,True,2891.25375,-5.684341886080802e-14,-5.684341886080802e-14
31,166,1,0,False,False,165.73996133665264,2725.513788663347,165.73996133665264
31,167,1,0,False,False,392.93046375630325,2498.323286243696,392.93046375630325
31,210,1,0,False,False,392.93046375630325,2498.323286243696,392.93046375630325
31,236,1,1,True,True,2891.25375,-3.410605131648481e-13,-3.410605131648481e-13
31,237,1,0,False,False,2701.6109842360784,189.64276576392103,189.64276576392103
31,243,1,1,True,True,2891.25375,-5.684341886080802e-14,-5.684341886080802e-14
32,33,1,1,True,True,2891.253749999999,2.2737367544323206e-13,2.2737367544323206e-13
32,55,1,0,False,False,26.88766138050795,2864.3660886194916,26.88766138050795
32,58,1,0,False,False,2734.1952350732618,157.05851492673764,157.05851492673764
32,99,1,0,False,False,186.4876215870337,2704.766128412966,186.4876215870337
32,105,1,0,False,False,2665.0252249046175,226.22852509538188,226.22852509538188
32,106,1,1,True,True,2891.2537499999994,-5.684341886080802e-14,-5.684341886080802e-14
32,166,1,0,False,False,186.4876215870337,2704.766128412966,186.4876215870337
32,167,1,0,False,False,433.4734474367949,2457.7803025632043,433.4734474367949
32,210,1,0,False,False,433.4734474367949,2457.7803025632043,433.4734474367949
32,236,1,1,True,True,2891.253749999999,2.2737367544323206e-13,2.2737367544323206e-13
32,237,1,0,False,False,2665.0252249046175,226.22852509538188,226.22852509538188
32,243,1,1,True,True,2891.2537499999994,-5.684341886080802e-14,-5.684341886080802e-14
33,55,1,0,False,False,149.93982467633407,2741.3139253236654,149.93982467633407
33,58,1,0,False,False,2593.9409368387915,297.31281316120777,297.31281316120777
33,99,1,0,False,False,321.29707286735993,2569.95667713264,321.29707286735993
33,105,1,0,False,False,2631.332665815283,259.9210841847166,259.9210841847166
33,106,1,1,True,True,2891.2537499999994,-5.684341886080802e-14,-5.684341886080802e-14
33,166,1,0,False,False,321.29707286735993,2569.95667713264,321.29707286735993
33,237,1,0,False,False,2631.332665815283,259.9210841847166,259.9210841847166
33,243,1,1,True,True,2891.2537499999994,-5.684341886080802e-14,-5.684341886080802e-14
34,99,1,0,False,False,346.50810966433,2544.745640335669,346.50810966433
34,105,1,0,False,False,2677.289160628233,213.96458937176635,213.96458937176635
34,106,1,1,True,True,2891.2537499999994,5.684341886080802e-14,5.684341886080802e-14
34,119,1,0,False,False,270.81021622135245,2620.4435337786467,270.81021622135245
34,166,1,0,False,False,346.50810966433,2544.745640335669,346.50810966433
34,235,1,0,False,False,274.5827409418191,2616.6710090581805,274.5827409418191
34,237,1,0,False,False,2677.289160628233,213.96458937176635,213.96458937176635
34,243,1,1,True,True,2891.2537499999994,5.684341886080802e-14,5.684341886080802e-14
35,99,1,0,False,False,178.44710176918477,2712.8066482308145,178.44710176918477
35,105,1,0,False,False,2725.6043732904077,165.64937670959154,165.64937670959154
35,106,1,1,True,True,2891.2537499999994,5.684341886080802e-14,5.684341886080802e-14
35,119,1,0,False,False,151.3341054964909,2739.9196445035086,151.3341054964909
35,166,1,0,False,False,178.44710176918477,2712.8066482308145,178.44710176918477
35,235,1,0,False,False,155.49028717129744,2735.763462828702,155.49028717129744
35,237,1,0,False,False,2725.6043732904077,165.64937670959154,165.64937670959154
35,243,1,1,True,True,2891.2537499999994,5.684341886080802e-14,5.684341886080802e-14
36,55,1,0,False,False,40.64103680431448,2850.6127131956846,40.64103680431448
36,99,1,1,True,True,1.9895196601282805e-13,2891.2537499999994,1.9895196601282805e-13
36,105,1,0,False,False,2772.4060455916074,118.84770440839219,118.84770440839219
36,106,1,1,True,True,2891.2537499999994,1.1368683772161603e-13,1.1368683772161603e-13
36,119,1,0,False,False,92.00053709603128,2799.253212903968,92.00053709603128
36,166,1,1,True,True,1.9895196601282805e-13,2891.2537499999994,1.9895196601282805e-13
36,235,1,0,False,False,96.34724837549692,2794.9065016245027,96.34724837549692
36,237,1,0,False,False,2772.4060455916074,118.84770440839219,118.84770440839219
36,243,1,1,True,True,2891.2537499999994,1.1368683772161603e-13,1.1368683772161603e-13
37,55,1,0,False,False,64.63590795353758,2826.617842046462,64.63590795353758
37,58,1,0,False,False,2708.5579219918072,182.69582800819234,182.69582800819234
37,99,1,1,True,True,-5.684341886080802e-14,2891.2537499999994,-5.684341886080802e-14
37,166,1,1,True,True,-5.684341886080802e-14,2891.2537499999994,-5.684341886080802e-14
38,55,1,0,False,False,66.07894946848745,2825.1748005315117,66.07894946848745
38,58,1,0,False,False,2701.583439000212,189.67031099978743,189.67031099978743
38,99,1,1,True,True,0.0,2891.2537499999994,0.0
38,166,1,1,True,True,0.0,2891.2537499999994,0.0
39,99,1,1,True,True,1.1368683772161603e-13,2891.253749999999,1.1368683772161603e-13
39,119,1,0,False,False,62.65027263276592,2828.603477367233,62.65027263276592
39,166,1,1,True,True,1.1368683772161603e-13,2891.253749999999,1.1368683772161603e-13
39,235,1,0,False,False,67.09123231891901,2824.1625176810803,67.09123231891901
40,99,1,1,True,True,-1.1368683772161603e-13,2891.2537499999994,-1.1368683772161603e-13
40,119,1,0,False,False,136.68992789183554,2754.5638221081635,136.68992789183554
40,166,1,1,True,True,-1.1368683772161603e-13,2891.2537499999994,-1.1368683772161603e-13
40,235,1,0,False,False,140.8931343697138,2750.360615630286,140.8931343697138
40,247,2,0,False,False,181.5878527837712,2698.0923452093325,181.5878527837712
41,57,1,0,False,False,275.98021005486606,2615.2735399451335,275.98021005486606
41,99,1,1,True,True,1.1368683772161603e-13,2891.253749999999,1.1368683772161603e-13
41,119,2,0,False,False,202.878508385087,2611.1051609028477,202.878508385087
41,144,1,0,False,False,2615.2735399451335,275.98021005486606,275.98021005486606
41,166,1,1,True,True,1.1368683772161603e-13,2891.253749999999,1.1368683772161603e-13
41,235,2,0,False,False,206.86917271499897,2618.0977767145223,206.86917271499897
41,247,2,0,False,False,245.50609479948554,2634.759339159563,245.50609479948554
42,57,1,0,False,False,556.613567990045,2334.6401820099545,556.613567990045
42,99,1,0,False,False,349.83681206514893,2541.4169379348505,349.83681206514893
42,105,1,0,False,False,2573.4825831661637,317.77116683383576,317.77116683383576
42,106,1,1,True,True,2891.253749999999,0.0,0.0
42,119,2,0,False,False,423.45197563769784,2404.246239631878,423.45197563769784
42,144,1,0,False,False,2334.6401820099545,556.613567990045,556.613567990045
42,166,1,0,False,False,349.83681206514893,2541.4169379348505,349.83681206514893
42,167,2,0,False,False,665.2245424393034,2226.0292075606962,665.2245424393034
42,210,2,0,False,False,665.2245424393034,2226.0292075606962,665.2245424393034
42,235,2,0,False,False,426.7343431864298,2409.9977469809055,426.7343431864298
42,237,1,0,False,False,2573.4825831661637,317.77116683383576,317.77116683383576
42,243,1,1,True,True,2891.253749999999,0.0,0.0
42,247,2,0,False,False,458.5136582950506,2423.7020747217407,458.5136582950506
43,57,1,0,False,False,685.7635685109171,2205.4901814890823,685.7635685109171
43,99,1,0,False,False,520.0079476295195,2371.2458023704803,520.0079476295195
43,105,1,0,False,False,2500.7838091345016,390.46994086549773,390.46994086549773
43,106,1,1,True,True,2891.253749999999,0.0,0.0
43,119,2,0,False,False,532.873688270681,2301.6280157774263,532.873688270681
43,144,1,0,False,False,2205.4901814890823,685.7635685109171,685.7635685109171
43,166,1,0,False,False,520.0079476295195,2371.2458023704803,520.0079476295195
43,167,2,0,False,False,791.8331760824781,2099.4205739175213,791.8331760824781
43,210,2,0,False,False,791.8331760824781,2099.4205739175213,791.8331760824781
43,235,2,0,False,False,535.8046851499734,2306.763836139085,535.8046851499734
43,237,1,0,False,False,2500.7838091345016,390.46994086549773,390.46994086549773
43,243,1,1,True,True,2891.253749999999,0.0,0.0
43,247,2,0,False,False,564.1820901865922,2319.0011438887022,564.1820901865922
44,57,1,0,False,False,451.8711880225113,2439.382561977488,451.8711880225113
44,99,1,0,False,False,221.1535499189963,2670.100200081003,221.1535499189963
44,105,1,0,False,False,2625.345801813924,265.90794818607515,265.90794818607515
44,106,1,1,True,True,2891.253749999999,5.684341886080802e-14,5.684341886080802e-14
44,119,2,0,False,False,336.16872001346144,2486.102504251276,336.16872001346144
44,144,1,0,False,False,2439.382561977488,451.8711880225113,451.8711880225113
44,166,1,0,False,False,221.1535499189963,2670.100200081003,221.1535499189963
44,235,2,0,False,False,339.73136809538516,2492.3451313553305,339.73136809538516
44,237,1,0,False,False,2625.345801813924,265.90794818607515,265.90794818607515
44,243,1,1,True,True,2891.253749999999,5.684341886080802e-14,5.684341886080802e-14
44,247,2,0,False,False,374.22431086784275,2507.2196681691025,374.22431086784275
45,57,1,0,False,False,273.85638350802833,2617.397366491971,273.85638350802833
45,99,1,1,True,True,-2.2737367544323206e-13,2891.25375,-2.2737367544323206e-13
45,105,1,0,False,False,2616.387611980186,274.86613801981343,274.86613801981343
45,106,1,0,False,False,2796.434487538724,94.81926246127568,94.81926246127568
45,119,2,0,False,False,194.57663127878072,2618.8908540967077,194.57663127878072
45,144,1,0,False,False,2617.397366491971,273.85638350802833,273.85638350802833
45,166,1,1,True,True,-2.2737367544323206e-13,2891.25375,-2.2737367544323206e-13
45,235,2,0,False,False,198.59395426762103,2625.930182371402,198.59395426762103
45,237,1,0,False,False,2616.387611980186,274.86613801981343,274.86613801981343
45,243,1,0,False,False,2796.434487538724,94.81926246127568,94.81926246127568
45,247,2,0,False,False,237.48898087875875,2642.703048317244,237.48898087875875
46,57,1,0,False,False,266.76554497856813,2624.488205021431,266.76554497856813
46,99,1,1,True,True,0.0,2891.25375,0.0
46,119,2,0,False,False,196.8648314564458,2616.7449268176942,196.8648314564458
46,144,1,0,False,False,2624.488205021431,266.76554497856813,266.76554497856813
46,166,1,1,True,True,0.0,2891.25375,0.0
46,235,2,0,False,False,200.87480666751088,2623.7713799962144,200.87480666751088
46,247,2,0,False,False,239.6986933646051,2640.5135679776567,239.6986933646051
47,99,1,1,True,True,2.8421709430404007e-13,2891.253749999999,2.8421709430404007e-13
47,119,1,0,False,False,128.0781155454545,2763.175634454545,128.0781155454545
47,166,1,1,True,True,2.8421709430404007e-13,2891.253749999999,2.8421709430404007e-13
47,235,1,0,False,False,132.30897593402744,2758.944774065972,132.30897593402744
48,105,1,0,False,False,2795.3943238425204,95.85942615747905,95.85942615747905
48,106,1,1,True,True,2891.2537499999994,5.684341886080802e-14,5.684341886080802e-14
48,237,1,0,False,False,2795.3943238425204,95.85942615747905,95.85942615747905
48,243,1,1,True,True,2891.2537499999994,5.684341886080802e-14,5.684341886080802e-14
49,99,1,0,False,False,415.648806989318,2475.6049430106814,415.648806989318
49,105,1,0,False,False,2669.8483344510696,221.4054155489298,221.4054155489298
49,106,1,1,True,True,2891.2537499999994,-1.1368683772161603e-13,-1.1368683772161603e-13
49,166,1,0,False,False,415.648806989318,2475.6049430106814,415.648806989318
49,237,1,0,False,False,2669.8483344510696,221.4054155489298,221.4054155489298
49,243,1,1,True,True,2891.2537499999994,-1.1368683772161603e-13,-1.1368683772161603e-13
50,105,1,0,False,False,2590.0381488975363,301.215601102463,301.215601102463
50,106,1,1,True,True,2891.253749999999,0.0,0.0
50,237,1,0,False,False,2590.0381488975363,301.215601102463,301.215601102463
50,243,1,1,True,True,2891.253749999999,0.0,0.0
51,105,1,0,False,False,2603.4084377983227,287.8453122016765,287.8453122016765
51,106,1,1,True,True,2891.25375,0.0,0.0
51,237,1,0,False,False,2603.4084377983227,287.8453122016765,287.8453122016765
51,243,1,1,True,True,2891.25375,0.0,0.0
52,105,1,0,False,False,2667.1941860394395,224.05956396055979,224.05956396055979
52,106,1,1,True,True,2891.253749999999,5.684341886080802e-14,5.684341886080802e-14
52,237,1,0,False,False,2667.1941860394395,224.05956396055979,224.05956396055979
52,243,1,1,True,True,2891.253749999999,5.684341886080802e-14,5.684341886080802e-14
53,105,1,0,False,False,2714.8262941079956,176.42745589200348,176.42745589200348
53,106,1,1,True,True,2891.25375,-1.1368683772161603e-13,-1.1368683772161603e-13
53,237,1,0,False,False,2714.8262941079956,176.42745589200348,176.42745589200348
53,243,1,1,True,True,2891.25375,-1.1368683772161603e-13,-1.1368683772161603e-13
54,105,1,0,False,False,2739.6219706554425,151.63177934455723,151.63177934455723
54,106,1,1,True,True,2891.2537499999994,5.684341886080802e-14,5.684341886080802e-14
54,237,1,0,False,False,2739.6219706554425,151.63177934455723,151.63177934455723
54,243,1,1,True,True,2891.2537499999994,5.684341886080802e-14,5.684341886080802e-14
57,99,1,1,True,True,8.526512829121202e-14,2891.2537499999994,8.526512829121202e-14
57,166,1,1,True,True,8.526512829121202e-14,2891.2537499999994,8.526512829121202e-14
58,99,1,1,True,True,-2.2737367544323206e-13,2891.2537499999994,-2.2737367544323206e-13
58,166,1,1,True,True,-2.2737367544323206e-13,2891.2537499999994,-2.2737367544323206e-13
59,57,1,0,False,False,190.89299146140678,2700.360758538593,190.89299146140678
59,99,1,1,True,True,1.1368683772161603e-13,2891.253749999999,1.1368683772161603e-13
59,144,1,0,False,False,2700.360758538593,190.89299146140678,190.89299146140678
59,166,1,1,True,True,1.1368683772161603e-13,2891.253749999999,1.1368683772161603e-13
60,57,1,0,False,False,191.9717497799204,2699.2820002200788,191.9717497799204
60,99,1,0,False,False,1.1288410965509001,2890.1249089034486,1.1288410965509001
60,105,1,0,False,False,2745.483888545277,145.7698614547223,145.7698614547223
60,106,1,1,True,True,2891.25375,-1.1368683772161603e-13,-1.1368683772161603e-13
60,119,1,0,False,False,209.77221055465412,2681.4815394453453,209.77221055465412
60,144,1,0,False,False,2699.2820002200788,191.9717497799204,191.9717497799204
60,166,1,0,False,False,1.1288410965509001,2890.1249089034486,1.1288410965509001
60,235,1,0,False,False,213.74073810121678,2677.5130118987827,213.74073810121678
60,237,1,0,False,False,2745.483888545277,145.7698614547223,145.7698614547223
60,243,1,1,True,True,2891.25375,-1.1368683772161603e-13,-1.1368683772161603e-13
61,57,1,0,False,False,164.14769968859508,2727.106050311404,164.14769968859508
61,99,1,1,True,True,2.2737367544323206e-13,2891.253749999999,2.2737367544323206e-13
61,105,1,0,False,False,2703.21504424196,188.03870575803955,188.03870575803955
61,106,1,0,False,False,2842.4431887744076,48.81056122559214,48.81056122559214
61,144,1,0,False,False,2727.106050311404,164.14769968859508,164.14769968859508
61,166,1,1,True,True,2.2737367544323206e-13,2891.253749999999,2.2737367544323206e-13
61,237,1,0,False,False,2703.21504424196,188.03870575803955,188.03870575803955
61,243,1,0,False,False,2842.4431887744076,48.81056122559214,48.81056122559214
62,99,1,1,True,True,1.7053025658242404e-13,2891.2537499999994,1.7053025658242404e-13
62,106,1,0,False,False,2823.468819913498,67.78493008650135,67.78493008650135
62,166,1,1,True,True,1.7053025658242404e-13,2891.2537499999994,1.7053025658242404e-13
62,243,1,0,False,False,2823.468819913498,67.78493008650135,67.78493008650135
63,99,1,1,True,True,-1.1368683772161603e-13,2891.25375,-1.1368683772161603e-13
63,166,1,1,True,True,-1.1368683772161603e-13,2891.25375,-1.1368683772161603e-13
64,99,1,1,True,True,8.704148513061227e-14,2891.253749999999,8.704148513061227e-14
64,166,1,1,True,True,8.704148513061227e-14,2891.253749999999,8.704148513061227e-14
65,99,1,1,True,True,5.1958437552457326e-14,2891.253749999999,5.1958437552457326e-14
65,166,1,1,True,True,5.1958437552457326e-14,2891.253749999999,5.1958437552457326e-14
66,99,1,0,False,False,406.56617172184235,2484.687578278157,406.56617172184235
66,105,1,0,False,False,2704.429893818445,186.82385618155422,186.82385618155422
66,106,1,1,True,True,2891.2537499999994,-1.1368683772161603e-13,-1.1368683772161603e-13
66,166,1,0,False,False,406.56617172184235,2484.687578278157,406.56617172184235
66,237,1,0,False,False,2704.429893818445,186.82385618155422,186.82385618155422
66,243,1,1,True,True,2891.2537499999994,-1.1368683772161603e-13,-1.1368683772161603e-13
67,99,1,0,False,False,298.1919702143838,2593.0617797856157,298.1919702143838
67,105,1,0,False,False,2741.559577309835,149.6941726901649,149.6941726901649
67,106,1,1,True,True,2891.2537499999994,0.0,0.0
67,166,1,0,False,False,298.1919702143838,2593.0617797856157,298.1919702143838
67,237,1,0,False,False,2741.559577309835,149.6941726901649,149.6941726901649
67,243,1,1,True,True,2891.2537499999994,0.0,0.0
70,99,1,1,True,True,2.842170943040401e-14,2891.2537499999994,2.842170943040401e-14
70,106,1,0,False,False,2860.580167414962,30.673582585036925,30.673582585036925
70,166,1,1,True,True,2.842170943040401e-14,2891.2537499999994,2.842170943040401e-14
70,243,1,0,False,False,2860.580167414962,30.673582585036925,30.673582585036925
69,99,1,1,True,True,-1.7918999617450027e-13,2891.25375,-1.7918999617450027e-13
69,166,1,1,True,True,-1.7918999617450027e-13,2891.25375,-1.7918999617450027e-13
71,99,1,1,True,True,1.1368683772161603e-13,2891.2537499999994,1.1368683772161603e-13
71,166,1,1,True,True,1.1368683772161603e-13,2891.2537499999994,1.1368683772161603e-13
73,105,1,0,False,False,2868.0369603816916,23.216789618307978,23.216789618307978
73,106,1,1,True,True,2891.253749999999,0.0,0.0
73,237,1,0,False,False,2868.0369603816916,23.216789618307978,23.216789618307978
73,243,1,1,True,True,2891.253749999999,0.0,0.0
74,105,1,0,False,False,2786.80119586849,104.45255413150966,104.45255413150966
74,106,1,1,True,True,2891.253749999999,0.0,0.0
74,237,1,0,False,False,2786.80119586849,104.45255413150966,104.45255413150966
74,243,1,1,True,True,2891.253749999999,0.0,0.0
75,105,1,0,False,False,2738.257034201795,152.99671579820443,152.99671579820443
75,106,1,1,True,True,2891.25375,-2.842170943040401e-14,-2.842170943040401e-14
75,237,1,0,False,False,2738.257034201795,152.99671579820443,152.99671579820443
75,243,1,1,True,True,2891.25375,-2.842170943040401e-14,-2.842170943040401e-14
76,105,1,0,False,False,2783.8614342596043,107.39231574039496,107.39231574039496
76,106,1,1,True,True,2891.25375,0.0,0.0
76,237,1,0,False,False,2783.8614342596043,107.39231574039496,107.39231574039496
76,243,1,1,True,True,2891.25375,0.0,0.0
77,105,1,0,False,False,2812.2643804755353,78.98936952446454,78.98936952446454
77,106,1,1,True,True,2891.2537499999994,7.105427357601002e-14,7.105427357601002e-14
77,237,1,0,False,False,2812.2643804755353,78.98936952446454,78.98936952446454
77,243,1,1,True,True,2891.2537499999994,7.105427357601002e-14,7.105427357601002e-14
78,106,1,1,True,True,2891.2537499999994,3.552713678800501e-15,3.552713678800501e-15
78,243,1,1,True,True,2891.2537499999994,3.552713678800501e-15,3.552713678800501e-15
80,99,1,1,True,True,-2.842170943040401e-14,2891.2537499999994,-2.842170943040401e-14
80,105,1,0,False,False,2791.6177536801583,99.63599631984108,99.63599631984108
80,106,1,0,False,False,2885.752720782617,5.501029217382751,5.501029217382751
80,166,1,1,True,True,-2.842170943040401e-14,2891.2537499999994,-2.842170943040401e-14
80,237,1,0,False,False,2791.6177536801583,99.63599631984108,99.63599631984108
80,243,1,0,False,False,2885.752720782617,5.501029217382751,5.501029217382751
81,99,1,1,True,True,2.2737367544323206e-13,2891.253749999999,2.2737367544323206e-13
81,166,1,1,True,True,2.2737367544323206e-13,2891.253749999999,2.2737367544323206e-13
82,57,1,0,False,False,60.95563861141244,2830.2981113885867,60.95563861141244
82,99,1,1,True,True,0.0,2891.2537499999994,0.0
82,144,1,0,False,False,2830.2981113885867,60.95563861141244,60.95563861141244
82,166,1,1,True,True,0.0,2891.2537499999994,0.0
84,57,1,1,True,True,-5.684341886080802e-14,2891.2537499999994,-5.684341886080802e-14
84,99,1,0,False,False,37.9925880385336,2853.2611619614654,37.9925880385336
84,144,1,1,True,True,2891.2537499999994,-5.684341886080802e-14,-5.684341886080802e-14
84,166,1,0,False,False,37.9925880385336,2853.2611619614654,37.9925880385336
83,57,1,0,False,False,18.938599997904277,2872.315150002095,18.938599997904277
83,99,1,1,True,True,2.2737367544323206e-13,2891.253749999999,2.2737367544323206e-13
83,144,1,0,False,False,2872.315150002095,18.938599997904277,18.938599997904277
83,166,1,1,True,True,2.2737367544323206e-13,2891.253749999999,2.2737367544323206e-13
85,57,1,0,False,False,44.74109653824377,2846.5126534617552,44.74109653824377
85,99,1,1,True,True,3.126388037344441e-13,2891.2537499999994,3.126388037344441e-13
85,144,1,0,False,False,2846.5126534617552,44.74109653824377,44.74109653824377
85,166,1,1,True,True,3.126388037344441e-13,2891.2537499999994,3.126388037344441e-13
86,57,1,1,True,True,1.1368683772161603e-13,2891.2537499999994,1.1368683772161603e-13
86,99,1,0,False,False,12.104982190835983,2879.148767809163,12.104982190835983
86,144,1,1,True,True,2891.2537499999994,1.1368683772161603e-13,1.1368683772161603e-13
86,166,1,0,False,False,12.104982190835983,2879.148767809163,12.104982190835983
87,57,1,0,False,False,68.16492310249762,2823.088826897502,68.16492310249762
87,99,1,1,True,True,2.2737367544323206e-13,2891.2537499999994,2.2737367544323206e-13
87,119,1,0,False,False,239.40403854760342,2651.849711452396,239.40403854760342
