strategy,n_mtus_total,n_mtus_valid_fbme,mean_abs_fbme_d1_cgm,mean_hourly_d1_overloads,mean_hourly_d1_overload_mw,mean_sum_abs_np_diff,mean_total_demand,mean_total_renewables,mean_renewable_share,mean_max_line_loading,top_spearman_driver,top_spearman_value,top_pearson_driver,top_pearson_value
dynamic_gen,8760,8760,18.07871460245522,2.326255707762557,64.69141259238431,544.4760896946364,41263.224403302775,8515.902025004674,0.20765835328452809,1.0325779578875878,hourly_d1_overload_mw,0.8838760524133435,hourly_d1_overload_mw,0.6035429548540773
