CNEC,median_dAbsFBME_dNPpred,abs_median_dAbsFBME_dNPpred,n_MTUs_used
36,0.003763467076465787,0.003763467076465787,332
37,0.025532656386086306,0.025532656386086306,332
38,0.028425288290022957,0.028425288290022957,332
39,0.013009788878655604,0.013009788878655604,332
41,-0.0182748616622762,0.0182748616622762,332
42,-0.013549144959231617,0.013549144959231617,332
54,0.0029942943486950153,0.0029942943486950153,332
55,-0.04281255879905942,0.04281255879905942,332
60,-0.000780133900898708,0.000780133900898708,332
61,-0.029944521203661256,0.029944521203661256,332
62,-0.0019151907299734022,0.0019151907299734022,332
63,-0.00683754916406229,0.00683754916406229,332
65,0.034940483118010165,0.034940483118010165,332
66,0.06667827042579766,0.06667827042579766,332
67,-0.010034639206920784,0.010034639206920784,332
68,0.011055548624919405,0.011055548624919405,332
69,-0.009410510401870983,0.009410510401870983,332
109,-0.060391006979950035,0.060391006979950035,332
113,-0.05020985038120565,0.05020985038120565,332
114,-0.001140252407568534,0.001140252407568534,332
116,-0.01590946095740005,0.01590946095740005,332
117,0.01088823205049749,0.01088823205049749,332
120,0.06706119349623758,0.06706119349623758,332
121,0.05528757503386846,0.05528757503386846,332
122,0.051579032724252655,0.051579032724252655,332
123,-0.07224048858690169,0.07224048858690169,332
124,-0.03395059955501747,0.03395059955501747,332
125,-0.035799199061582784,0.035799199061582784,332
126,-0.011632441286220565,0.011632441286220565,332
127,-0.0010220280174626985,0.0010220280174626985,332
128,-0.025857715597441957,0.025857715597441957,332
129,0.02884281075151792,0.02884281075151792,332
130,-0.04680669552717637,0.04680669552717637,332
131,0.06306787367500533,0.06306787367500533,332
134,-0.0002949562366901286,0.0002949562366901286,332
136,0.007978170356933373,0.007978170356933373,332
137,-0.014551210758985755,0.014551210758985755,332
138,-0.0052533952073046,0.0052533952073046,332
139,-0.010661962420010159,0.010661962420010159,332
141,0.006586789944763265,0.006586789944763265,332
145,0.05963505157670575,0.05963505157670575,332
148,0.03018842927640239,0.03018842927640239,332
150,0.016539060652529667,0.016539060652529667,332
155,-0.06006719967218349,0.06006719967218349,332
158,-0.01354700722834638,0.01354700722834638,332
159,-0.009964099072947586,0.009964099072947586,332
161,-0.0725705252067368,0.0725705252067368,332
162,-0.2102818188873002,0.2102818188873002,332
163,-0.10372437921838797,0.10372437921838797,332
187,-0.0006748867877991781,0.0006748867877991781,332
188,0.03892279960185173,0.03892279960185173,332
189,-4.452943329264385e-05,4.452943329264385e-05,332
207,0.024952880004547456,0.024952880004547456,332
209,-0.006513057286280547,0.006513057286280547,332
227,0.029469974706145957,0.029469974706145957,332
236,-0.0008404552579156577,0.0008404552579156577,332
239,0.03916670454050371,0.03916670454050371,332
269,-0.003374091823334152,0.003374091823334152,332
275,-0.0032200284123623463,0.0032200284123623463,332
284,-0.0005361318832843738,0.0005361318832843738,332
285,0.01237986948605988,0.01237986948605988,332
286,0.06710312077047711,0.06710312077047711,332
287,0.02815812104266531,0.02815812104266531,332
290,0.05161140678717424,0.05161140678717424,332
291,-0.06060852811437817,0.06060852811437817,332
292,0.055048571814611084,0.055048571814611084,332
293,-0.02968668116331529,0.02968668116331529,332
296,-0.000633251621106216,0.000633251621106216,332
298,-0.011144213175079375,0.011144213175079375,332
300,0.027115031688878147,0.027115031688878147,332
301,0.03142607517472038,0.03142607517472038,332
303,0.029666768012351363,0.029666768012351363,332
319,-0.01125750061366327,0.01125750061366327,332
